early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0584,ok,0.0702,0.036,1
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0457,ok,0.0526,0.0153,2
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0755,ok,0.0702,0.045,3
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,ok,0.0263,0.0095,4
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,ok,0.0439,0.0247,5
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0755,ok,0.0702,0.0509,6
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0457,ok,0.0614,0.0223,7
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0692,ok,0.0614,0.0456,8
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0701,ok,0.0702,0.0478,9
True,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,ok,0.0702,0.0512,10
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0774,ok,0.0702,0.0452,11
True,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0708,ok,0.0702,0.0476,12
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0376,ok,0.0263,0.0083,13
True,34,1.0,1.0,0.0,0.04400814338931239,0.0,2.196003529505076,0.166319340467453,0.0012119213351979852,0.0,0.025472090265974162,1.0981476294812818,2.9980549616080747,0.9187817258883249,2.3121257950774337,8.982605227158954,2.3121257950774337,0.0,1.0,4.7376428821445565e-05,0.9999526252594038,7.488730206953741e-05,0.9999251155019144,6.724198439479929e-05,0.9999327602762967,2.8996798415890837e-05,0.9999710036219872,1.957697984776226e-05,0.9999804233267531,4.827787077664274e-05,0.999951723294581,0.0,0.0,6.7338063467920355,2.3121257950774337,0.9187817258883249,0.0787,ok,0.0702,0.0462,14
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,ok,0.0702,0.0512,15
True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777,ok,0.0702,0.0507,16
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,ok,0.0702,0.0512,17
True,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0739,ok,0.0702,0.0466,18
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0699,ok,0.0702,0.0478,19
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,ok,0.0614,0.03,20
