axis_group,base_id,best_valid_mrr20,bias_mode,candidate_id,cold_item_count,cold_item_mrr20,combo_id,concept_id,concept_name,d_expert_hidden,d_ff,d_router_hidden,dataset,diag_available,diag_cv_usage,diag_entropy_mean,diag_family_top_expert_mean_share,diag_n_eff,diag_route_consistency_group_knn_js,diag_route_consistency_group_knn_score,diag_route_consistency_intra_group_knn_mean_js,diag_route_consistency_intra_group_knn_mean_score,diag_route_consistency_knn_js,diag_route_consistency_knn_score,diag_route_jitter_adjacent,diag_source_row_count,diag_top1_max_frac,embedding_size,fixed_hidden_dropout_prob,fixed_weight_decay,hvar_id,is_main_eligible,main_aux,n_completed,pass_tag,phase_tag,run_dir,run_phase,seed_id,sess_1_2_count,sess_1_2_mrr20,sess_3_5_count,sess_3_5_mrr20,setting_id,source_profile,special_available,special_test_overall_hit20,special_test_overall_mrr20,stage,status,support_aux,test_hr10,test_mrr20,timestamp,topk_profile,wrapper_combo
C2,B1,0.0818,bias_rule,,6890,0.11595166855598482,S3,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,3.194237613849711,0.10869975499763698,0.9627775549888611,1.0711266981579948,0.0022920398167838693,0.997710584900775,0.010654618748757954,0.9894402939077618,0.003330990017862437,0.9966745515746831,0.008106687528267062,1,0.9842270234715315,,,,,1,route_sharpness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c2_s3_s1_20260321_195100_854917_pid247124,P9_B1_C2_S3_S1,1,17,0.0,9383,0.14629747932092932,B1_C2_S3,src_base,1,0.2136060518200269,0.15963513412977998,,completed,route_monopoly,0.184,0.1596,2026-03-21T21:19:48.305230,,all_w2
C2,B1,0.0812,bias_rule,,6890,0.11731713919133943,S4,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,3.1168991590470325,0.2156537608648305,0.9415038824081421,1.1199190427175159,0.0014550049528090562,0.9985460530537001,0.00430130183989096,0.9957113654736083,0.0023870566783905233,0.9976157900758307,0.001557285873192436,1,0.9830591520179343,,,,,1,route_smoothness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c2_s4_s1_20260321_194102_062067_pid247045,P9_B1_C2_S4_S1,1,17,0.0,9383,0.14914048658919132,B1_C2_S4,src_base,1,0.21392234903397558,0.1601747551136057,,completed,route_sharpness,0.1841,0.1602,2026-03-21T21:00:37.042668,,all_w2
C3,B1,0.0811,bias_rule,,6890,0.11736881179608004,F1,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,0.9778468317435136,1.6980818686698347,0.34286636114120483,6.134390490775086,0.007784800240022901,0.9922454228396347,0.011348857751885244,0.9887176080842975,0.018140679377492523,0.9820228722740363,0.3390262685034654,1,0.5831101624952177,,,,,1,route_prior,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c3_f1_s1_20260321_193404_212899_pid247007,P9_B1_C3_F1_S1,1,17,0.007352941176470588,9383,0.14920647577845655,B1_C3_F1,src_base,1,0.21742797648857376,0.16158254994059587,,completed,none,0.1882,0.1616,2026-03-21T21:10:52.839794,,all_w2
C3,B1,0.0808,bias_rule,,6890,0.11718276977182213,F2,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,0.3739326372106455,2.013378036892265,0.15391097962856293,10.527927640176294,0.006352237945656429,0.9936678948657767,0.010005897512718078,0.9900489007603038,0.015709055972045236,0.9844136876782571,0.2887212898336369,1,0.22653797707660744,,,,,1,route_prior_strong,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c3_f2_s1_20260321_194114_959231_pid247058,P9_B1_C3_F2_S1,1,17,0.0,9383,0.14896643045326102,B1_C3_F2,src_base,1,0.21661087535253962,0.16103068208440496,,completed,z,0.1862,0.161,2026-03-21T21:09:10.128345,,all_w2
C3,B1,0.0806,bias_rule,,6890,0.11904964624797312,F3,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1391928303482285,2.285399198234993,0.11138352751731873,11.77192358346858,0.0030433763073790987,0.9969612500678381,0.004512093475955013,0.9954998215155512,0.0073651249452354245,0.9926619311229715,0.5179576819176375,1,0.16538581148048961,,,,,1,group_prior_align,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c3_f3_s1_20260322_073245_299510_pid259252,P9_B1_C3_F3_S1,1,17,0.029411764705882353,9383,0.1500800001147833,B1_C3_F3,src_base,1,0.21782334800600964,0.16114451254945392,,completed,none,0.188,0.1611,2026-03-22T08:54:17.081384,,all_w2
C3,B1,0.0807,bias_rule,,6890,0.11926869490928678,F4,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1340126131769236,2.278831035589596,0.11083848774433136,11.788289556278706,0.003262804980569987,0.9967425121830725,0.004726242776422786,0.9952869007794168,0.007820459541581136,0.9922100406917369,0.5170849173073867,1,0.20101484002174658,,,,,1,wrapper_group_feature_align,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b1_c3_f4_s1_20260322_073245_119031_pid259253,P9_B1_C3_F4_S1,1,17,0.00840336172019734,9383,0.14987066637343097,B1_C3_F4,src_base,1,0.21842958433274468,0.1611761450078212,,completed,group_prior_align,0.1876,0.1612,2026-03-22T09:02:46.215644,,all_w2
C0,B2,0.0805,bias_group_feat,,6890,0.11722713246487394,N1,C0,Natural,,,,KuaiRecLargeStrictPosV2_0.2,1,0.9434732513584718,1.6370000426136047,0.273789644241333,6.348730076395124,0.01067489154554735,0.9893818829092407,0.011185360623779103,0.9888876365937985,0.02030664098633096,0.9798981502974631,0.1595374592037551,1,0.3644452498730331,,,,,1,none,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c0_n1_s1_20260321_205519_935346_pid247262,P9_B2_C0_N1_S1,1,17,0.0,9383,0.1481594275907484,B2_C0_N1,src_base,1,0.21502938928279608,0.1604721791689355,,completed,none,0.1867,0.1605,2026-03-21T22:28:43.350345,,mixed_2
C0,B2,0.0802,bias_group_feat,,6890,0.11910583877771098,N2,C0,Natural,,,,KuaiRecLargeStrictPosV2_0.2,1,0.14112840172265764,2.3559536239532224,0.1012604832649231,11.76566074788336,0.001406691791223993,0.9985942971359142,0.003191245343449888,0.9968155458600043,0.00451705288669491,0.9954931336532108,0.3719908567517021,1,0.24249217503753073,,,,,1,route_smoothness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c0_n2_s1_20260321_210958_505935_pid247408,P9_B2_C0_N2_S1,1,17,0.0,9383,0.15047539475335314,B2_C0_N2,src_base,1,0.21819236142228313,0.16136180908615108,,completed,none,0.1889,0.1614,2026-03-21T23:02:11.367819,,mixed_2
C0,B2,0.0806,bias_group_feat,,6890,0.11717869623176246,N3,C0,Natural,,,,KuaiRecLargeStrictPosV2_0.2,1,0.6567473066822497,1.796681875423689,0.17170590162277222,8.383886823732386,0.013102236141617065,0.9869832245053104,0.010858361438497525,0.9892144341990978,0.021075922441560504,0.9791446226969911,0.22802381156107518,1,0.23334832325428947,,,,,1,balance,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c0_n3_s1_20260321_211959_904073_pid247500,P9_B2_C0_N3_S1,1,17,0.0,9383,0.14759778844627963,B2_C0_N3,src_base,1,0.2162418619362661,0.16074425605842746,,completed,z,0.1857,0.1607,2026-03-21T22:47:33.379753,,mixed_2
C0,B2,0.0816,bias_group_feat,,6890,0.11338479897258763,N4,C0,Natural,,,,KuaiRecLargeStrictPosV2_0.2,1,0.6879384908694479,1.834710191482257,0.2293727993965149,8.14520583226515,0.01053446077683085,0.98952083232377,0.0050002075399717995,0.9950214620252749,0.014362476739782326,0.9857401716134595,0.23055654023395958,1,0.5909541420283824,,,,,1,z,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c0_n4_s1_20260321_210048_450375_pid247353,P9_B2_C0_N4_S1,1,17,0.0,9383,0.14835232374017443,B2_C0_N4,src_base,1,0.21479216637233453,0.16025076418187745,,completed,none,0.1841,0.1603,2026-03-21T22:34:23.406701,,mixed_2
C1,B2,0.0801,bias_group_feat,,6890,0.1199702370928057,B1,C1,CanonicalBalance,,,,KuaiRecLargeStrictPosV2_0.2,1,0.13990316734872255,2.297060053685451,0.10218305140733719,11.76963293855318,0.004185693222890077,0.9958230545815233,0.002918242113065018,0.9970878887943249,0.0070708984878771,0.9929540414975133,0.6167829945360535,1,0.17748066412061742,,,,,1,balance,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c1_b1_s1_20260321_211101_885929_pid247431,P9_B2_C1_B1_S1,1,17,0.0,9383,0.1505787682999531,B2_C1_B1,src_base,1,0.2189831044571549,0.16148262931989715,,completed,z,0.1882,0.1615,2026-03-21T22:39:58.538578,,mixed_2
C1,B2,0.0802,bias_group_feat,,6890,0.12046194365964485,B2,C1,CanonicalBalance,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1430002131461843,2.283027142873523,0.1083146184682846,11.759527178749504,0.0037981845376788424,0.9962090194416452,0.0040014901308814445,0.996008003565842,0.007825714055197091,0.9922048271242656,0.5051473554254422,1,0.2425167853555184,,,,,1,balance_strong,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c1_b2_s1_20260321_210919_007118_pid247387,P9_B2_C1_B2_S1,1,17,0.0,9383,0.15142090484018736,B2_C1_B2,src_base,1,0.21916761116529165,0.16200195936514944,,completed,z,0.1889,0.162,2026-03-21T22:47:08.163149,,mixed_2
C1,B2,0.0824,bias_group_feat,,6890,0.10889450639421432,B3,C1,CanonicalBalance,,,,KuaiRecLargeStrictPosV2_0.2,1,1.090776410973775,1.564621429511295,0.31073617935180664,5.479969600393134,0.014667842139310522,0.9854392066266092,0.006840451735307456,0.9932044765728969,0.01822901478762315,0.9819361287121768,0.34358566905841653,1,0.47644233243170075,,,,,1,factored_group_balance,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c1_b3_s1_20260321_192933_485650_pid246957,P9_B2_C1_B3_S1,1,17,0.0,9383,0.14715889665594642,B2_C1_B3,src_base,1,0.21676902395951395,0.1586590739722989,,completed,z,0.1838,0.1587,2026-03-21T20:55:46.842413,,mixed_2
C1,B2,0.0809,bias_group_feat,,6890,0.1164617175033589,B4,C1,CanonicalBalance,,,,KuaiRecLargeStrictPosV2_0.2,1,0.5834817489076704,1.9349963283782696,0.18558669090270996,8.952211841384825,0.009469758721759982,0.9905749382422724,0.009492107323155197,0.9905649012030799,0.016407048750650494,0.9837268137774955,0.28576806952780254,1,0.34228701447757887,,,,,1,primitive_balance,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c1_b4_s1_20260321_192635_861886_pid246895,P9_B2_C1_B4_S1,1,17,0.0,9383,0.14806356341350274,B2_C1_B4,src_base,1,0.21708532117346266,0.16072312786697182,,completed,z,0.1868,0.1607,2026-03-21T21:19:00.965222,,mixed_2
C2,B2,0.0802,bias_group_feat,,6890,0.11992922544382048,S1,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,0.2228523327620228,2.0140435205157763,0.12838567793369293,11.432239580596141,0.0070526591459348425,0.9929721524909749,0.004327004408887919,0.9956855780098933,0.011665813329759123,0.9884019684380432,0.8282707281594934,1,0.17864406097094415,,,,,1,route_sharpness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c2_s1_s1_20260321_222853_116940_pid247671,P9_B2_C2_S1_S1,1,17,0.0,9383,0.151026048378819,B2_C2_S1,src_base,1,0.2186668072432062,0.16156283538737398,,completed,none,0.1885,0.1616,2026-03-22T00:07:18.969577,,mixed_2
C2,B2,0.0805,bias_group_feat,,6890,0.1192211786963597,S2,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4932660015444159,1.686342170185383,0.17025446891784668,9.65164452151317,0.006835405688630108,0.9931879025594864,0.0035264550127514583,0.9964832127900232,0.010550216546850072,0.9895052417839274,0.9487146890928871,1,0.18709882385053037,,,,,1,route_sharpness_strong,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c2_s2_s1_20260321_230221_688721_pid247945,P9_B2_C2_S2_S1,1,17,0.0,9383,0.14984236027937028,B2_C2_S2,src_base,1,0.21737526028624898,0.16105656431019566,,completed,none,0.188,0.1611,2026-03-22T01:12:30.178212,,mixed_2
C2,B2,0.0806,bias_group_feat,,6890,0.11615157868491462,S3,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,2.9436053948520007,0.32666697849058207,0.8904494047164917,1.2416173039423302,0.009678742131265959,0.9903679461440179,0.0026068658518405173,0.9973972455310629,0.01095849030078586,0.9891013352221598,0.013076800840983265,1,0.9795756733718597,,,,,1,route_sharpness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c2_s3_s1_20260321_224744_268700_pid247897,P9_B2_C2_S3_S1,1,17,0.0,9383,0.14797337817233228,B2_C2_S3,src_base,1,0.2152666121932576,0.1600409816815939,,completed,route_monopoly,0.185,0.16,2026-03-22T00:19:54.889249,,mixed_2
C2,B2,0.0804,bias_group_feat,,6890,0.11991635624789707,S4,C2,Specialization,,,,KuaiRecLargeStrictPosV2_0.2,1,0.14139356042761922,2.3192815496585877,0.11117707192897797,11.76479547562239,0.0002736449084461229,0.9997263925289069,0.00524064623274058,0.9947743012460634,0.005494360166551393,0.9945207062242466,0.08697087117554303,1,0.32509558871236577,,,,,1,route_smoothness,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c2_s4_s1_20260321_223433_011738_pid247761,P9_B2_C2_S4_S1,1,17,0.0,9383,0.15055217658464656,B2_C2_S4,src_base,1,0.2186668072432062,0.1615101289804447,,completed,route_sharpness,0.189,0.1615,2026-03-22T00:14:05.419114,,mixed_2
C3,B2,0.0809,bias_group_feat,,6890,0.11800674633900209,F1,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,0.9142293061545698,1.8674333890631187,0.3019643723964691,6.53660546413363,0.007537986148190231,0.992490353217439,0.009486064887752225,0.990572283180904,0.01297110003840602,0.9871126621260938,0.23650454106516397,1,0.7616423583843998,,,,,1,route_prior,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c3_f1_s1_20260321_224010_210104_pid247791,P9_B2_C3_F1_S1,1,17,0.0,9383,0.14791830427778704,B2_C3_F1,src_base,1,0.2118927752444714,0.1598033185951747,,completed,none,0.1835,0.1598,2026-03-22T00:13:15.784750,,mixed_2
C3,B2,0.082,bias_group_feat,,6890,0.11454375356770997,F2,C3,FeatureAlignment,,,,KuaiRecLargeStrictPosV2_0.2,1,1.2974553615613174,1.5768824520497318,0.4213675856590271,4.471954519765861,0.010813559970802399,0.9892446963935007,0.007637866268517077,0.9924076957131244,0.015326888681583457,0.9847899702868433,0.21878766394895427,1,0.7828877747126746,,,,,1,route_prior_strong,20,,phase9,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P9/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p9_b2_c3_f2_s1_20260321_224716_877096_pid247876,P9_B2_C3_F2_S1,1,17,0.0,9383,0.14732218178575335,B2_C3_F2,src_base,1,0.21521389599093282,0.1593380170870149,,completed,z,0.1849,0.1593,2026-03-22T00:20:54.694046,,mixed_2
