axis_group,base_id,best_valid_mrr20,bias_mode,candidate_id,cold_item_count,cold_item_mrr20,combo_id,concept_id,concept_name,d_expert_hidden,d_ff,d_router_hidden,dataset,diag_available,diag_cv_usage,diag_entropy_mean,diag_family_top_expert_mean_share,diag_n_eff,diag_route_consistency_group_knn_js,diag_route_consistency_group_knn_score,diag_route_consistency_intra_group_knn_mean_js,diag_route_consistency_intra_group_knn_mean_score,diag_route_consistency_knn_js,diag_route_consistency_knn_score,diag_route_jitter_adjacent,diag_source_row_count,diag_top1_max_frac,embedding_size,fixed_hidden_dropout_prob,fixed_weight_decay,hvar_id,is_main_eligible,main_aux,n_completed,pass_tag,phase_tag,run_dir,run_phase,seed_id,sess_1_2_count,sess_1_2_mrr20,sess_3_5_count,sess_3_5_mrr20,setting_id,source_profile,special_available,special_test_overall_hit20,special_test_overall_mrr20,stage,status,support_aux,test_hr10,test_mrr20,timestamp,topk_profile,wrapper_combo
B,,0.0813,bias_feat,,6890,0.11677424665297151,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.6322254586555747,2.0333521808517183,0.22393861413002014,8.573211753738851,0.0044267473451686705,0.9955830362590217,0.006104916536910493,0.9939184220183528,0.011005658828271012,0.9890546818689374,0.11629282841741129,1,0.37182834526933756,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w2_bias_feat_s1_20260320_131359_912434_pid178810,P8_SCR_B_ALL_W2_BIAS_FEAT_S1,1,17,0.0,9383,0.1501239361313917,ALL_W2_BIAS_FEAT,,1,0.21737526028624898,0.16140882969214837,B,completed,,0.1875,0.1614,2026-03-20T15:02:44.533921,,all_w2
B,,0.0807,bias_group_feat,,6890,0.11954526837066314,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1466981558023784,2.332383048203223,0.11009466648101807,11.7471990088144,0.002116670651775606,0.997885567915833,0.0032258201994653755,0.9967810530520544,0.005322696224470367,0.9946914442235181,0.2499724969135425,1,0.28700329107070544,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w2_bias_group_feat_s1_20260320_131400_016970_pid178811,P8_SCR_B_ALL_W2_BIAS_GROUP_FEAT_S1,1,17,0.014705882352941176,9383,0.150463728788618,ALL_W2_BIAS_GROUP_FEAT,,1,0.21914125306412927,0.1611698636752599,B,completed,,0.1877,0.1612,2026-03-20T14:41:39.139972,,all_w2
B,,0.0817,bias_group_feat_rule,,6890,0.11638726352055723,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4534838767936156,2.0330828219700785,0.1478341668844223,9.953157225764445,0.007030211611077237,0.9929944425181577,0.010810594532058609,0.9892549710903069,0.01633988434702188,0.98379288742115,0.10109156694251244,1,0.24358621553716495,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w2_bias_group_feat_rule_s1_20260320_131359_975143_pid178814,P8_SCR_B_ALL_W2_BIAS_GROUP_FEAT_RULE_S1,1,17,0.0034602076253470253,9383,0.1487921667369135,ALL_W2_BIAS_GROUP_FEAT_RULE,,1,0.21584649041883022,0.160493249212713,B,completed,,0.186,0.1605,2026-03-20T14:45:22.851672,,all_w2
B,,0.0806,bias_off,,6890,0.1176456311012041,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.36693592766118266,2.064821764141704,0.14066427946090698,10.576021385011044,0.004505845050722239,0.9955042910394897,0.010739764812142151,0.9893269842209256,0.014067331614558955,0.9860311509583033,0.08390030436749013,1,0.23444683835719415,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w2_bias_off_s1_20260320_131400_019047_pid178809,P8_SCR_B_ALL_W2_BIAS_OFF_S1,1,17,0.0,9383,0.1482283491591655,ALL_W2_BIAS_OFF,,1,0.21782334800600964,0.1610446378694527,B,completed,,0.1871,0.161,2026-03-20T14:35:47.259682,,all_w2
B,,0.0826,bias_rule,,6890,0.11634054448352843,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.37591280032243723,2.013697608338535,0.14044435322284698,10.514228917642786,0.00833870973411501,0.9916959608696039,0.009888177657138697,0.9901715691373639,0.01575603337235343,0.9843674435686047,0.1541175176325343,1,0.17220286956307737,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w2_bias_rule_s1_20260320_131359_973249_pid178812,P8_SCR_B_ALL_W2_BIAS_RULE_S1,1,17,0.0,9383,0.14731070694155204,ALL_W2_BIAS_RULE,,1,0.21402778143862516,0.15963222413289724,B,completed,,0.1846,0.1596,2026-03-20T14:36:32.651209,,all_w2
B,,0.0809,bias_both,,6890,0.11540330913355804,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.6003277569911553,2.045337230922529,0.18806472420692444,8.820977588803911,0.003300248592640867,0.9967051912418317,0.008351071902791583,0.991722782213364,0.008259580014759299,0.991774436597514,0.0,1,0.6444323630156141,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_both_s1_20260320_144149_034404_pid184767,P8_SCR_B_ALL_W5_BIAS_BOTH_S1,1,17,0.0,9383,0.14677006254143568,ALL_W5_BIAS_BOTH,,1,0.21571469991301825,0.1600632874186663,B,completed,,0.1848,0.1601,2026-03-20T16:04:58.387487,,all_w5
B,,0.0816,bias_feat,,6890,0.11439435574211212,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4772613949399771,2.1470981909388724,0.16536670923233032,9.773749951756676,0.001781393616431235,0.9982201921234284,0.007314484768618977,0.9927382024619584,0.006341178899676191,0.9936788839454793,0.0,1,0.33744325643727613,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_feat_s1_20260320_131359_908601_pid178816,P8_SCR_B_ALL_W5_BIAS_FEAT_S1,1,17,0.0,9383,0.147659357030512,ALL_W5_BIAS_FEAT,,1,0.21537204459790715,0.16039247302483167,B,completed,,0.1859,0.1604,2026-03-20T14:52:40.428512,,all_w5
B,,0.0807,bias_group_feat,,6890,0.11936509426147913,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1876673139731475,2.34271291455801,0.13119834661483765,11.591751666655583,0.0005231198332278413,0.9994770169700963,0.003087327988437821,0.9969188459020344,0.0037673900200466738,0.9962396976902183,0.0,1,0.45747001456483366,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_group_feat_s1_20260320_143556_985802_pid184470,P8_SCR_B_ALL_W5_BIAS_GROUP_FEAT_S1,1,17,0.004901960930403541,9383,0.15063122363820025,ALL_W5_BIAS_GROUP_FEAT,,1,0.21858773293971903,0.16160959471019576,B,completed,,0.1884,0.1616,2026-03-20T16:11:07.273011,,all_w5
B,,0.0807,bias_group_feat_rule,,6890,0.11937253168677298,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.18538549734993287,2.355510515877011,0.13106831908226013,11.601289215303243,0.0005139630024810738,0.9994861690538779,0.002697755475504716,0.9973069874502893,0.0033498776813428817,0.996655726898931,0.0,1,0.4771739300664255,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_group_feat_rule_s1_20260320_143642_348297_pid184551,P8_SCR_B_ALL_W5_BIAS_GROUP_FEAT_RULE_S1,1,17,0.019607843721614164,9383,0.1508316997790831,ALL_W5_BIAS_GROUP_FEAT_RULE,,1,0.21895674635599252,0.16169762906582502,B,completed,,0.1888,0.1617,2026-03-20T16:03:18.164810,,all_w5
B,,0.0813,bias_off,,6890,0.11525478497342205,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4936850078481426,2.112113352328024,0.14142407476902008,9.648434899170999,0.002425010669181747,0.9975779272938473,0.007758935638875072,0.992301473804279,0.007045010487796021,0.9929797474245562,0.0,1,0.2541619403669622,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_off_s1_20260320_131359_981207_pid178815,P8_SCR_B_ALL_W5_BIAS_OFF_S1,1,17,0.058823529411764705,9383,0.14836175883567804,ALL_W5_BIAS_OFF,,1,0.21579377421650545,0.16057178570197347,B,completed,,0.1854,0.1606,2026-03-20T14:55:55.346458,,all_w5
B,,0.0821,bias_rule,,6890,0.11689686373535797,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.5798506045519585,2.061588124794448,0.16106601059436798,8.980511251455628,0.0034708670439156076,0.9965351494522704,0.009765576434875111,0.9903277912308808,0.008615907413862305,0.9914211031469575,0.0,1,0.4856354048509174,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_all_w5_bias_rule_s1_20260320_150254_960328_pid185707,P8_SCR_B_ALL_W5_BIAS_RULE_S1,1,17,0.003921568831976722,9383,0.14835870323926417,ALL_W5_BIAS_RULE,,1,0.21529297029442,0.1604692628157191,B,completed,,0.1873,0.1605,2026-03-20T16:31:45.404499,,all_w5
B,,0.0807,bias_both,,6890,0.12110931588653123,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.17157738933428462,2.3126579176636644,0.10691829025745392,11.656837799504034,0.0021993660560910896,0.9978030507772748,0.004714105144456672,0.9952997842762781,0.006859791303358716,0.9931636833572428,0.45116063024850567,1,0.20394794246555115,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_both_s1_20260320_161118_748319_pid188090,P8_SCR_B_MIXED_1_BIAS_BOTH_S1,1,17,0.0,9383,0.1514263533144716,MIXED_1_BIAS_BOTH,,1,0.2176388412978729,0.16173981347509475,B,completed,,0.1889,0.1617,2026-03-20T18:05:57.242161,,mixed_1
B,,0.0807,bias_feat,,6890,0.12094025970997589,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.16623937956925508,2.31805217425867,0.10367979854345322,11.677292701490215,0.0022174566646246184,0.9977850000761642,0.004576695165920343,0.9954364978749288,0.006792415729347874,0.9932306005847638,0.4502071899179797,1,0.2230902952566968,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_feat_s1_20260320_144531_838258_pid184945,P8_SCR_B_MIXED_1_BIAS_FEAT_S1,1,17,0.0,9383,0.1507540057757402,MIXED_1_BIAS_FEAT,,1,0.21848230053506945,0.16135209434905057,B,completed,,0.1888,0.1614,2026-03-20T16:23:59.307316,,mixed_1
B,,0.0808,bias_group_feat,,6890,0.1210982826093674,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.1819777559922788,2.316387189238803,0.10803727060556412,11.615347056556153,0.002127500584052463,0.9978747609412321,0.004519753400537951,0.9954930068735298,0.006615038090608246,0.9934067931092644,0.4480582820961019,1,0.2119462958115476,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_group_feat_s1_20260320_145606_116621_pid185430,P8_SCR_B_MIXED_1_BIAS_GROUP_FEAT_S1,1,17,0.0,9383,0.15156180401294264,MIXED_1_BIAS_GROUP_FEAT,,1,0.21800785471414638,0.16177835028088633,B,completed,,0.1893,0.1618,2026-03-20T16:55:24.722413,,mixed_1
B,,0.0815,bias_group_feat_rule,,6890,0.11439662327170805,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4023849844221775,1.9720805992808195,0.123745858669281,10.327790791828395,0.005179718510082682,0.9948336731002717,0.012464226112669514,0.987641936919893,0.01838180471979285,0.9817861102186255,0.264481902969111,1,0.18576539207592507,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_group_feat_rule_s1_20260320_163154_598720_pid188522,P8_SCR_B_MIXED_1_BIAS_GROUP_FEAT_RULE_S1,1,17,0.0,9383,0.14707364468891573,MIXED_1_BIAS_GROUP_FEAT_RULE,,1,0.2135533356177021,0.15927283946588605,B,completed,,0.1843,0.1593,2026-03-20T17:55:59.677580,,mixed_1
B,,0.0807,bias_off,,6890,0.12061473476782938,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.17034231330844005,2.3352920909149892,0.10480165481567383,11.661618281542575,0.0021794393378077137,0.9978229339156721,0.003766592793383935,0.9962424816725087,0.005930912594623967,0.994086640548282,0.43637008153137186,1,0.24006022816002076,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_off_s1_20260320_145417_790877_pid185342,P8_SCR_B_MIXED_1_BIAS_OFF_S1,1,17,0.0,9383,0.15093043834077427,MIXED_1_BIAS_OFF,,1,0.2183241519280951,0.16136930644600156,B,completed,,0.1886,0.1614,2026-03-20T16:30:15.482583,,mixed_1
B,,0.0809,bias_rule,,6890,0.11514220114943338,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.4524320527186378,2.0597715407401442,0.16291531920433044,9.961029317849418,0.004431315083511519,0.9955784887065995,0.008263494953199578,0.9917717674240034,0.012616936827654024,0.9874623230307459,0.2345120952462443,1,0.2563701570809478,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_1_bias_rule_s1_20260320_145250_244379_pid185228,P8_SCR_B_MIXED_1_BIAS_RULE_S1,1,17,0.0,9383,0.1485372687988027,MIXED_1_BIAS_RULE,,1,0.21531932839558238,0.16006113398544144,B,completed,,0.1845,0.1601,2026-03-20T16:27:24.935980,,mixed_1
B,,0.0821,bias_both,,6890,0.11431961207176154,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,1.114026155649836,1.8041099702970242,0.3388761281967163,5.3546230344606265,0.001536435929036808,0.9984647437843832,0.010376931695418545,0.9896904368199158,0.007865801874038746,0.9921650525941444,0.010008678751726582,1,0.984589466336441,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_2_bias_both_s1_20260320_165534_983209_pid188579,P8_SCR_B_MIXED_2_BIAS_BOTH_S1,1,17,0.0,9383,0.14696417298939365,MIXED_2_BIAS_BOTH,,1,0.21484488257465933,0.15944302155410878,B,completed,,0.1837,0.1594,2026-03-20T18:25:11.648879,,mixed_2
B,,0.0802,bias_feat,,6890,0.11837530987302088,,,,,,,KuaiRecLargeStrictPosV2_0.2,1,0.13087837485646828,2.3755358599600194,0.10141009837388992,11.79791280120699,0.001327960062778912,0.99867292128601,0.002552736497718783,0.9974518062054344,0.0038223499726421765,0.9961849459082509,0.3874537031377966,1,0.2499334402763515,,,,,1,,20,SCR,phase8,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_scr_b_mixed_2_bias_feat_s1_20260320_160329_485125_pid187735,P8_SCR_B_MIXED_2_BIAS_FEAT_S1,1,17,0.0,9383,0.15042168251256133,MIXED_2_BIAS_FEAT,,1,0.21758612509554812,0.16137325494362892,B,completed,,0.1883,0.1614,2026-03-20T17:56:50.966495,,mixed_2
