axis_group,base_id,best_valid_mrr20,bias_mode,candidate_id,cold_item_count,cold_item_mrr20,combo_id,concept_id,concept_name,d_expert_hidden,d_ff,d_router_hidden,dataset,diag_available,diag_cv_usage,diag_entropy_mean,diag_family_top_expert_mean_share,diag_n_eff,diag_route_consistency_group_knn_js,diag_route_consistency_group_knn_score,diag_route_consistency_intra_group_knn_mean_js,diag_route_consistency_intra_group_knn_mean_score,diag_route_consistency_knn_js,diag_route_consistency_knn_score,diag_route_jitter_adjacent,diag_source_row_count,diag_top1_max_frac,embedding_size,fixed_hidden_dropout_prob,fixed_weight_decay,hvar_id,is_main_eligible,main_aux,n_completed,pass_tag,phase_tag,run_dir,run_id,run_phase,seed_id,sess_1_2_count,sess_1_2_mrr20,sess_3_5_count,sess_3_5_mrr20,setting_id,source_profile,special_available,special_test_overall_hit20,special_test_overall_mrr20,stage,status,support_aux,test_hr10,test_mrr20,timestamp,topk_profile,wrapper_combo
A,A,0.0807,bias_rule,,6890,0.11948321571976422,,,,128,256,64,KuaiRecLargeStrictPosV2_0.2,1,0.18428588639413634,2.338835806285755,0.13014334440231323,11.605851620367568,0.0005548408398503247,0.9994453130558646,0.0032038842315858917,0.9968026775501961,0.003918086028251207,0.9960895796559398,0.0,1,0.44247785630706515,128,0.15,1e-06,H1,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h1_s1_20260321_032957_009379_pid206837,A_H1_S1,P8_2_A_H1_S1,1,17,0.004901960930403541,9383,0.15041697459208245,A_H1,src_abc_feature,1,0.21819236142228313,0.16148086902100856,,completed,,0.188,0.1615,2026-03-21T05:07:41.235335,tk_dense,all_w5
A,A,0.0807,bias_rule,,6890,0.11958393266665139,,,,128,256,64,KuaiRecLargeStrictPosV2_0.2,1,0.19058487527550755,2.330660046281381,0.13221386075019836,11.579403944794072,0.0005734062689617272,0.9994267580969952,0.003445971396255956,0.9965614465121442,0.004183824200285908,0.9958249157990614,0.0,1,0.4473708349833433,128,0.15,1e-06,H1,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h1_s2_20260321_032957_008797_pid206838,A_H1_S2,P8_2_A_H1_S2,2,17,0.004901960930403541,9383,0.15065611675929555,A_H1,src_abc_feature,1,0.21885131395134294,0.16168684355702304,,completed,,0.1888,0.1617,2026-03-21T04:58:28.221585,tk_dense,all_w5
A,A,0.0814,bias_rule,,6890,0.11530229843374347,,,,128,256,64,KuaiRecLargeStrictPosV2_0.2,1,0.6409515100433972,2.032827708407444,0.22476743161678314,8.505698508885633,0.0035038928141618328,0.9965022386548374,0.010378129937076524,0.9897234190150053,0.009212753527665287,0.9908295538639078,0.0,1,0.49836565115545445,128,0.15,1e-06,H1,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h1_s3_20260321_032957_214371_pid206839,A_H1_S3,P8_2_A_H1_S3,3,17,0.0,9383,0.14734032042868467,A_H1,src_abc_feature,1,0.2145813015630354,0.15951492305969825,,completed,,0.1838,0.1595,2026-03-21T05:00:41.827711,tk_dense,all_w5
A,A,0.0814,bias_rule,,6890,0.11623137152290136,,,,128,256,64,KuaiRecLargeStrictPosV2_0.2,1,0.5124747760578856,2.0788208969426156,0.19295597076416016,9.503970180452448,0.0022580274253773997,0.9977445200008027,0.009450391597445016,0.9906380843292923,0.008377882607041906,0.9916571140506224,0.0,1,0.46766987271990995,128,0.15,1e-06,H1,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h1_s4_20260321_032957_129571_pid206840,A_H1_S4,P8_2_A_H1_S4,4,17,0.0,9383,0.14863885190370849,A_H1,src_abc_feature,1,0.21613642953161655,0.1608322930071981,,completed,,0.1856,0.1608,2026-03-21T05:09:45.152657,tk_dense,all_w5
A,A,0.0814,bias_rule,,6890,0.11328354567959796,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,0.4145020497438848,2.1481307056435375,0.17189925909042358,10.240549248208731,0.0017288365788326744,0.9982726569982846,0.00953428833666095,0.9905299343951159,0.01006037564878945,0.9899900606525595,0.0,1,0.3745533786610645,160,0.12,5e-07,H2,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h2_s1_20260321_032957_193201_pid206841,A_H2_S1,P8_2_A_H2_S1,1,17,0.0,9383,0.14712512439098374,A_H2,src_abc_feature,1,0.2156356256095311,0.15997624825952805,,completed,,0.1856,0.16,2026-03-21T05:04:11.117751,tk_dense,all_w5
A,A,0.0808,bias_rule,,6890,0.12213762674172489,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,0.1532168715233543,2.365470790489007,0.11015740782022476,11.724755184155676,0.0012239131373724388,0.9987768355388421,0.0019284841801935242,0.9980744184732993,0.003043350706396711,0.9969612755910259,0.0,1,0.33098864121959787,160,0.12,5e-07,H2,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h2_s2_20260321_032957_093409_pid206842,A_H2_S2,P8_2_A_H2_S2,2,17,0.0,9383,0.15124983468423403,A_H2,src_abc_feature,1,0.21582013231766783,0.16159781703018528,,completed,,0.1872,0.1616,2026-03-21T05:03:33.206540,tk_dense,all_w5
A,A,0.0812,bias_rule,,6890,0.10452986556674382,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,1.0882610354345728,1.8720058174736613,0.2966035008430481,5.493719813090845,0.0009883446259863497,0.9990121436256966,0.009584585364549814,0.9904831491637677,0.005899437720825524,0.9941179297922479,0.0,1,0.7203596686108817,160,0.12,5e-07,H2,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h2_s3_20260321_032957_012503_pid206843,A_H2_S3,P8_2_A_H2_S3,3,17,0.0,9383,0.14342841647821844,A_H2,src_abc_feature,1,0.20996863385961675,0.155717967752224,,completed,,0.1802,0.1557,2026-03-21T05:02:42.529704,tk_dense,all_w5
A,A,0.0811,bias_rule,,6890,0.12166247346177589,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,0.15160326580395503,2.352101252721118,0.10807999223470688,11.730395260357655,0.0013360091449276228,0.9986648829179777,0.002396762261039364,0.9976073323877311,0.0036067393288683534,0.9963997571427181,0.0,1,0.31554902263478063,160,0.12,5e-07,H2,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h2_s4_20260321_032957_097232_pid206844,A_H2_S4,P8_2_A_H2_S4,4,17,0.0,9383,0.15045140441663926,A_H2,src_abc_feature,1,0.21703260497113788,0.16123653177149655,,completed,,0.1874,0.1612,2026-03-21T05:06:30.075705,tk_dense,all_w5
A,A,0.0811,bias_rule,,6890,0.12241110811699371,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,0.1494622394122028,2.3470064537063138,0.10874322801828384,11.737789676097286,0.0013975163412951674,0.9986034597299221,0.0026953686742891736,0.997309577691524,0.003918952236735842,0.9960887168350682,0.0,1,0.3159047535947844,160,0.18,2e-06,H3,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h3_s1_20260321_050751_099438_pid208033,A_H3_S1,P8_2_A_H3_S1,1,17,0.0,9383,0.15116600507933245,A_H3,src_abc_feature,1,0.21842958433274468,0.16170661521650315,,completed,,0.1885,0.1617,2026-03-21T07:18:28.395816,tk_dense,all_w5
A,A,0.0814,bias_rule,,6890,0.11580640917916948,,,,160,320,80,KuaiRecLargeStrictPosV2_0.2,1,0.47020226805799403,2.1836009513146384,0.15546754002571106,9.827282189158982,0.0020906723449076914,0.9979115115882912,0.006669859626890328,0.9933678459355072,0.006630912560663686,0.9933910234280423,0.0,1,0.3099736669597532,160,0.18,2e-06,H3,1,,20,,phase8_2,/workspace/jy1559/FMoE/experiments/run/artifacts/logging/fmoe_n3/KuaiRecLargeStrictPosV2_0.2/P8/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p8_2_a_h3_s2_20260321_045838_454246_pid207890,A_H3_S2,P8_2_A_H3_S2,2,17,0.0,9383,0.1474004987022598,A_H3,src_abc_feature,1,0.21853501673739423,0.16035450237538215,,completed,,0.1867,0.1604,2026-03-21T06:41:04.737104,tk_dense,all_w5
