cv_usage,entropy_mean,family_top_expert_mean_share,n_eff,route_consistency_feature_group_knn_exposure_js,route_consistency_feature_group_knn_exposure_score,route_consistency_feature_group_knn_focus_js,route_consistency_feature_group_knn_focus_score,route_consistency_feature_group_knn_mean_score,route_consistency_feature_group_knn_memory_js,route_consistency_feature_group_knn_memory_score,route_consistency_feature_group_knn_tempo_js,route_consistency_feature_group_knn_tempo_score,route_consistency_group_knn_js,route_consistency_group_knn_score,route_consistency_intra_group_knn_mean_js,route_consistency_intra_group_knn_mean_score,route_consistency_knn_js,route_consistency_knn_score,route_jitter_adjacent,stage,top1_max_frac
0.16411499679088593,1.3340254432705207,0.31398671865463257,3.895090906727042,0.009304656092078529,0.9907384982711965,0.012037104982639492,0.9880350511583483,0.9880738705816331,0.01256052723656962,0.9875180269477021,0.01409496297833654,0.9860039059492853,0.004556652836482967,0.9954537129556378,0.0,1.0,0.004556652836482967,0.9954537129556378,0.0,macro@1,0.6057080131723381
