early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,64,0.1855,ok,0.2226,0.1849,1
False,64,0.1906,ok,0.2359,0.1906,2
False,64,0.1916,ok,0.2274,0.1884,3
False,64,0.1836,ok,0.2229,0.1777,4
False,64,0.1833,ok,0.2179,0.1832,5
True,53,0.1821,ok,0.2213,0.174,6
False,64,0.1916,ok,0.2298,0.1921,7
False,64,0.1848,ok,0.2157,0.1799,8
False,64,0.1909,ok,0.2295,0.1898,9
False,64,0.1933,ok,0.2269,0.1874,10
False,64,0.1821,ok,0.2152,0.1776,11
True,49,0.1831,ok,0.2194,0.1697,12
