early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,0.2004,ok,0.3197,0.1653,1
True,21,0.2005,ok,0.3205,0.1654,2
True,21,0.2002,ok,0.3213,0.1664,3
