early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0407,ok,0.0088,0.0044,1
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0863,ok,0.0614,0.0577,2
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898,ok,0.0614,0.0538,3
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665,ok,0.0526,0.0348,4
True,24,1.0,1.0,0.0,0.06025988575218406,0.0,1.7897887254124365,0.0841844230890274,-0.03327331691980362,0.0,0.031526178289960884,0.692563377419099,1.9980142778117518,0.9959390862944163,3.458444889034845,5.97829213399868,3.458444889034845,0.0,1.0,0.0,1.0,0.0,1.0,5.7186832470176495e-06,0.9999942813331046,5.319573019169667e-06,0.9999946804423459,1.1082000997477928e-05,0.9999889180604077,0.0,0.0,7.633151272123894,3.458444889034845,0.983756345177665,0.1003,ok,0.0877,0.062,5
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,ok,0.0702,0.0524,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903,ok,0.0614,0.0538,7
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,ok,0.0088,0.0029,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903,ok,0.0614,0.0538,9
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898,ok,0.0614,0.0539,10
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0907,ok,0.0614,0.0577,11
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898,ok,0.0614,0.0538,12
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0984,ok,0.0789,0.0501,13
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865,ok,0.0789,0.0491,14
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898,ok,0.0614,0.0523,15
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0942,ok,0.0789,0.0499,16
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0853,ok,0.0614,0.0524,17
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903,ok,0.0614,0.0538,18
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903,ok,0.0614,0.0538,19
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0907,ok,0.0614,0.0532,20
