early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4024,ok,0.4474,0.3791,1
True,76,0.0,0.12872354686260223,0.0,1.301560968586838,0.05064583569765091,-0.0949854850769043,0.0,0.1287235419361501,1.301560968586838,3.9348009277164073,0.40822707986854645,3.9348009277164073,0.0,0.0,6.4132080387349175,0.40822707986854645,0.0,0.059395208954811096,0.0,1.3204050048917468,-0.045451581478118896,-0.23893696069717407,0.0,0.05939521550295118,1.3204050048917468,3.985938089867646,0.3766970662086807,3.985938089867646,0.0,0.0,5.274178518307113,0.3766970662086807,0.4034,ok,0.4449,0.3804,2
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4018,ok,0.4501,0.3798,3
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3962,ok,0.4445,0.3746,4
