global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group
0.008500,0.008500,P16A_STAGE1_MOVIELENS1M_ML_H8_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,movielens1m,1,6,running,0.006700,,,,,,2026-04-13T13:23:43.942911Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,ML_H8_feature_light,feature_light,family_sweep,H8,manual_family_bank,,random,ML_H8_feature_light,weak
0.069600,0.069600,P16A_STAGE1_MOVIELENS1M_ML_H8_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,movielens1m,1,6,running,0.066700,,,,,,2026-04-13T13:31:53.536529Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,ML_H8_feature_light,feature_light,family_sweep,H8,manual_family_bank,,random,ML_H8_feature_light,weak
