early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,100,0.1195,ok,0.1468,0.1214,1
True,95,0.2784,ok,0.3365,0.2828,2
True,92,0.2768,ok,0.3338,0.2838,3
False,100,0.1904,ok,0.2356,0.1964,4
True,73,0.2755,ok,0.3362,0.2855,5
