early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0716,ok,0.1717,0.0671,1
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,ok,0.0309,0.0116,2
True,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0732,ok,0.1892,0.0709,3
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0757,ok,0.192,0.0768,4
True,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,ok,0.1887,0.0711,5
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0692,ok,0.1869,0.0691,6
True,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0739,ok,0.1666,0.0699,7
True,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0749,ok,0.1712,0.068,8
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,ok,0.0355,0.0131,9
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138,ok,0.0295,0.0124,10
True,37,1.0,1.0,0.0,0.5180910522314592,0.0,1.4225316207976269,0.43694260716438293,-0.021478919312357903,0.0,0.3595788941277699,0.43439427276126974,1.7710130788534555,0.6656356168551291,7.130749365189289,4.730300232184067,7.130749365189289,0.0,1.0,0.0,1.0,0.0,1.0,0.0001488120492035222,0.9998511990227602,0.00031190215105178834,0.999688193389903,0.0006811484515611925,0.999319083477383,0.0,0.0,6.48225920475531,7.130749365189289,0.5931494346128493,0.0821,ok,0.1929,0.0768,11
True,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0686,ok,0.1846,0.0702,12
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0814,ok,0.1897,0.0783,13
True,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0731,ok,0.1615,0.065,14
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0766,ok,0.1864,0.0717,15
True,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,ok,0.1827,0.0684,16
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.186,0.0739,17
True,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1887,0.0798,18
True,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0789,ok,0.1887,0.0748,19
True,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778,ok,0.1874,0.0752,20
