axis_group,axis_label_x,axis_label_y,best_valid_mrr20,expert,family,loading_pc1,loading_pc2,pc1,pc1_explained_var_ratio,pc2,pc2_explained_var_ratio,phase_tag,run_phase,setting_id,test_mrr20,weight_norm
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Focus,-0.11573275120985764,-0.5796052178036226,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07516961112255445
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Focus,-0.033942602447897915,-0.0635971176756484,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.09671473024663625
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Focus,-0.06349050593968406,-0.10468002573504762,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.059325578566632925
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Focus,-0.16615919115453162,0.6349180228020461,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.0769076816612986
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Focus,-0.09288203939549977,0.06869008947970782,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07957860970112195
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Focus,-0.17241569897192552,0.30006489898279354,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07659848752259804
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Focus,-0.10568350820329243,-0.16103010626405942,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07371115506828696
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Focus,-0.0993397045726718,-0.07605004139536524,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.0834215300956261
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Focus,-0.05859831799898493,0.21625064955748605,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.09380147012000874
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Focus,-0.011758619863723814,-0.2520184350800375,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.12220004401127928
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Focus,0.9435547497700499,0.07575850185628151,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07632260897363595
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Focus,-0.023551810011980596,-0.05870121872453367,0.0007766786143864593,0.3091841770741233,-0.029605729224970432,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.08624849291032077
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Memory,-0.11573275120985764,-0.5796052178036226,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.06805538638921417
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Memory,-0.033942602447897915,-0.0635971176756484,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.09118469011530517
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Memory,-0.06349050593968406,-0.10468002573504762,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.05848539065533181
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Memory,-0.16615919115453162,0.6349180228020461,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07586782872845349
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Memory,-0.09288203939549977,0.06869008947970782,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07474169474670517
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Memory,-0.17241569897192552,0.30006489898279354,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07310463681107533
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Memory,-0.10568350820329243,-0.16103010626405942,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07452827867318663
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Memory,-0.0993397045726718,-0.07605004139536524,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.0740564749276772
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Memory,-0.05859831799898493,0.21625064955748605,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.1375187494662743
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Memory,-0.011758619863723814,-0.2520184350800375,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.1199966021458932
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Memory,0.9435547497700499,0.07575850185628151,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07021105919115556
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Memory,-0.023551810011980596,-0.05870121872453367,-0.004298762023363409,0.3091841770741233,-0.016721903001286384,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.08224920814972798
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Exposure,-0.11573275120985764,-0.5796052178036226,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07304770550571105
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Exposure,-0.033942602447897915,-0.0635971176756484,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.09686500145354791
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Exposure,-0.06349050593968406,-0.10468002573504762,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.056698166804078576
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Exposure,-0.16615919115453162,0.6349180228020461,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07662922052687542
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Exposure,-0.09288203939549977,0.06869008947970782,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07930445347667837
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Exposure,-0.17241569897192552,0.30006489898279354,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07642091322599481
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Exposure,-0.10568350820329243,-0.16103010626405942,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.07351753635197761
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Exposure,-0.0993397045726718,-0.07605004139536524,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.08246394449896138
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Exposure,-0.05859831799898493,0.21625064955748605,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.09166261129842702
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Exposure,-0.011758619863723814,-0.2520184350800375,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.1384410620729685
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Exposure,0.9435547497700499,0.07575850185628151,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.06759054704992513
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Exposure,-0.023551810011980596,-0.05870121872453367,-0.006929061628411333,0.3091841770741233,-0.03353756578695106,0.15890903189397088,phase8_2,P8_2_A_H1_S1,A_H1,0.1615,0.08735883773485423
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Tempo,-0.11573275120985764,-0.5796052178036226,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08132843213499051
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Tempo,-0.033942602447897915,-0.0635971176756484,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.10046566826577304
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Tempo,-0.06349050593968406,-0.10468002573504762,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.06103827352201513
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Tempo,-0.16615919115453162,0.6349180228020461,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07664391877483517
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Tempo,-0.09288203939549977,0.06869008947970782,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07707471875549046
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Tempo,-0.17241569897192552,0.30006489898279354,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07600276158891398
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Tempo,-0.10568350820329243,-0.16103010626405942,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07297343354286699
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Tempo,-0.0993397045726718,-0.07605004139536524,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08463254697417275
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Tempo,-0.05859831799898493,0.21625064955748605,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08497233926210801
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Tempo,-0.011758619863723814,-0.2520184350800375,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.12514745557047202
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Tempo,0.9435547497700499,0.07575850185628151,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07464880439489552
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Tempo,-0.023551810011980596,-0.05870121872453367,-0.00090428127293842,0.3091841770741233,-0.03679459705395231,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0850716472134664
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Focus,-0.11573275120985764,-0.5796052178036226,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07471209528582819
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Focus,-0.033942602447897915,-0.0635971176756484,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.09725680692839421
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Focus,-0.06349050593968406,-0.10468002573504762,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.05988833065417564
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Focus,-0.16615919115453162,0.6349180228020461,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0775178456850643
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Focus,-0.09288203939549977,0.06869008947970782,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0777615140215145
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Focus,-0.17241569897192552,0.30006489898279354,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07665953902909603
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Focus,-0.10568350820329243,-0.16103010626405942,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07444495492121783
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Focus,-0.0993397045726718,-0.07605004139536524,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08301087395749651
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Focus,-0.05859831799898493,0.21625064955748605,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.09229319707234478
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Focus,-0.011758619863723814,-0.2520184350800375,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.12496163582699857
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Focus,0.9435547497700499,0.07575850185628151,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07533337993224706
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Focus,-0.023551810011980596,-0.05870121872453367,-7.978561206890223e-05,0.3091841770741233,-0.03033183521214625,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08615982668562236
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Memory,-0.11573275120985764,-0.5796052178036226,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.06752966438855547
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Memory,-0.033942602447897915,-0.0635971176756484,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.09151583888072992
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Memory,-0.06349050593968406,-0.10468002573504762,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.05907493652568622
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Memory,-0.16615919115453162,0.6349180228020461,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07629215017993227
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Memory,-0.09288203939549977,0.06869008947970782,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07290738866037134
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Memory,-0.17241569897192552,0.30006489898279354,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07297132667769876
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Memory,-0.10568350820329243,-0.16103010626405942,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07553698354646696
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Memory,-0.0993397045726718,-0.07605004139536524,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07337094378360468
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Memory,-0.05859831799898493,0.21625064955748605,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.13710354628776933
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Memory,-0.011758619863723814,-0.2520184350800375,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.12247215678350251
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Memory,0.9435547497700499,0.07575850185628151,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.06916251703716984
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Memory,-0.023551810011980596,-0.05870121872453367,-0.005191978079616857,0.3091841770741233,-0.01728900587853096,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0820625472485127
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_a,Exposure,-0.11573275120985764,-0.5796052178036226,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0725604046473509
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_b,Exposure,-0.033942602447897915,-0.0635971176756484,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.09741567417937219
A,PC1 (30.92%),PC2 (15.89%),0.0807,Tempo_c,Exposure,-0.06349050593968406,-0.10468002573504762,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0572107721980056
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_a,Exposure,-0.16615919115453162,0.6349180228020461,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07726109922629432
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_b,Exposure,-0.09288203939549977,0.06869008947970782,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07752572407267345
A,PC1 (30.92%),PC2 (15.89%),0.0807,Focus_c,Exposure,-0.17241569897192552,0.30006489898279354,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.0765120212570582
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_a,Exposure,-0.10568350820329243,-0.16103010626405942,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.07430054658512009
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_b,Exposure,-0.0993397045726718,-0.07605004139536524,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08198848970016004
A,PC1 (30.92%),PC2 (15.89%),0.0807,Memory_c,Exposure,-0.05859831799898493,0.21625064955748605,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.09016722507530717
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_a,Exposure,-0.011758619863723814,-0.2520184350800375,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.14164277500017733
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_b,Exposure,0.9435547497700499,0.07575850185628151,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.06636218479282065
A,PC1 (30.92%),PC2 (15.89%),0.0807,Exposure_c,Exposure,-0.023551810011980596,-0.05870121872453367,-0.008016757002407586,0.3091841770741233,-0.034332765507937374,0.15890903189397088,phase8_2,P8_2_A_H1_S2,A_H1,0.1617,0.08705308326566007
A,PC1 (30.92%),PC2 (15.89%),0.0814,Tempo_a,Tempo,-0.11573275120985764,-0.5796052178036226,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.054570296224302865
A,PC1 (30.92%),PC2 (15.89%),0.0814,Tempo_b,Tempo,-0.033942602447897915,-0.0635971176756484,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.05299573795416653
A,PC1 (30.92%),PC2 (15.89%),0.0814,Tempo_c,Tempo,-0.06349050593968406,-0.10468002573504762,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.060371536044603935
A,PC1 (30.92%),PC2 (15.89%),0.0814,Focus_a,Tempo,-0.16615919115453162,0.6349180228020461,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.11493806007868738
A,PC1 (30.92%),PC2 (15.89%),0.0814,Focus_b,Tempo,-0.09288203939549977,0.06869008947970782,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.12146452506517998
A,PC1 (30.92%),PC2 (15.89%),0.0814,Focus_c,Tempo,-0.17241569897192552,0.30006489898279354,-0.038547998489544474,0.3091841770741233,0.016746994799277052,0.15890903189397088,phase8_2,P8_2_A_H1_S3,A_H1,0.1595,0.13186407916062115
