global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,concept_id,detail_id,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.198900,0.201400,SASRec,0.198900,0.201400,0.198900,0.201400,B1,STRUCT,B1,"LR3,LR2",3.400000e-04,1.652400e-03,7.495439e-04,B,P17_SB_D00_M01_SASREC_B1_S1,SB_LASTFM0_03_SASREC_B1_S1,lastfm0.03,B1,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b1_s1_20260329_163806_788082_pid502378.json,2026-03-29T17:06:09.221264Z
0.198900,0.201400,SASRec,0.198900,0.201400,0.046500,0.044600,B5,STRUCT,B5,"LR3,LR2",2.304000e-04,2.160000e-03,7.054530e-04,B,P17_SB_D00_M01_SASREC_B5_S1,SB_LASTFM0_03_SASREC_B5_S1,lastfm0.03,B5,1,0,run_complete,1,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b5_s1_20260329_171415_879084_pid508511.json,2026-03-29T17:14:54.006729Z
0.221800,0.218400,SASRec,0.221800,0.218400,0.221800,0.218400,B2,STRUCT,B2,"LR3,LR2",3.600000e-04,2.160000e-03,8.818163e-04,B,P17_SB_D00_M01_SASREC_B2_S1,SB_LASTFM0_03_SASREC_B2_S1,lastfm0.03,B2,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b2_s1_20260329_171616_127386_pid509210.json,2026-03-29T17:44:51.834620Z
0.221800,0.218400,SASRec,0.221800,0.218400,0.210600,0.211800,B5,STRUCT,B5,"LR3,LR2",2.304000e-04,2.160000e-03,7.054530e-04,B,P17_SB_D00_M01_SASREC_B5_S1,SB_LASTFM0_03_SASREC_B5_S1,lastfm0.03,B5,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b5_s1_20260329_171616_254530_pid509213.json,2026-03-29T17:51:34.325214Z
0.225300,0.222500,SASRec,0.225300,0.222500,0.225300,0.222500,B3,STRUCT,B3,"LR3,LR2",3.436364e-04,2.494800e-03,9.259071e-04,B,P17_SB_D00_M01_SASREC_B3_S1,SB_LASTFM0_03_SASREC_B3_S1,lastfm0.03,B3,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b3_s1_20260329_171616_235814_pid509211.json,2026-03-29T17:53:39.535156Z
0.225300,0.223900,SASRec,0.225300,0.223900,0.221200,0.223900,B4,STRUCT,B4,"LR3,LR2",3.420000e-04,2.052000e-03,8.377255e-04,B,P17_SB_D00_M01_SASREC_B4_S1,SB_LASTFM0_03_SASREC_B4_S1,lastfm0.03,B4,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b4_s1_20260329_171616_149862_pid509212.json,2026-03-29T17:53:49.610455Z
0.225300,0.223900,GRU4Rec,0.166200,0.161700,0.166200,0.161700,B1,STRUCT,B1,"LR6,LR5",2.312000e-03,5.852250e-03,3.678369e-03,B,P17_SB_D00_M02_GRU4REC_B1_S1,SB_LASTFM0_03_GRU4REC_B1_S1,lastfm0.03,B1,1,7,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p17_sb_d00_m02_gru4rec_b1_s1_20260329_175139_478107_pid511083.json,2026-03-29T18:03:55.301873Z
0.230700,0.231100,SASRec,0.230700,0.231100,0.230700,0.231100,B6,STRUCT,B6,"LR3,LR2",3.066667e-04,3.353400e-03,1.014089e-03,B,P17_SB_D00_M01_SASREC_B6_S1,SB_LASTFM0_03_SASREC_B6_S1,lastfm0.03,B6,1,4,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/SASRec/lastfm0.03_SASRec_p17_sb_d00_m01_sasrec_b6_s1_20260329_174457_303668_pid510672.json,2026-03-29T18:07:21.592093Z
0.230700,0.231100,GRU4Rec,0.190400,0.188100,0.190400,0.188100,B2,STRUCT,B2,"LR6,LR5",2.448000e-03,7.650000e-03,4.327494e-03,B,P17_SB_D00_M02_GRU4REC_B2_S1,SB_LASTFM0_03_GRU4REC_B2_S1,lastfm0.03,B2,1,5,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p17_sb_d00_m02_gru4rec_b2_s1_20260329_175344_819925_pid511276.json,2026-03-29T18:08:26.736294Z
0.230700,0.231100,GRU4Rec,0.197400,0.193600,0.197400,0.193600,B3,STRUCT,B3,"LR6,LR5",2.336727e-03,8.835750e-03,4.543868e-03,B,P17_SB_D00_M02_GRU4REC_B3_S1,SB_LASTFM0_03_GRU4REC_B3_S1,lastfm0.03,B3,1,6,run_complete,6,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageb_structure_anchor2_core5/P17/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p17_sb_d00_m02_gru4rec_b3_s1_20260329_175354_761613_pid511319.json,2026-03-29T18:09:30.895017Z
