early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,0.2044,ok,0.3249,0.1722,1
True,21,0.2088,ok,0.3261,0.1731,2
True,21,0.2081,ok,0.3249,0.1719,3
