early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,25,0.081,ok,0.1856,0.16,1
True,17,0.0799,ok,0.1881,0.1616,2
True,20,0.0803,ok,0.1886,0.1614,3
True,41,0.0802,ok,0.1888,0.1616,4
True,16,0.0795,ok,0.1853,0.1603,5
True,31,0.0803,ok,0.189,0.1616,6
True,27,0.0802,ok,0.1882,0.162,7
True,17,0.0799,ok,0.1855,0.1606,8
True,25,0.0803,ok,0.1888,0.1618,9
True,22,0.0804,ok,0.19,0.1618,10
True,14,0.0795,ok,0.1877,0.1613,11
True,17,0.0797,ok,0.1845,0.1601,12
True,15,0.0793,ok,0.1859,0.1606,13
True,26,0.0802,ok,0.189,0.1616,14
True,17,0.0798,ok,0.1878,0.1613,15
True,14,0.0794,ok,0.1874,0.161,16
True,14,0.0795,ok,0.1852,0.1604,17
True,17,0.0794,ok,0.1851,0.1604,18
True,23,0.0805,ok,0.1883,0.1613,19
True,34,0.0802,ok,0.1885,0.1615,20
