early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,67,0.0509,ok,0.0946,0.0411,1
True,38,0.0582,ok,0.0974,0.0411,2
True,61,0.0859,ok,0.0974,0.0363,3
True,52,0.0885,ok,0.1404,0.0503,4
True,53,0.0496,ok,0.1089,0.0485,5
True,57,0.0801,ok,0.1175,0.0446,6
True,23,0.0905,ok,0.1375,0.0505,7
True,53,0.084,ok,0.1232,0.0491,8
True,43,0.0955,ok,0.149,0.0635,9
False,100,0.0851,ok,0.1318,0.0541,10
True,61,0.0934,ok,0.1175,0.0641,11
True,55,0.0624,ok,0.0888,0.0346,12
True,60,0.0945,ok,0.1375,0.0644,13
True,29,0.0536,ok,0.1089,0.0384,14
True,66,0.0901,ok,0.1232,0.057,15
True,63,0.0836,ok,0.1519,0.0603,16
True,50,0.0598,ok,0.1375,0.0668,17
True,57,0.0852,ok,0.1232,0.0554,18
True,54,0.0436,ok,0.0974,0.0438,19
True,78,0.056,ok,0.1261,0.0659,20
True,48,0.0915,ok,0.149,0.0745,21
True,75,0.0896,ok,0.1605,0.0849,22
True,82,0.071,ok,0.1232,0.0643,23
True,35,0.0861,ok,0.149,0.0753,24
True,50,0.0891,ok,0.1347,0.0736,25
True,34,0.0904,ok,0.1289,0.0766,26
True,36,0.0969,ok,0.1375,0.0735,27
True,36,0.0929,ok,0.1547,0.0725,28
True,42,0.0961,ok,0.1433,0.0807,29
True,46,0.0919,ok,0.0974,0.0499,30
True,40,0.0958,ok,0.1289,0.0683,31
True,58,0.0779,ok,0.0688,0.0298,32
True,49,0.0748,ok,0.0946,0.0508,33
True,50,0.0869,ok,0.0974,0.0354,34
True,28,0.0993,ok,0.1289,0.0666,35
True,26,0.0781,ok,0.1232,0.0372,36
,,0.0,fail,,,37
True,31,0.0978,ok,0.1375,0.057,38
True,47,0.0869,ok,0.0688,0.0245,39
True,51,0.0882,ok,0.0917,0.0379,40
True,30,0.0974,ok,0.106,0.0488,41
True,49,0.075,ok,0.0946,0.0508,42
True,56,0.0925,ok,0.1318,0.0628,43
True,36,0.0462,ok,0.0745,0.0267,44
True,20,0.0593,ok,0.0688,0.0229,45
True,33,0.0937,ok,0.1433,0.061,46
True,28,0.099,ok,0.1318,0.0728,47
True,47,0.0357,ok,0.0573,0.018,48
