global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,combo_band,main_eval_target_mode,history_input_mode,history_eval_policy,aux_route_consistency_lambda,aux_z_loss_lambda
0.245200,0.245200,FH1_FH_FOURSQUARE_F01_H11_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,0,running,0.220900,,,,,,2026-04-16T12:31:32.388978Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F01_h11_fast,full_history_combo,prior_strong,H11,F26_h11_fast_attack,best observed foursquare test line with acceptable valid,tpe,F26_h11_fast_attack,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.245800,0.245800,FH1_FH_FOURSQUARE_F01_H11_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,0,running,0.217200,,,,,,2026-04-16T12:33:02.508206Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F01_h11_fast,full_history_combo,prior_strong,H11,F26_h11_fast_attack,best observed foursquare test line with acceptable valid,tpe,F26_h11_fast_attack,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.245900,0.245900,FH1_FH_FOURSQUARE_F03_H7_FEAT32_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,1,running,0.210200,,,,,,2026-04-16T12:37:28.295132Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F03_h7_feat32,full_history_combo,prior_strong,H7,F15_h7_feat32_refine,feat32 foursquare winner with good balance between valid and test,tpe,F15_h7_feat32_refine,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.245900,0.245800,FH1_FH_FOURSQUARE_F01_H11_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,0,run_complete_no_result,0.217200,,,False,False,,2026-04-16T12:39:56.195351Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F01_h11_fast,full_history_combo,prior_strong,H11,F26_h11_fast_attack,best observed foursquare test line with acceptable valid,tpe,F26_h11_fast_attack,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.246100,0.246100,FH1_FH_FOURSQUARE_F05_FH_H11_CTX_LOWLR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,0,running,0.216800,,,,,,2026-04-16T12:43:50.498396Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F05_fh_h11_ctx_lowlr,full_history_combo,full_history_conservative,H11,F26_h11_fast_attack,H11 full-history retune with longer crop and lower lr ceiling,tpe,F26_h11_fast_attack,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.246400,0.246400,FH1_FH_FOURSQUARE_F05_FH_H11_CTX_LOWLR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,0,running,0.219400,,,,,,2026-04-16T12:45:56.664513Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F05_fh_h11_ctx_lowlr,full_history_combo,full_history_conservative,H11,F26_h11_fast_attack,H11 full-history retune with longer crop and lower lr ceiling,tpe,F26_h11_fast_attack,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.246400,0.244400,FH1_FH_FOURSQUARE_F02_H2_ZERO_DROP_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,7,run_complete_no_result,0.207300,,,False,False,,2026-04-16T12:47:27.515918Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F02_h2_zero_drop,full_history_combo,prior_strong,H2,F22_h2_zero_drop_validate,zero-drop H2 line with solid valid and strong test,tpe,F22_h2_zero_drop_validate,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.246400,0.245900,FH1_FH_FOURSQUARE_F03_H7_FEAT32_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,1,run_complete_no_result,0.210200,,,False,False,,2026-04-16T12:48:10.204518Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F03_h7_feat32,full_history_combo,prior_strong,H7,F15_h7_feat32_refine,feat32 foursquare winner with good balance between valid and test,tpe,F15_h7_feat32_refine,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.249100,0.249100,FH1_FH_FOURSQUARE_F07_FH_H3_MIDAUX_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,1,running,0.218100,,,,,,2026-04-16T12:52:02.214440Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F07_fh_h3_midaux_attack,full_history_combo,full_history_aggressive,H3,F25_h3_midaux_attack,mid-aux H3 attack kept for full-history sensitivity,tpe,F25_h3_midaux_attack,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0004,8e-05
0.249100,0.242300,FH1_FH_FOURSQUARE_F04_H5_LEN25_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,4,run_complete_no_result,0.212900,,,False,False,,2026-04-16T12:53:33.045371Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F04_h5_len25,full_history_combo,prior_strong,H5,F16_h5_len25_refine,compact H5 line with stable valid and near-top test,tpe,F16_h5_len25_refine,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.249100,0.246400,FH1_FH_FOURSQUARE_F05_FH_H11_CTX_LOWLR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,0,run_complete_no_result,0.219400,,,False,False,,2026-04-16T12:54:51.977521Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F05_fh_h11_ctx_lowlr,full_history_combo,full_history_conservative,H11,F26_h11_fast_attack,H11 full-history retune with longer crop and lower lr ceiling,tpe,F26_h11_fast_attack,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.251700,0.251700,FH1_FH_FOURSQUARE_F07_FH_H3_MIDAUX_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,foursquare,1,1,running,0.217700,,,,,,2026-04-16T12:54:51.977953Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F07_fh_h3_midaux_attack,full_history_combo,full_history_aggressive,H3,F25_h3_midaux_attack,mid-aux H3 attack kept for full-history sensitivity,tpe,F25_h3_midaux_attack,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0004,8e-05
0.251700,0.251700,FH1_FH_FOURSQUARE_F07_FH_H3_MIDAUX_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,1,run_complete_no_result,0.217700,,,False,False,,2026-04-16T13:03:51.612849Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F07_fh_h3_midaux_attack,full_history_combo,full_history_aggressive,H3,F25_h3_midaux_attack,mid-aux H3 attack kept for full-history sensitivity,tpe,F25_h3_midaux_attack,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0004,8e-05
0.251700,0.245300,FH1_FH_FOURSQUARE_F06_FH_H2_CTX_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,7,run_complete_no_result,0.213600,,,False,False,,2026-04-16T13:06:43.473175Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F06_fh_h2_ctx_regularized,full_history_combo,full_history_conservative,H2,F22_h2_zero_drop_validate,zero-drop H2 line re-opened with modestly longer context and stronger wd,tpe,F22_h2_zero_drop_validate,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0008,0.0002
0.251700,0.245600,FH1_FH_FOURSQUARE_F08_FH_H15_AUXLIGHT_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,foursquare,1,3,run_complete_no_result,0.221800,,,False,False,,2026-04-16T13:09:32.303589Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,F08_fh_h15_auxlight_attack,full_history_combo,full_history_aggressive,H15,F27_h15_auxlight_attack,aux-light H15 retry with broader context and wider upper lr,tpe,F27_h15_auxlight_attack,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.00025,5e-05
