early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.188,0.1613,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0794,ok,0.1862,0.1606,2
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0507,ok,0.1148,0.0883,3
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796,ok,0.1867,0.1602,4
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1862,0.1604,5
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1864,0.1608,6
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1873,0.1613,7
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803,ok,0.188,0.1616,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0514,ok,0.1166,0.0906,9
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.186,0.1604,10
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1867,0.161,11
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804,ok,0.1883,0.161,12
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0793,ok,0.1868,0.1599,13
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1869,0.1607,14
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1872,0.1611,15
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.186,0.1608,16
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508,ok,0.1157,0.0891,17
True,41,0.0,0.10365615476202504,0.0,2.246230487583535,0.28443267941474915,0.005573700647801161,11.87243541279614,0.0,0.0,2.766852246675742,0.23743811064351508,0.0,0.4659060845999096,0.0,1.9540494775061694,0.5852450132369995,-0.029884813353419304,9.859757814038089,0.6624992360253762,0.47049114808286757,3.230793759229471,0.26031675716551783,0.0,0.37757670848647257,0.0,2.080432348403238,0.3672598898410797,-0.03882012143731117,10.502691487409585,0.0,0.0,3.724594871545541,0.29529473093091885,0.0806,ok,0.1895,0.1616,18
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508,ok,0.1155,0.089,19
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1869,0.1609,20
