early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,7,1.0,1.0,0.0,0.05025435984134674,0.0,1.3806453297638575,0.34358447790145874,0.25083932280540466,0.0,0.0,7.533822992503485e-09,1.0,1.0,7.478233346983347,3.989923177666421,7.478233346983347,0.0,1.0,0.0,1.0,-2.4082684757733588e-09,1.0000000024082685,2.2721061151990337e-05,0.9999772791969693,2.27211913286647e-05,0.9999772790667957,0.0,0.0,9.482338588588588,7.478233346983347,0.7471449351614001,0.1706,ok,0.1759,0.1691,1
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1696,ok,0.1748,0.1683,2
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,ok,0.1748,0.169,3
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1702,ok,0.1746,0.1692,4
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1698,ok,0.1748,0.1683,5
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693,ok,0.1746,0.1683,6
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,ok,0.177,0.1687,7
True,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1692,ok,0.1746,0.1679,8
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1695,ok,0.1727,0.1679,9
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1705,ok,0.1757,0.1689,10
