dataset,model,model_label,pair_id,combo_id,combo_kind,best_valid_mrr20,seen_test_mrr20,test_mrr20,avg_epoch_time_sec,test_inference_time_sec,result_path
beauty,sasrec,SASRec,P001,C1,existing_primary,0.0,0.0,0.0,0.0,0.0,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_SASRec_full_history_v4_c4_smoke_dbeauty_msasrec_p001_c1_s1_20260416_113503_773425_pid336056.json
