early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0767,ok,0.1754,0.0765,1
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122,ok,0.0281,0.0125,2
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778,ok,0.1712,0.0692,3
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161,ok,0.0351,0.0126,4
True,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0745,ok,0.192,0.0752,5
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,ok,0.1804,0.0751,6
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167,ok,0.0341,0.0116,7
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,ok,0.192,0.0736,8
True,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0756,ok,0.1878,0.0739,9
True,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0741,ok,0.1832,0.0766,10
True,37,1.0,1.0,0.0,0.39928077236353776,0.0,1.5663908000988793,0.3324771821498871,0.02604992501437664,0.0,0.3815650661088658,0.6973515403155266,2.6187334980120935,0.6377465645758329,8.59557508079409,7.762467032668961,8.59557508079409,0.0,1.0,0.018211035994097943,0.9821765680819262,0.048175005151074125,0.9529669983499723,0.006458102831219702,0.9935627058958061,0.0019039669635663513,0.9980978444317382,0.005046570106593232,0.9949706249663756,0.004683346629472981,0.9953276031378318,0.0,0.0,7.764558085180055,8.59557508079409,0.39059885401348815,0.0793,ok,0.1841,0.0728,11
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0746,ok,0.1864,0.0729,12
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,ok,0.0323,0.0131,13
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0746,ok,0.1855,0.074,14
True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0745,ok,0.1837,0.0764,15
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,ok,0.1869,0.0782,16
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0755,ok,0.1855,0.0747,17
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0761,ok,0.1781,0.0772,18
True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0734,ok,0.1841,0.0761,19
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0755,ok,0.1887,0.0749,20
