dataset,model,model_label,pair_id,combo_id,combo_source,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,lr_lo,lr_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
beauty,sasrec,SASRec,P001,C1,baseline_p14:amazon_beauty:SASRec:H3,H3,,PAIR60_V3_LR10_interrupt_check_DBEAUTY_MSASREC_P001_C1_S1,R_BEAUTY_SASREC_P001_C1_S1,1,0,fail,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.00022360679774997898,0.0013416407864998738,,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V3_LR10_interrupt_check/beauty/sasrec/combo_C1/logs/PAIR60_V3_LR10_interrupt_check_DBEAUTY_MSASREC_P001_C1_S1.log,33.525484561920166,interrupted rc=-9 tail=[RUN_STATUS] END status=terminated signal=SIGTERM(15) pid=1113612 start=2026-04-14T16:30:58 end=2026-04-14T16:31:28,2026-04-14T16:31:29.166667+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
