early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,18,0.0176,ok,0.0211,0.0108,1
True,50,0.0585,ok,0.1218,0.0616,2
True,58,0.0564,ok,0.1194,0.0431,3
True,92,0.0718,ok,0.1382,0.0695,4
True,98,0.0534,ok,0.1148,0.0478,5
True,34,0.077,ok,0.1382,0.077,6
True,50,0.0697,ok,0.1124,0.069,7
True,52,0.0784,ok,0.1405,0.0732,8
True,33,0.0757,ok,0.1475,0.0744,9
True,32,0.0564,ok,0.1265,0.0469,10
True,44,0.0545,ok,0.1241,0.0466,11
True,47,0.0561,ok,0.1265,0.0535,12
True,44,0.0557,ok,0.1241,0.0479,13
True,32,0.0679,ok,0.1499,0.0608,14
True,54,0.0481,ok,0.1101,0.0393,15
True,58,0.0559,ok,0.1194,0.0432,16
True,78,0.0574,ok,0.1241,0.0458,17
True,32,0.0547,ok,0.1311,0.0586,18
True,77,0.0569,ok,0.1265,0.0458,19
True,31,0.052,ok,0.1335,0.0613,20
