model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N3,0.0743,0.0743,0.0743,0.0958,0.0958,0.0958,0.1558,0.1558,0.1558,0.1741,0.1741,0.1741,Y,Y,Y,Y,1,1/10,running,D00,FeaturedMoE_N3,plain L3 scale1,drop=0.21 lr=0.000804 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_D00_dense_full_plain.log
FeaturedMoE_N3,0.0744,0.0744,0.0744,0.0962,0.0962,0.0962,0.1558,0.1558,0.1554,0.1741,0.1741,0.1741,Y,Y,,,3,3/10,running,D00,FeaturedMoE_N3,plain L3 scale1,drop=0.22 lr=0.000168 wd=1.01e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_D00_dense_full_plain.log
FeaturedMoE_N3,0.0744,0.0744,0.0742,0.0962,0.0962,0.0957,0.1558,0.1558,0.1546,0.1744,0.1744,0.1744,,,,Y,4,4/10,running,D00,FeaturedMoE_N3,plain L3 scale1,drop=0.16 lr=0.000419 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_D00_dense_full_plain.log
FeaturedMoE_N3,0.0745,0.0745,0.0745,0.0966,0.0966,0.0966,0.1558,0.1558,0.1552,0.1744,0.1744,0.1744,Y,Y,,,7,7/10,running,D00,FeaturedMoE_N3,plain L3 scale1,drop=0.25 lr=0.000171 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_D00_dense_full_plain.log
FeaturedMoE_N3,0.0745,0.0743,0.0743,0.0966,0.0951,0.0951,0.1562,0.1562,0.1562,0.1744,0.1733,0.1733,Y,Y,Y,Y,1,1/10,success,D01,FeaturedMoE_N3,plain L2 scale1,drop=0.16 lr=0.00283 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_D01_dense_macro_mid_plain.log
FeaturedMoE_N3,0.0749,0.0749,0.0749,0.0973,0.0973,0.0973,0.1562,0.1562,0.1555,0.1744,0.1744,0.1744,Y,Y,,Y,2,2/10,success,D01,FeaturedMoE_N3,plain L2 scale1,drop=0.19 lr=0.00148 wd=0.000144,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_D01_dense_macro_mid_plain.log
FeaturedMoE_N3,0.0749,0.0749,0.0749,0.0981,0.0981,0.0981,0.1562,0.1562,0.1545,0.1748,0.1748,0.1748,,Y,,Y,3,3/10,success,D01,FeaturedMoE_N3,plain L2 scale1,drop=0.17 lr=0.0007 wd=0.000189,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_D01_dense_macro_mid_plain.log
FeaturedMoE_N3,0.0750,0.0750,0.0750,0.0981,0.0981,0.0976,0.1562,0.1562,0.1535,0.1748,0.1748,0.1744,Y,,,,5,5/10,success,D01,FeaturedMoE_N3,plain L2 scale1,drop=0.16 lr=0.000381 wd=0.000268,KuaiRecLargeStrictPosV2_0.2/FMoEN3/002_D01_dense_macro_mid_plain.log
FeaturedMoE_N3,0.0757,0.0757,0.0757,0.1000,0.1000,0.1000,0.1562,0.1554,0.1554,0.1770,0.1770,0.1770,Y,Y,Y,Y,1,1/10,running,D02,FeaturedMoE_N3,plain L3 scale1,drop=0.14 lr=0.00118 wd=0.000463,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_D02_dense_full_film.log
FeaturedMoE_N3,0.0767,0.0767,0.0767,0.1011,0.1011,0.1011,0.1572,0.1572,0.1572,0.1785,0.1785,0.1785,Y,Y,Y,Y,2,2/10,running,D02,FeaturedMoE_N3,plain L3 scale1,drop=0.24 lr=0.000112 wd=0,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_D02_dense_full_film.log
FeaturedMoE_N3,0.0768,0.0768,0.0768,0.1017,0.1017,0.1017,0.1576,0.1576,0.1576,0.1792,0.1792,0.1792,Y,Y,Y,Y,3,3/10,running,D02,FeaturedMoE_N3,plain L3 scale1,drop=0.22 lr=0.000102 wd=2.3e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/003_D02_dense_full_film.log
FeaturedMoE_N3,0.0768,0.0764,0.0764,0.1024,0.1024,0.1024,0.1582,0.1582,0.1582,0.1797,0.1797,0.1797,Y,Y,Y,Y,1,1/10,running,D03,FeaturedMoE_N3,plain L3 scale1,drop=0.21 lr=0.00125 wd=8.77e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/004_D03_dense_full_gated_bias.log
FeaturedMoE_N3,0.0768,0.0765,0.0765,0.1024,0.1024,0.1022,0.1582,0.1582,0.1577,0.1797,0.1797,0.1791,Y,,,,4,4/10,running,D03,FeaturedMoE_N3,plain L3 scale1,drop=0.22 lr=0.000266 wd=1.11e-06,KuaiRecLargeStrictPosV2_0.2/FMoEN3/004_D03_dense_full_gated_bias.log
