epoch,train_loss,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr@5,mrr@10,mrr@20,did_eval,epoch_time_sec
0,49.560656,0.008800,0.017700,0.017700,0.008800,0.012000,0.012000,0.008800,0.010300,0.010300,1,1.28
