early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0174,ok,0.308,0.2609,1
True,13,0.0185,ok,0.3203,0.2754,2
True,23,0.0188,ok,0.3057,0.2711,3
True,10,0.0171,ok,0.262,0.2092,4
True,8,0.0178,ok,0.2833,0.2181,5
True,18,0.019,ok,0.3303,0.2907,6
True,10,0.0185,ok,0.327,0.2935,7
True,16,0.0187,ok,0.3359,0.2954,8
True,14,0.0185,ok,0.3303,0.2867,9
True,10,0.0176,ok,0.2856,0.2419,10
True,13,0.0174,ok,0.3124,0.2612,11
True,18,0.0186,ok,0.3259,0.2793,12
True,17,0.018,ok,0.3247,0.2788,13
True,8,0.0175,ok,0.29,0.2249,14
