early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1709,ok,0.1743,0.1685,1
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,ok,0.1746,0.1692,2
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,ok,0.1759,0.1695,3
True,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1703,ok,0.174,0.1681,4
True,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1697,ok,0.177,0.1697,5
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,ok,0.1768,0.1686,6
True,8,1.0,1.0,0.0,0.3293914496898651,0.0,2.0083524186809445,0.29703858494758606,0.15352380275726318,0.0,0.31258934167156693,0.6335694258534246,1.8219714526367368,0.9579709696388227,5.7877213861588865,7.216968368151413,5.7877213861588865,0.0,1.0,0.0,1.0,0.0,1.0,0.0003972957279393818,0.9996027831835576,0.00013280755309110908,0.9998672022620015,0.0005143840163905471,0.9994857482563869,0.0,0.0,9.07199529074529,5.7877213861588865,0.7971279130946117,0.1715,ok,0.1773,0.1697,7
True,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1711,ok,0.1748,0.1695,8
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1706,ok,0.1765,0.1691,9
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,ok,0.1757,0.1687,10
