dataset,split,group,family,polarity,tier,support_rows,support_sessions,core_score_mean,core_score_median,balance_mean,contam_mean,memory_plus_mean,focus_plus_mean,tempo_plus_mean,exposure_plus_mean,core_cut,contam_cut
foursquare,test,focus_minus,focus,minus,pure,1552,685,0.9419832354328609,0.9355716389,0.13656416188792136,0.8634358381120787,0.07241695658188145,0.058016764567139174,0.3723580684357627,0.5023343677472122,0.93333333334,0.95
foursquare,test,focus_minus,focus,minus,permissive,2102,1495,0.9073363365933683,0.9,0.19556986517064348,0.8044301348293565,0.11364815660241295,0.09266366340663178,0.37896631750105264,0.5246004482456723,0.9,0.976470588236
foursquare,test,tempo_plus,tempo,plus,pure,1252,724,0.8311485531505939,0.8030321822483333,0.1459778946926145,0.8540221053073856,0.08058366473229393,0.23691343649111826,0.8311485531505939,0.5496451120524094,0.702065356186,0.97894736842
foursquare,test,tempo_plus,tempo,plus,permissive,1488,819,0.6956849589210276,0.6653487610913333,0.10919383429532974,0.8908061657046701,0.09065830680546101,0.5176561971859409,0.6956849589210276,0.5370492896888598,0.6169746487490666,1.0
foursquare,test,tempo_minus,tempo,minus,pure,1413,1022,0.8672624014488323,0.8639316879,0.20701184152254493,0.7929881584774552,0.12363896264495966,0.1758078062538712,0.13273759855116773,0.5238381485863269,0.8248780212466666,0.97894736842
foursquare,test,tempo_minus,tempo,minus,permissive,1327,965,0.7994703724283347,0.7955053721333333,0.18471512425623612,0.8152848757437638,0.1537000582296232,0.28402295751308215,0.20052962757166543,0.5347973222997564,0.7584787664973333,1.0
foursquare,test,exposure_plus,exposure,plus,pure,1827,795,0.6920336063671594,0.6660395842000001,0.18082750789666222,0.8191724921033378,0.17789456377327972,0.43010739539183357,0.4559997131479899,0.6920336063671594,0.6584305243186667,1.0
foursquare,test,exposure_plus,exposure,plus,permissive,1522,795,0.649194187072558,0.6494966555833332,0.20441774743447105,0.795582252565529,0.1581596799448003,0.3458234740030223,0.44059598089279206,0.649194187072558,0.6380804475386667,1.0
foursquare,test,exposure_minus,exposure,minus,pure,1830,1352,0.6660764917324061,0.6650001070666667,0.12220916804111688,0.8777908319588832,0.07166382520315956,0.3042503748385137,0.42558271095592304,0.33392350826759376,0.6245400123,1.0
foursquare,test,exposure_minus,exposure,minus,permissive,1527,1160,0.5900213922411482,0.5911873231333333,0.13245722088458203,0.867542779115418,0.07859220920258285,0.3081461550141323,0.42732300049913313,0.40997860775885175,0.5585752579666667,1.0
movielens1m,valid,memory_plus,memory,plus,pure,7193,491,0.012094987624291117,0.009523809524,0.5567834245053986,0.44321657549460136,0.012094987624291117,0.4112727612160284,0.4985924131841128,0.5738000474028082,0.006896551724,0.7211928579533333
movielens1m,valid,memory_plus,memory,plus,permissive,9730,441,0.006241257513909558,0.005405405406,0.4598330993363472,0.5401669006636528,0.006241257513909558,0.3765628692165225,0.4909333042953892,0.5682428892262236,0.004545454546,0.8779500562679998
movielens1m,valid,memory_minus,memory,minus,pure,62241,1359,0.9959183673460003,0.995918367346,0.5188319090636909,0.481168090936309,0.004081632654000001,0.39955729083967045,0.5328534543819777,0.5614563923229866,0.995918367346,0.7665227042200009
movielens1m,valid,memory_minus,memory,minus,permissive,4564,494,0.9959183673460001,0.995918367346,0.16054795274257555,0.8394520472574245,0.004081632654000002,0.495745794357383,0.389796422773543,0.558560409247011,0.995918367346,0.9664874422679998
movielens1m,valid,focus_plus,focus,plus,pure,8902,363,0.8556049476792889,0.8414940293000001,0.011100390649487491,0.9888996093505128,0.0056485143481330045,0.8556049476792889,0.5998987113031742,0.5588331025929516,0.74550843262,0.991836734692
movielens1m,valid,focus_plus,focus,plus,permissive,7101,678,0.6899452250822171,0.68997234836,0.010043417435463775,0.9899565825645364,0.005023891530169554,0.6899452250822171,0.5448289557774637,0.5545686757098994,0.6377439561331986,0.991836734692
movielens1m,valid,focus_minus,focus,minus,pure,8780,463,0.867165233031344,0.86257150904,0.01080553808156298,0.9891944619184372,0.005415725492268565,0.132834766968656,0.5113419012848656,0.5693084927006543,0.8434183337200001,0.991836734692
movielens1m,valid,focus_minus,focus,minus,permissive,6993,643,0.828963861311972,0.82865506596,0.0098935567565135,0.9901064432434867,0.004948015666112685,0.17103613868802803,0.48524692003379044,0.573617233834154,0.81568856492,0.991836734692
movielens1m,valid,tempo_plus,tempo,plus,pure,8533,971,0.7914315028199106,0.7840773122,0.009425737897242744,0.9905742621027576,0.004712868948621352,0.4506030006779145,0.7914315028199106,0.5697172362226565,0.75403596179,0.991836734692
movielens1m,valid,tempo_plus,tempo,plus,permissive,6959,1012,0.7333540101113599,0.7335023439666667,0.009289767388671974,0.9907102326113282,0.004644883694335969,0.42568273369865783,0.7333540101113599,0.5662494008173308,0.7123793864200001,0.991836734692
movielens1m,valid,tempo_minus,tempo,minus,pure,8900,767,0.8829454057748091,0.8767938598333334,0.010222220309245425,0.9897777796907548,0.005111110154622697,0.32139046708837393,0.117054594225191,0.5560191831791066,0.7632675077966666,0.991836734692
movielens1m,valid,tempo_minus,tempo,minus,permissive,7113,1045,0.7168286133372651,0.7165171541666666,0.010080145631014234,0.989919854368986,0.0050400728155071,0.3544793938330786,0.2831713866627349,0.5604948561754218,0.677401510912,0.991836734692
movielens1m,valid,exposure_plus,exposure,plus,pure,10443,1104,0.6616578739987264,0.6607852153999999,0.011145245878174375,0.9888547541218258,0.005583349777258067,0.3787072239104769,0.5193499492376074,0.6616578739987264,0.6512277920080001,0.991836734692
movielens1m,valid,exposure_plus,exposure,plus,permissive,8795,1584,0.6438920617258859,0.6438872494000001,0.009912284837542727,0.9900877151624575,0.005005913223083797,0.3758467857885883,0.509507527553622,0.6438920617258859,0.6363222470999998,0.9992868879986667
movielens1m,valid,exposure_minus,exposure,minus,pure,10406,1662,0.6170144321669272,0.6093904658,0.009863678102693356,0.9901363218973068,0.00493817869011109,0.41565230907129636,0.492381057948958,0.38298556783307286,0.5517493453266666,0.991836734692
movielens1m,valid,exposure_minus,exposure,minus,permissive,8803,1805,0.5224597882383951,0.5202211647333332,0.010167649518891474,0.9898323504811088,0.005125657268515051,0.4327750329201038,0.4938578182307039,0.4775402117616049,0.497733449268,0.9992868879986667
movielens1m,test,memory_plus,memory,plus,pure,6019,569,0.01602070424501711,0.011764705882,0.518213116411108,0.481786883588892,0.01602070424501711,0.40030585968147364,0.45414504872994244,0.5821762682996061,0.008333333334,0.79625715916
movielens1m,test,memory_plus,memory,plus,permissive,8449,517,0.007850209833699374,0.006451612904,0.39292897545199135,0.6070710245480085,0.007850209833699374,0.3579533454000642,0.3577875819646372,0.5716390970048667,0.005405405406,0.9992381707966667
movielens1m,test,memory_minus,memory,minus,pure,51214,1101,0.9959183673460003,0.995918367346,0.4930412151399634,0.5069587848600365,0.004081632654000001,0.3736668778897464,0.47431400687717445,0.574231289131653,0.995918367346,0.9005566900933333
movielens1m,test,memory_minus,memory,minus,permissive,3512,458,0.9959183673460003,0.995918367346,0.0226142545131378,0.9773857454868623,0.004081632654000001,0.3036708387178787,0.029750068944358388,0.5412708069872926,0.995918367346,0.9998191762386667
movielens1m,test,focus_plus,focus,plus,pure,7914,494,0.8044527408275852,0.78680650368,0.01582962929428198,0.9841703707057182,0.008092974473754613,0.8044527408275852,0.5407608750319741,0.5758834437831384,0.6807434277000001,0.991836734692
movielens1m,test,focus_plus,focus,plus,permissive,6336,1078,0.6249152920279993,0.62470964138,0.01191630665017154,0.9880836933498286,0.005990324805859533,0.6249152920279993,0.4742219808945639,0.5608177168343361,0.57505620406,0.9996679552666666
movielens1m,test,focus_minus,focus,minus,pure,7254,507,0.8697379409260159,0.8649746190000001,0.012821365012491712,0.9871786349875085,0.006428707782412462,0.13026205907398403,0.4297953809048778,0.5793925670173959,0.84702358364,0.991836734692
movielens1m,test,focus_minus,focus,minus,permissive,6353,622,0.8369696776348402,0.8360903515,0.009422663423639673,0.9905773365763605,0.00508076778979978,0.16303032236515977,0.3777019566571929,0.5774566582465022,0.82437675468,0.9996679552666666
movielens1m,test,tempo_plus,tempo,plus,pure,7683,780,0.7627363495443664,0.7558659116666666,0.01014010010245585,0.9898598998975444,0.005070050051227906,0.4149973395683592,0.7627363495443664,0.5885613196894771,0.7198276176933334,0.991836734692
movielens1m,test,tempo_plus,tempo,plus,permissive,6242,907,0.6874071291391392,0.6898482892,0.010344331791455337,0.9896556682085449,0.005172165895727651,0.38775361160541744,0.6874071291391392,0.5845992569685693,0.6466290292333333,0.991836734692
movielens1m,test,tempo_minus,tempo,minus,pure,7951,966,0.9853549849940761,0.9991169523,0.012737184779479839,0.9872628152205204,0.006368592389739906,0.28480418047607675,0.014645015005923783,0.546423538144348,0.93243214679,0.991836734692
movielens1m,test,tempo_minus,tempo,minus,permissive,6360,992,0.872710683061913,0.87419871115,0.010948630401752858,0.9890513695982471,0.005474315200876416,0.3132438547072934,0.127289316938087,0.561753028877064,0.8105245134339999,0.991836734692
movielens1m,test,exposure_plus,exposure,plus,pure,9142,1043,0.6639742288329672,0.6633808490333333,0.012492580324721975,0.9875074196752781,0.006253510908794792,0.3604400745099199,0.48900669413470355,0.6639742288329672,0.6551777326093333,0.991836734692
movielens1m,test,exposure_plus,exposure,plus,permissive,8007,1431,0.6491681474283698,0.6489416136999999,0.010052133377689385,0.9899478666223108,0.0053653055010957915,0.35433410012775873,0.43725410083214855,0.6491681474283698,0.642394913872,0.9998830010226667
movielens1m,test,exposure_minus,exposure,minus,pure,8496,1573,0.6031028488073455,0.59442013645,0.010505779545252858,0.9894942204547474,0.00526794735248823,0.37734839970330974,0.39981719703987045,0.3968971511926544,0.5373393720533334,0.991836734692
movielens1m,test,exposure_minus,exposure,minus,permissive,8656,1816,0.5195305813310478,0.50989125525,0.010872605584727538,0.9891273944152725,0.006166790442107901,0.39696466206936853,0.35885263488796787,0.48046941866895226,0.48742569562466675,0.9998830010226667
retail_rocket,valid,memory_plus,memory,plus,pure,10904,6112,0.7008113788724288,0.7,0.015724839336339752,0.9842751606636603,0.7008113788724288,0.98758719729129,0.44125663409090704,0.6275432063374459,0.56666666666,1.0
retail_rocket,valid,memory_plus,memory,plus,permissive,15424,8349,0.4511582759958733,0.45,0.036279834582695236,0.9637201654173049,0.4511582759958733,0.9650078635286463,0.4747899313740187,0.604215790578391,0.4,1.0
retail_rocket,valid,memory_minus,memory,minus,pure,10581,1341,0.9708518993679717,0.9714285714199999,0.13150009799443807,0.8684999020055618,0.029148100632028356,0.8750818964519109,0.467452219956001,0.49626547560559964,0.950000000008,1.0
retail_rocket,valid,memory_minus,memory,minus,permissive,13413,3225,0.9393813984859409,0.93333333334,0.07451401000673893,0.925485989993261,0.060618601514059046,0.9216004152148188,0.45343860600538616,0.5185443182268493,0.93333333334,1.0
retail_rocket,valid,focus_plus,focus,plus,pure,81396,20295,1.0,1.0,0.33800125348246074,0.6619987465175393,0.2597447520394601,1.0,0.4798812549111918,0.5539905713457429,1.0,0.92
retail_rocket,valid,focus_plus,focus,plus,permissive,5132,1606,1.0,1.0,0.056647757726213305,0.9433522422737868,0.1258889867864727,1.0,0.4452962767333751,0.5175447225108613,1.0,0.961290322584
retail_rocket,valid,focus_minus,focus,minus,pure,9082,1626,0.6198574752211964,0.6169925001600001,0.2752160243285242,0.7247839756714758,0.1750197221312878,0.3801425247788038,0.2997147468980102,0.5222861777904746,0.35808907676,0.92
retail_rocket,valid,focus_minus,focus,minus,permissive,93044,22050,0.0213734924039207,0.0,0.31644783367213947,0.6835521663278608,0.24559237060180775,0.9786265075960792,0.4719559279612059,0.5487204519826168,0.0,0.961290322584
retail_rocket,valid,tempo_plus,tempo,plus,pure,10528,5645,0.8332566176978459,0.8184670235316667,0.014566324486066616,0.9854336755139335,0.29117425230355487,0.9764298396079213,0.8332566176978459,0.5496149825527739,0.7192953048271001,1.0
retail_rocket,valid,tempo_plus,tempo,plus,permissive,8422,5303,0.6673664968082609,0.66292771698,0.018001880608815322,0.9819981193911846,0.2473778236277528,0.9733381108046587,0.6673664968082609,0.5533779857732012,0.6340078568976667,1.0
retail_rocket,valid,tempo_minus,tempo,minus,pure,10528,5946,0.9082517429811297,0.90598841015,0.08976597785409979,0.9102340221459002,0.2871171868701883,0.7902131595815142,0.09174825701887031,0.5469076300342044,0.8349274974833334,1.0
retail_rocket,valid,tempo_minus,tempo,minus,permissive,8422,4861,0.7825702412305072,0.78160701885,0.08975603561811034,0.9102439643818897,0.2588307529398279,0.8306760054348873,0.2174297587694926,0.5430168622935178,0.7317413912126667,1.0
retail_rocket,valid,exposure_plus,exposure,plus,pure,12652,4511,0.7591033875015833,0.73637439695,0.002805437198865581,0.9971945628011345,0.4308602648044305,0.9934765915258251,0.47034113839843883,0.7591033875015833,0.6665121367333334,1.0
retail_rocket,valid,exposure_plus,exposure,plus,permissive,10509,5014,0.6545610549541916,0.6551763806333334,0.02912629567771288,0.9708737043222871,0.252531471273742,0.9473117389196766,0.47134276450616264,0.6545610549541916,0.6423145072399999,1.0
retail_rocket,valid,exposure_minus,exposure,minus,pure,12635,7221,0.6704645697442264,0.6652963901666666,0.03577301736361741,0.9642269826363826,0.20230498865158308,0.9168099614019379,0.45336975721860406,0.32953543025577364,0.6129644923333333,1.0
retail_rocket,valid,exposure_minus,exposure,minus,permissive,10536,6320,0.5773452589350501,0.5750074202,0.04490102884963687,0.9550989711503631,0.19246856749979294,0.9066439302539988,0.45706605967939046,0.42265474106495005,0.5505737248333333,1.0
retail_rocket,test,memory_plus,memory,plus,pure,10234,5920,0.6995598185353156,0.7,0.01581872661001785,0.9841812733899822,0.6995598185353156,0.9865919198424299,0.43733177444472654,0.6287040954210729,0.56666666666,1.0
retail_rocket,test,memory_plus,memory,plus,permissive,14128,7729,0.45051291333338805,0.45,0.045018514272478716,0.9549814857275214,0.45051291333338805,0.957296955320107,0.473670619222687,0.6125664585599744,0.4,1.0
retail_rocket,test,memory_minus,memory,minus,pure,9978,1367,0.9721447129575362,0.9714285714199999,0.12466004533904639,0.8753399546609537,0.027855287042463817,0.8833119067541234,0.49576048584765936,0.4985105974614746,0.959999999992,1.0
retail_rocket,test,memory_minus,memory,minus,permissive,13185,3279,0.9400100752767958,0.93333333334,0.07722455081501413,0.9227754491849859,0.059989924723204247,0.9171544350948719,0.45675551501986494,0.5219507080504799,0.93333333334,1.0
retail_rocket,test,focus_plus,focus,plus,pure,75801,20084,1.0,1.0,0.33250125666914226,0.6674987433308577,0.2564219303105917,1.0,0.4842578731438707,0.5593292261757916,1.0,0.9213834523680001
retail_rocket,test,focus_plus,focus,plus,permissive,5042,1637,1.0,1.0,0.05524056291091987,0.9447594370890802,0.11667447005811424,1.0,0.4529000984028739,0.5217551280738405,1.0,0.963636363636
retail_rocket,test,focus_minus,focus,minus,pure,8671,1746,0.6307018600020244,0.6339850003,0.27894004917403004,0.7210599508259701,0.18155969346415504,0.36929813999797556,0.29351552567761763,0.5281673094313232,0.37877123796,0.9213834523680001
retail_rocket,test,focus_minus,focus,minus,permissive,87755,22076,0.02407523961917477,0.0,0.31000471954329906,0.6899952804567011,0.24108016661314452,0.9759247603808251,0.4755604899489724,0.5535424485715498,0.0,0.963636363636
retail_rocket,test,tempo_plus,tempo,plus,pure,9939,5262,0.8457640402658391,0.8331236599266667,0.012462211770369384,0.9875377882296306,0.26311271374321965,0.9755523497886686,0.8457640402658391,0.5507241921211314,0.7333438646400001,1.0
retail_rocket,test,tempo_plus,tempo,plus,permissive,7951,5139,0.6773521641278821,0.6668480511,0.01851007348039978,0.9814899265196002,0.24282267272143304,0.9699093445768656,0.6773521641278821,0.5548456254350735,0.6415814322333332,1.0
retail_rocket,test,tempo_minus,tempo,minus,pure,9939,5704,0.9096577470585069,0.9079759461333333,0.09818922252216747,0.9018107774778326,0.2888482937742755,0.7837503202567834,0.09034225294149312,0.5602310737757632,0.8355498570133338,1.0
retail_rocket,test,tempo_minus,tempo,minus,permissive,7951,4705,0.7830444951297195,0.7827133827666667,0.09888193394771325,0.9011180660522867,0.25855327892578844,0.8223321010508734,0.21695550487028048,0.5456263247258869,0.7325912751586666,1.0
retail_rocket,test,exposure_plus,exposure,plus,pure,11927,4320,0.7639060297096169,0.7413356394666667,0.004331192782171767,0.9956688072178282,0.43022031209189876,0.9908925684059257,0.45810656723816157,0.7639060297096169,0.6667146943226666,1.0
retail_rocket,test,exposure_plus,exposure,plus,permissive,9938,4721,0.6567325454595258,0.6576266548166667,0.02710628639550828,0.9728937136044916,0.24938004018960916,0.9480530539029668,0.475627536611451,0.6567325454595258,0.6459259027346667,1.0
retail_rocket,test,exposure_minus,exposure,minus,pure,11928,7132,0.6675084741461533,0.6630827830166666,0.036983424147535436,0.9630165758524647,0.19961520246015643,0.9120915101254844,0.46336936645447646,0.3324915258538467,0.6065718230999999,1.0
retail_rocket,test,exposure_minus,exposure,minus,permissive,9937,6137,0.5717589707259251,0.5704024333,0.04698615564096649,0.9530138443590336,0.1927391098416673,0.9060787682190671,0.4630814597204438,0.428241029274075,0.5445106058906666,1.0
