dataset,split,group,family,polarity,tier,support_rows,support_sessions,core_score_mean,core_score_median,balance_mean,contam_mean,memory_plus_mean,focus_plus_mean,tempo_plus_mean,exposure_plus_mean,core_cut,contam_cut
lastfm0.03,valid,tempo_plus,tempo,plus,pure,5582,1067,0.8310930766440754,0.808936582265,0.07552995898034254,0.9244700410196575,0.1060666977692386,0.6769965709093139,0.8310930766440754,0.5774858734878586,0.7361661985000001,1.0
lastfm0.03,valid,tempo_plus,tempo,plus,permissive,4465,1357,0.6974563184474368,0.6961569131666666,0.08025816088713879,0.9197418391128612,0.09168263203765376,0.6232676985937403,0.6974563184474368,0.5681636160303882,0.6632881944733333,1.0
lastfm0.03,valid,tempo_minus,tempo,minus,pure,5582,1504,0.9060527669186852,0.9042806493833333,0.07646902586378192,0.9235309741362181,0.06434088372283411,0.49292028550401507,0.09394723308131492,0.49748700257879064,0.8178463173666667,1.0
lastfm0.03,valid,tempo_minus,tempo,minus,permissive,4465,1677,0.7673321388682194,0.7650125496,0.0876816668127803,0.9123183331872197,0.089496180990056,0.5192405128388766,0.23266786113178048,0.5241264879964614,0.7234126854733333,1.0
lastfm0.03,valid,exposure_plus,exposure,plus,pure,6698,992,0.6911017162331013,0.6747085562999999,0.09205438215670966,0.9079456178432902,0.18233956791603345,0.7510171609681364,0.5469133720748018,0.6911017162331013,0.66052076616,1.0
lastfm0.03,valid,exposure_plus,exposure,plus,permissive,5583,1318,0.6498099019329261,0.6498328716333334,0.08800936604661226,0.9119906339533876,0.08697891444031774,0.5864152552479288,0.5261895234553878,0.6498099019329261,0.6387438636666667,1.0
lastfm0.03,valid,exposure_minus,exposure,minus,pure,6699,1769,0.6390608160628737,0.6317921859333333,0.07016833431895532,0.9298316656810447,0.05911381444330318,0.5244460431065203,0.393368051603166,0.3609391839371265,0.5937077567666666,1.0
lastfm0.03,valid,exposure_minus,exposure,minus,permissive,5581,1840,0.5681042122708881,0.5670598618,0.06412506688455204,0.935874933115448,0.05786693129144634,0.551431395510243,0.428649848949206,0.4318957877291119,0.54436566815,1.0
lastfm0.03,test,memory_plus,memory,plus,pure,4926,904,0.5012992166367947,0.48375366569199996,0.29860335315002134,0.7013966468499786,0.5012992166367947,0.722386358026855,0.558552732074838,0.606389216625492,0.27999999999999997,1.0
lastfm0.03,test,memory_plus,memory,plus,permissive,4931,813,0.1708687193872586,0.15875,0.3633310223690648,0.6366689776309352,0.1708687193872586,0.6427864705313575,0.5149231329891891,0.570796781215817,0.10000000001999998,1.0
lastfm0.03,test,memory_minus,memory,minus,pure,5042,128,0.9955083544905946,0.995652173914,0.46993726269070646,0.5300627373092937,0.004491645509405395,0.4724293548167271,0.5759288320182021,0.5527191279747249,0.994736842106,1.0
lastfm0.03,test,memory_minus,memory,minus,permissive,3855,143,0.9938271493231492,0.99393939394,0.4371816112670971,0.5628183887329029,0.006172850676850842,0.4814995003614827,0.4508208866749352,0.5401723882546865,0.992857142858,1.0
lastfm0.03,test,focus_plus,focus,plus,pure,10710,1313,1.0,1.0,0.1519681028771205,0.8480318971228795,0.12277709828308402,1.0,0.5362609353600467,0.5921963691853921,1.0,0.989743589744
lastfm0.03,test,focus_plus,focus,plus,permissive,203,13,1.0,1.0,0.00869880543753759,0.9913011945624624,0.008935460210315271,1.0,0.5886069051118047,0.5473751148184401,1.0,0.991836734692
lastfm0.03,test,focus_minus,focus,minus,pure,4227,645,0.861841373042025,0.8589923089,0.06744471730947386,0.9325552826905261,0.03963549154046369,0.13815862695797493,0.4016190507261611,0.5367578466585395,0.8029947041400001,0.989743589744
lastfm0.03,test,focus_minus,focus,minus,permissive,4578,699,0.7753333929239205,0.77048986355,0.09127529770164966,0.9087247022983503,0.05736699840253779,0.2246666070760795,0.4798989898434552,0.5559151081156836,0.72002124202,0.991836734692
lastfm0.03,test,tempo_plus,tempo,plus,pure,4925,948,0.8455144281324823,0.8264946166500001,0.11967231450347858,0.8803276854965214,0.14984619197820387,0.6880305743061206,0.8455144281324823,0.5864804244203817,0.7500951588400001,1.0
lastfm0.03,test,tempo_plus,tempo,plus,permissive,3939,1197,0.7119629137162282,0.7111051544000001,0.09051674843383499,0.9094832515661649,0.11797602957202387,0.6756078291879629,0.7119629137162282,0.5911164066729933,0.6782615191466665,1.0
lastfm0.03,test,tempo_minus,tempo,minus,pure,4925,1489,0.9000183493340237,0.8967908475333334,0.0812898941585267,0.9187101058414733,0.06487566677976123,0.5114115010454531,0.09998165066597631,0.5227206372516319,0.8089285202333334,1.0
lastfm0.03,test,tempo_minus,tempo,minus,permissive,3939,1592,0.757593443748388,0.7557945134,0.08664798818614708,0.9133520118138528,0.07146436390694998,0.5462312622711195,0.2424065562516121,0.5403932992383355,0.71145107334,1.0
lastfm0.03,test,exposure_plus,exposure,plus,pure,6045,952,0.6997430576894105,0.6844914089666667,0.0757625388471433,0.9242374611528567,0.18052514081225507,0.8282320392419685,0.5723662772732264,0.6997430576894105,0.6653531898333335,1.0
lastfm0.03,test,exposure_plus,exposure,plus,permissive,4788,1193,0.656416690424269,0.6563986280333333,0.11729801372781516,0.882701986272185,0.11016180411060526,0.596293376305031,0.5215313623747035,0.656416690424269,0.6469285783933333,1.0
lastfm0.03,test,exposure_minus,exposure,minus,pure,5911,1671,0.6132632124607111,0.6026785636,0.06754993638136514,0.9324500636186348,0.063189321208921,0.5628003650836745,0.41383873355303336,0.38673678753928886,0.5670751394666667,1.0
lastfm0.03,test,exposure_minus,exposure,minus,permissive,4922,1794,0.5436458827411011,0.5424910787000001,0.06645199203553254,0.9335480079644672,0.060280819738469736,0.5871197617110533,0.4412504075929761,0.45635411725889874,0.5224691401,1.0
beauty,valid,memory_plus,memory,plus,pure,890,220,0.039999999999999994,0.04,0.4553771242402806,0.5446228757597195,0.039999999999999994,0.39983164478152056,0.6056859662075089,0.41700944272435736,0.04,0.8545562266139656
beauty,valid,memory_plus,memory,plus,permissive,47,23,0.04000000000000001,0.04,0.11291838166733051,0.8870816183326694,0.04000000000000001,0.2887337021956992,0.05645919083366524,0.3427404757862613,0.04,0.9141154725032113
beauty,valid,memory_minus,memory,minus,pure,442,26,0.9939704954246011,0.9940285204991087,0.3496079422751751,0.6503920577248249,0.00602950457539901,0.2914129258818856,0.2920286558463857,0.34228391101565986,0.991304347826087,0.8786695803254408
beauty,valid,memory_minus,memory,minus,permissive,430,40,0.9885053206584914,0.9882352941176471,0.3417106498296045,0.6582893501703955,0.01149467934150863,0.28577277182498523,0.3178215827581255,0.35737255170125387,0.9866666666666667,0.92
beauty,valid,focus_plus,focus,plus,pure,434,169,0.7867025039960817,0.7566621823369959,0.06735266770229702,0.932647332297703,0.03367633385114851,0.7867025039960817,0.6028352029285907,0.4475371882495083,0.6470052958564145,0.9826086956521739
beauty,valid,focus_plus,focus,plus,permissive,336,226,0.584691897767257,0.5758098811090663,0.05831808005694007,0.94168191994306,0.02915904002847003,0.584691897767257,0.5463584539823817,0.43742970165753564,0.5464662147889399,0.99
beauty,valid,focus_minus,focus,minus,pure,431,155,0.9248188017848126,0.9207289524521882,0.06044375456822569,0.9395562454317743,0.03022187728411285,0.07518119821518753,0.48616883619686085,0.36470868850969324,0.8872781133069828,0.9826086956521739
beauty,valid,focus_minus,focus,minus,permissive,316,160,0.8684122075085458,0.868527051107495,0.04811355838905937,0.9518864416109407,0.024056779194529684,0.1315877924914544,0.44043076587943725,0.35042763045559927,0.8514717355601734,0.99
beauty,valid,tempo_plus,tempo,plus,pure,1120,224,0.8081886236146831,0.8081886236146834,0.0642069648346822,0.9357930351653176,0.03210348241734111,0.31654118069413933,0.8081886236146831,0.3948359572883166,0.8081886236146834,0.9862068965517241
beauty,valid,tempo_plus,tempo,plus,permissive,0,0,,,,,,,,,0.8081886236146834,0.9923076923076923
beauty,valid,tempo_minus,tempo,minus,pure,381,111,0.9403204564359705,0.9399418906850059,0.046197694208431346,0.9538023057915687,0.02309884710421567,0.2568338904152816,0.059679543564029505,0.3400941472521424,0.9234876437441668,0.9862068965517241
beauty,valid,tempo_minus,tempo,minus,permissive,383,134,0.908527693822402,0.9079405573521923,0.032878674100524155,0.9671213258994756,0.01643933705026208,0.2753035364614114,0.0914723061775981,0.3447844110625497,0.8834709495852788,0.9923076923076923
beauty,valid,exposure_plus,exposure,plus,pure,508,322,0.5628699354474588,0.5289016459344145,0.06365826713542437,0.9363417328645757,0.031829133567712185,0.4945817227692797,0.596074985649036,0.5628699354474588,0.5,0.9875
beauty,valid,exposure_plus,exposure,plus,permissive,428,350,0.4910405576155534,0.49251884249456024,0.05366815837548394,0.9463318416245161,0.029581218837944494,0.5304572192288677,0.5206358809842574,0.4910405576155534,0.4535743394593037,1.0
beauty,valid,exposure_minus,exposure,minus,pure,441,147,0.681809987907356,0.677821352284889,0.05197658779769884,0.9480234122023011,0.02598829389884942,0.28966254001847425,0.49779663828357673,0.3181900120926439,0.6701422168407914,0.9875
beauty,valid,exposure_minus,exposure,minus,permissive,497,139,0.6701644846812462,0.6682564670364668,0.030191161343272512,0.9698088386567275,0.016208927418785816,0.2648958480448332,0.3013439272456797,0.32983551531875366,0.6673672559735795,1.0
beauty,test,memory_plus,memory,plus,pure,671,182,0.039999999999999994,0.04,0.46082007363226773,0.5391799263677323,0.039999999999999994,0.39362008313387603,0.6308863824723676,0.40679422636631823,0.04,0.8670785560375683
beauty,test,memory_plus,memory,plus,permissive,40,24,0.04,0.04,0.10941457292436785,0.8905854270756322,0.04,0.24483529346165028,0.054707286462183924,0.35483823764914985,0.04,0.915230799599998
beauty,test,memory_minus,memory,minus,pure,342,34,0.9932209041011135,0.993103448275862,0.41291983330194054,0.5870801666980594,0.0067790958988866445,0.3243274412283395,0.3222175971151064,0.3423100505024546,0.9904761904761905,0.8855621727352232
beauty,test,memory_minus,memory,minus,permissive,330,50,0.9875618903800019,0.9875,0.3264302932607332,0.6735697067392667,0.01243810961999816,0.33327421008750185,0.3242386064413666,0.3591737468078651,0.9857142857142858,0.92
beauty,test,focus_plus,focus,plus,pure,338,136,0.777050041620881,0.7156143810225275,0.05976117628745543,0.9402388237125446,0.029880588143727713,0.777050041620881,0.5904846800881389,0.4263198431224193,0.6390313123786056,0.9809523809523809
beauty,test,focus_plus,focus,plus,permissive,306,213,0.5774497126739164,0.5717924552472029,0.05838856039554011,0.9416114396044599,0.029194280197770057,0.5774497126739164,0.5048600302371639,0.448070641062016,0.5378071905112638,0.9875
beauty,test,focus_minus,focus,minus,pure,322,115,0.9275856662945332,0.9194709227957191,0.058969083021878047,0.941030916978122,0.029484541510939023,0.07241433370546686,0.5564247264874024,0.35893126496586275,0.8897799699108122,0.9809523809523809
beauty,test,focus_minus,focus,minus,permissive,314,162,0.8728760726800568,0.8688220835496803,0.0514009478936092,0.9485990521063907,0.0257004739468046,0.12712392731994313,0.4798173603382546,0.3517414356217645,0.8514717355601734,0.9875
beauty,test,tempo_plus,tempo,plus,pure,1065,218,0.8081886236146831,0.8081886236146834,0.06266828982487639,0.9373317101751235,0.031334144912438196,0.30117530679833987,0.8081886236146831,0.3856336069445267,0.8081886236146834,0.9826086956521739
beauty,test,tempo_plus,tempo,plus,permissive,0,0,,,,,,,,,0.8081886236146834,0.9921568627450981
beauty,test,tempo_minus,tempo,minus,pure,331,133,0.9441560376485959,0.9428760372187294,0.047915982358660035,0.95208401764134,0.023957991179330018,0.30076362080719937,0.05584396235140405,0.3389164386997475,0.9315901250158615,0.9826086956521739
beauty,test,tempo_minus,tempo,minus,permissive,292,137,0.9174655004247829,0.9188839386448338,0.03624349945857083,0.9637565005414293,0.018121749729285413,0.2740439432246014,0.08253449957521723,0.3399131074130063,0.8938234340684312,0.9921568627450981
beauty,test,exposure_plus,exposure,plus,pure,400,292,0.545659790289823,0.5083519455435688,0.06112397649357368,0.9388760235064264,0.03056198824678684,0.49413527908709454,0.5812111366784766,0.545659790289823,0.4991307538836148,0.9857142857142858
beauty,test,exposure_plus,exposure,plus,permissive,363,258,0.47670496337669227,0.4808826236403356,0.054603266135730515,0.9453967338642696,0.02914080399794528,0.48974454576242676,0.598208615496397,0.47670496337669227,0.4160781819159091,1.0
beauty,test,exposure_minus,exposure,minus,pure,383,119,0.6845765451908207,0.681290532066374,0.04896210487274649,0.9510378951272537,0.024481052436373246,0.2979728097484567,0.5277121332681708,0.31542345480917916,0.6713518256586812,0.9857142857142858
beauty,test,exposure_minus,exposure,minus,permissive,401,137,0.670381612661299,0.6686962606147016,0.036733044928880965,0.9632669550711191,0.018794025136332174,0.31121024946917253,0.4298781914701565,0.3296183873387009,0.6675403795917922,1.0
foursquare,valid,memory_plus,memory,plus,pure,1356,427,0.3935471809903422,0.38366666667000004,0.4361596730311391,0.5638403269688609,0.3935471809903422,0.317216304155236,0.39282891645463835,0.5716076757010324,0.22285714286000005,0.8695903798444331
foursquare,valid,memory_plus,memory,plus,permissive,1776,392,0.19326792922036148,0.157142857126,0.39143549996542043,0.6085645000345796,0.19326792922036148,0.3953227160646509,0.4386473673405493,0.5470676869007882,0.1111111111,1.0
foursquare,valid,memory_minus,memory,minus,pure,1438,201,0.9786163357681057,0.97777777778,0.43719210090048816,0.5628078990995118,0.0213836642318943,0.2839545815830877,0.4970777930189892,0.48483544134247797,0.9714285714199999,0.92
foursquare,valid,memory_minus,memory,minus,permissive,1756,338,0.9643211386653145,0.96,0.4300570015294876,0.5699429984705124,0.035678861334685646,0.3139781646218223,0.46739943946891566,0.48152831984308275,0.96,1.0
foursquare,valid,focus_plus,focus,plus,pure,1831,723,0.8608365975537957,1.0,0.2174012978842558,0.7825987021157442,0.13526739283920702,0.8608365975537957,0.48755248169549503,0.5430952013408229,0.64967416652,0.94285714284
foursquare,valid,focus_plus,focus,plus,permissive,1016,535,0.5963226529157284,0.5773877405800001,0.1591171439605365,0.8408828560394636,0.09081921200665749,0.5963226529157284,0.49067529406336546,0.5194214431804396,0.54967416652,0.969230769232
foursquare,valid,focus_minus,focus,minus,pure,1556,697,0.9424564468804498,0.93544935582,0.13145159819123137,0.8685484018087688,0.06892993797262469,0.05754355311955013,0.37075545494349377,0.4775201337648994,0.93333333334,0.94285714284
foursquare,valid,focus_minus,focus,minus,permissive,2220,1521,0.9087886470095136,0.9,0.1872300786118351,0.8127699213881648,0.10465709214525945,0.0912113529904865,0.40018727183561664,0.5045501689760375,0.9,0.969230769232
foursquare,valid,tempo_plus,tempo,plus,pure,1312,717,0.8416855336542336,0.8194585172983333,0.17887526456862293,0.8211247354313771,0.1123575895187119,0.22665133399853657,0.8416855336542336,0.5337568209824493,0.7207824376800002,0.963636363636
foursquare,valid,tempo_plus,tempo,plus,permissive,1503,838,0.7054133618024034,0.6663392537805,0.12553178825198488,0.8744682117480151,0.09709667033758218,0.4845307583127212,0.7054133618024034,0.5250964678750588,0.6314412515660001,1.0
foursquare,valid,tempo_minus,tempo,minus,pure,1477,1037,0.8605552635035657,0.8587973287333334,0.20487324994784473,0.7951267500521553,0.12235041755247394,0.17673805497003386,0.1394447364964342,0.49878567276498753,0.8130375862433333,0.963636363636
foursquare,valid,tempo_minus,tempo,minus,permissive,1338,969,0.7841075923376932,0.7802987464833333,0.18312243022092375,0.8168775697790762,0.14518764915841556,0.26274450119550075,0.21589240766230694,0.5062109869716243,0.742806444396,1.0
foursquare,valid,exposure_plus,exposure,plus,pure,1622,682,0.6798355189981299,0.6639510226,0.21657667305140915,0.783423326948591,0.16061537840666465,0.3222863442611344,0.4641334571431714,0.6798355189981299,0.6535456631146667,0.98
foursquare,valid,exposure_plus,exposure,plus,permissive,1819,976,0.6517600079034267,0.6420482669333333,0.15911875896734481,0.8408812410326552,0.14798667152729303,0.43396167929110496,0.4778249672768997,0.6517600079034267,0.6234781544779999,1.0
foursquare,valid,exposure_minus,exposure,minus,pure,1748,1244,0.6798598001185393,0.6765975604000001,0.13509126608918076,0.8649087339108193,0.07600204559634784,0.23824970838446227,0.4198394307722337,0.32014019988146064,0.6472590212653333,0.98
foursquare,valid,exposure_minus,exposure,minus,permissive,1693,1290,0.620561438793361,0.6177391868333333,0.13261041782707905,0.867389582172921,0.09137061646342706,0.3274612659622918,0.4524993316954205,0.3794385612066391,0.5848614593960001,1.0
foursquare,test,memory_plus,memory,plus,pure,1316,433,0.3980702381695806,0.39428571428400006,0.4382356995399311,0.5617643004600689,0.3980702381695806,0.319888521612462,0.35655623058622515,0.6050907562378419,0.22599624766560084,0.87591578932
foursquare,test,memory_plus,memory,plus,permissive,1730,402,0.1927679720503919,0.16,0.4035031394247005,0.5964968605752994,0.1927679720503919,0.4030870330933989,0.41072335512861685,0.5725018495162812,0.11428571430000001,1.0
foursquare,test,memory_minus,memory,minus,pure,1722,201,0.980409096703791,0.97777777778,0.42607159775337944,0.5739284022466207,0.01959090329620906,0.2805787324688386,0.5124290985761806,0.49658157961399535,0.9714285714199999,0.92
foursquare,test,memory_minus,memory,minus,permissive,1475,302,0.9634668729893519,0.96,0.41986523707067536,0.5801347629293248,0.036533127010648134,0.34620964442676605,0.4480632250875894,0.5034510073957242,0.96,1.0
foursquare,test,focus_plus,focus,plus,pure,1421,532,0.9475273815508796,1.0,0.20786002598418613,0.7921399740158138,0.13539791261849965,0.9475273815508796,0.4880852213058267,0.5585253509943303,0.69539531692,0.95
foursquare,test,focus_plus,focus,plus,permissive,1271,624,0.6411970559174666,0.64484059678,0.1739872140407317,0.8260127859592684,0.10261631107331078,0.6411970559174666,0.49067538119662474,0.5338443573495488,0.5710547765935998,0.976470588236
