early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,ok,0.0502,0.0391,1
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1142,ok,0.1544,0.119,2
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1677,ok,0.1748,0.166,3
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1688,ok,0.1759,0.1682,4
True,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1684,ok,0.174,0.1677,5
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1689,ok,0.1743,0.1684,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0556,ok,0.0777,0.0554,7
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,ok,0.0532,0.0472,8
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0345,ok,0.0447,0.0338,9
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0761,ok,0.1249,0.0773,10
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1687,ok,0.1738,0.1675,11
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0323,ok,0.0434,0.0322,12
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1688,ok,0.174,0.168,13
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1123,ok,0.153,0.1167,14
True,17,1.0,1.0,0.0,0.3546118672593544,0.0,2.1066069798211133,0.3699971139431,0.20030058920383453,0.0,0.2774737889027304,1.0507726664293893,2.7855366148403915,0.938596762712389,4.550417178542179,7.994674415512814,4.550417178542179,0.0,1.0,0.005639277138910927,0.9943849488308617,0.009615309473402734,0.9904307698076192,0.007302521943330049,0.9927240766849661,0.0009329167995301876,0.999067518232054,0.0016616332714307492,0.9983408423032563,0.002622796510888552,0.9973806400147878,0.0,0.0,7.215647181272181,4.550417178542179,0.48642877038779364,0.1692,ok,0.1748,0.1684,15
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1687,ok,0.1743,0.1678,16
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1689,ok,0.1748,0.1682,17
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1692,ok,0.1754,0.1679,18
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1671,ok,0.1748,0.1663,19
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1626,ok,0.1716,0.1642,20
