model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
FAME,0.197600,0.202500,0.197600,0.202500,0.197600,0.202500,P22_SG_D01_M09_C01_FAME_OLD_D6_E5_S3,SG_LASTFM0_03_FAME_OLD_D6_E5_S3,lastfm0.03,OLD_D6_E5,3,6,run_complete,7,False,True,OLD_D6_E5,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FAME/lastfm0.03_FAME_p22_sg_d01_m09_c01_fame_old_d6_e5_s3_20260407_042402_823650_pid302415.json,2026-04-07T05:11:21.103413Z
FAME,0.203100,0.212300,0.203100,0.212300,0.203100,0.212300,P22_SG_D01_M09_C01_FAME_OLD_D6_E5_S1,SG_LASTFM0_03_FAME_OLD_D6_E5_S1,lastfm0.03,OLD_D6_E5,1,4,run_complete,7,False,True,OLD_D6_E5,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FAME/lastfm0.03_FAME_p22_sg_d01_m09_c01_fame_old_d6_e5_s1_20260407_042402_846762_pid302413.json,2026-04-07T05:14:25.378656Z
FAME,0.203400,0.212300,0.203400,0.212300,0.203400,0.205200,P22_SG_D01_M09_C01_FAME_OLD_D6_E5_S2,SG_LASTFM0_03_FAME_OLD_D6_E5_S2,lastfm0.03,OLD_D6_E5,2,5,run_complete,7,False,True,OLD_D6_E5,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FAME/lastfm0.03_FAME_p22_sg_d01_m09_c01_fame_old_d6_e5_s2_20260407_042402_829302_pid302414.json,2026-04-07T05:14:31.468916Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.226900,0.225900,P22_SG_D01_M07_C01_FEAREC_FAD_H2_R1_S1,SG_LASTFM0_03_FEAREC_FAD_H2_R1_S1,lastfm0.03,FAD_H2_R1,1,7,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c01_fearec_fad_h2_r1_s1_20260407_042402_791262_pid302416.json,2026-04-07T05:48:50.735276Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.224500,0.221500,P22_SG_D01_M07_C02_FEAREC_FAD_H1_R2_S1,SG_LASTFM0_03_FEAREC_FAD_H1_R2_S1,lastfm0.03,FAD_H1_R2,1,5,run_complete,6,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c02_fearec_fad_h1_r2_s1_20260407_051436_430467_pid306120.json,2026-04-07T06:23:21.012014Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.222400,0.221600,P22_SG_D01_M07_C01_FEAREC_FAD_H2_R1_S2,SG_LASTFM0_03_FEAREC_FAD_H2_R1_S2,lastfm0.03,FAD_H2_R1,2,6,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c01_fearec_fad_h2_r1_s2_20260407_051126_128786_pid305802.json,2026-04-07T06:34:20.775876Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.226400,0.222700,P22_SG_D01_M07_C01_FEAREC_FAD_H2_R1_S3,SG_LASTFM0_03_FEAREC_FAD_H2_R1_S3,lastfm0.03,FAD_H2_R1,3,4,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c01_fearec_fad_h2_r1_s3_20260407_051430_349412_pid306087.json,2026-04-07T06:39:25.171637Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.223600,0.223600,P22_SG_D01_M07_C02_FEAREC_FAD_H1_R2_S2,SG_LASTFM0_03_FEAREC_FAD_H1_R2_S2,lastfm0.03,FAD_H1_R2,2,7,run_complete,6,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c02_fearec_fad_h1_r2_s2_20260407_054855_710853_pid311749.json,2026-04-07T06:59:03.482918Z
DuoRec,0.226900,0.225900,0.223400,0.221300,0.223400,0.221300,P22_SG_D01_M04_C01_DUOREC_OLD_D1_E4_S1,SG_LASTFM0_03_DUOREC_OLD_D1_E4_S1,lastfm0.03,OLD_D1_E4,1,6,run_complete,6,False,True,OLD_D1_E4,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/DuoRec/lastfm0.03_DuoRec_p22_sg_d01_m04_c01_duorec_old_d1_e4_s1_20260407_063425_731231_pid316011.json,2026-04-07T07:05:05.938574Z
DuoRec,0.226900,0.225900,0.224000,0.223200,0.224000,0.223200,P22_SG_D01_M04_C01_DUOREC_OLD_D1_E4_S2,SG_LASTFM0_03_DUOREC_OLD_D1_E4_S2,lastfm0.03,OLD_D1_E4,2,4,run_complete,6,False,True,OLD_D1_E4,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/DuoRec/lastfm0.03_DuoRec_p22_sg_d01_m04_c01_duorec_old_d1_e4_s2_20260407_063929_964266_pid316293.json,2026-04-07T07:10:11.339367Z
DuoRec,0.226900,0.225900,0.224800,0.223200,0.224800,0.221500,P22_SG_D01_M04_C01_DUOREC_OLD_D1_E4_S3,SG_LASTFM0_03_DUOREC_OLD_D1_E4_S3,lastfm0.03,OLD_D1_E4,3,7,run_complete,6,False,True,OLD_D1_E4,stage_summary,StageE_ReLRSeed_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/DuoRec/lastfm0.03_DuoRec_p22_sg_d01_m04_c01_duorec_old_d1_e4_s3_20260407_065908_595328_pid318156.json,2026-04-07T07:28:26.571398Z
FEARec,0.226900,0.225900,0.226900,0.225900,0.223500,0.222100,P22_SG_D01_M07_C02_FEAREC_FAD_H1_R2_S3,SG_LASTFM0_03_FEAREC_FAD_H1_R2_S3,lastfm0.03,FAD_H1_R2,3,5,run_complete,6,False,True,FAD_H1_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/FEARec/lastfm0.03_FEARec_p22_sg_d01_m07_c02_fearec_fad_h1_r2_s3_20260407_062325_945310_pid315442.json,2026-04-07T07:33:20.961686Z
SIGMA,0.226900,0.225900,0.036800,0.030200,0.036800,0.030200,P22_SG_D01_M05_C02_SIGMA_FAD_H4_R2_S1,SG_LASTFM0_03_SIGMA_FAD_H4_R2_S1,lastfm0.03,FAD_H4_R2,1,5,run_complete,6,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p22_sg_d01_m05_c02_sigma_fad_h4_r2_s1_20260407_073325_776811_pid321102.json,2026-04-07T08:04:09.987456Z
SIGMA,0.226900,0.225900,0.036800,0.030300,0.035600,0.030300,P22_SG_D01_M05_C02_SIGMA_FAD_H4_R2_S2,SG_LASTFM0_03_SIGMA_FAD_H4_R2_S2,lastfm0.03,FAD_H4_R2,2,5,run_complete,6,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p22_sg_d01_m05_c02_sigma_fad_h4_r2_s2_20260407_080414_800989_pid325301.json,2026-04-07T08:33:08.903843Z
SIGMA,0.226900,0.225900,0.036800,0.030300,0.002500,0.001400,P22_SG_D01_M05_C02_SIGMA_FAD_H4_R2_S3,SG_LASTFM0_03_SIGMA_FAD_H4_R2_S3,lastfm0.03,FAD_H4_R2,3,5,run_complete,6,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p22_sg_d01_m05_c02_sigma_fad_h4_r2_s3_20260407_083313_720201_pid327392.json,2026-04-07T08:45:15.768581Z
