best_mrr20_seen,best_run_result_file,combo_id,dataset,early_valid.overall.count,early_valid.overall.hit@20,early_valid.overall.mrr@20,early_valid.overall.ndcg@20,latest_best_mrr20,latest_result_file,latest_special_log_file,latest_special_result_file,latest_test_mrr20,model,run_count,test.overall.count,test.overall.hit@20,test.overall.mrr@20,test.overall.ndcg@20,valid.overall.count,valid.overall.hit@20,valid.overall.mrr@20,valid.overall.ndcg@20
0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411.json,F04,KuaiRecLargeStrictPosV2_0.2,37922,0.07109329676704815,0.0657735353955703,0.06692049973568429,0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/F04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/F04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_f04_20260314_122829_445314_pid272411_special_metrics.json,0.1616,FeaturedMoE_N3,1,37939,0.21771791560136008,0.16159419661094748,0.17358141366370083,37922,0.15225990190390803,0.08035069780915317,0.09572116375192674
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791.json,L01,KuaiRecLargeStrictPosV2_0.2,37922,0.06516006539739465,0.045521882213198285,0.049964905548250366,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L01/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l01_20260314_082344_454756_pid264791_special_metrics.json,0.1614,FeaturedMoE_N3,1,37939,0.21882495585018055,0.16142418868512762,0.17372323967954945,37922,0.1514688043879542,0.08056497140486205,0.09572817961368107
0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l02_20260314_095129_634600_pid265002.json,L02,KuaiRecLargeStrictPosV2_0.2,37922,0.07119877643584199,0.052204828490396794,0.056503593116129486,0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l02_20260314_095129_634600_pid265002.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L02/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l02_20260314_095129_634600_pid265002_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L02/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l02_20260314_095129_634600_pid265002_special_metrics.json,0.1616,FeaturedMoE_N3,1,37939,0.21877223964785578,0.1615971474799766,0.17383421775681301,37922,0.14767153631137597,0.08025805982262293,0.09470248995583103
0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l03_20260314_093816_593584_pid264974.json,L03,KuaiRecLargeStrictPosV2_0.2,37922,0.07104055693265122,0.05867920578587823,0.061483889999337966,0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l03_20260314_093816_593584_pid264974.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l03_20260314_093816_593584_pid264974_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L03/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l03_20260314_093816_593584_pid264974_special_metrics.json,0.1617,FeaturedMoE_N3,1,37939,0.2196947731885395,0.16172600205759002,0.1740880004444787,37922,0.14854174357892516,0.08024497563370588,0.0948498647697936
0.0795,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l04_20260314_095335_862631_pid265025.json,L04,KuaiRecLargeStrictPosV2_0.2,37922,0.06777068720004219,0.03327657100547829,0.040736932325360645,0.0795,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l04_20260314_095335_862631_pid265025.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l04_20260314_095335_862631_pid265025_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L04/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l04_20260314_095335_862631_pid265025_special_metrics.json,0.1602,FeaturedMoE_N3,1,37939,0.21226178866074488,0.1602296439288182,0.17133412624981864,37922,0.1464057802858499,0.07952156839244405,0.09377179395928677
0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096.json,L05,KuaiRecLargeStrictPosV2_0.2,37922,0.028453140657138335,0.013453027120215764,0.016586604843121543,0.0802,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L05/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L05/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l05_20260314_102935_364707_pid265096_special_metrics.json,0.16,FeaturedMoE_N3,1,37939,0.21592556472231741,0.15995966889006005,0.17194440596318403,37922,0.14909551184009281,0.08017530018666784,0.09491706814191166
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,L06,KuaiRecLargeStrictPosV2_0.2,37922,0.04034597331364379,0.01848250878195296,0.02319803690419633,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L06/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L06/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l06_20260314_105534_414181_pid265206_special_metrics.json,0.161,FeaturedMoE_N3,1,37939,0.2176915575001977,0.1609598396144631,0.17307396253427113,37922,0.14909551184009281,0.08050647021470854,0.09514311473584994
0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,L07,KuaiRecLargeStrictPosV2_0.2,37922,0.04477611940298507,0.02194838815127396,0.026917711831187217,0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L07/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L07/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l07_20260314_110255_758225_pid265254_special_metrics.json,0.1605,FeaturedMoE_N3,1,37939,0.2179551385118216,0.16052733591813365,0.17279092481501188,37922,0.1498338695216497,0.08037329055842396,0.09523898907102844
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,L08,KuaiRecLargeStrictPosV2_0.2,37922,0.03747165233901165,0.016856127464306342,0.021221766035665307,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/L08/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/L08/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_l08_20260314_121737_509544_pid271080_special_metrics.json,0.161,FeaturedMoE_N3,1,37939,0.21510846358628324,0.16096340129864076,0.17250034138990375,37922,0.14622119086546068,0.08068783115128961,0.09469071398450128
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,N30A,KuaiRecLargeStrictPosV2_0.2,37922,0.09727862454511893,0.05157472357716979,0.061566282181801796,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/N30A/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/N30A/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30a_20260314_064040_123768_pid264391_special_metrics.json,0.1599,FeaturedMoE_N3,1,37939,0.21234086296423205,0.1598762607619199,0.171067453232911,37922,0.14516639417752228,0.0805080821585873,0.09433412982073208
0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,N30B,KuaiRecLargeStrictPosV2_0.2,37922,0.09121354358947313,0.0428195489841334,0.05346084769071956,0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/N30B/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/N30B/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30b_20260314_064031_061372_pid264379_special_metrics.json,0.1609,FeaturedMoE_N3,1,37939,0.21679538206067636,0.1608529710205091,0.17279170163411955,37922,0.15165339380834345,0.08075449025281704,0.09590829528243813
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,N30C,KuaiRecLargeStrictPosV2_0.2,37922,0.09255840936659458,0.04554002225791174,0.055851070069369554,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676.json,/workspace/jy1559/FMoE/experiments/run/artifacts/logs/fmoe_n3/special/phase1_upgrade_v1/N30C/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676_special_metrics.json,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/special/phase1_upgrade_v1/N30C/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_n30c_20260314_081549_685431_pid264676_special_metrics.json,0.1601,FeaturedMoE_N3,1,37939,0.21384327473048842,0.16007306137579516,0.1715413794463881,37922,0.14814619482094826,0.08048758020575499,0.09497012160681112
