best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.1069,1,22.310889959335327,1,0.0006568237603006037,0,1553.597861289978,1,0.1069
0.2107,3,21.216840028762817,1,0.000655633931074887,0,921.203245639801,1,0.2107
0.313,10,20.474009037017822,1,0.0006422117428908592,0,344.2164058685303,1,0.313
0.313,20,20.513957500457764,1,0.0005994031538772485,10,103.45056611299515,1,0.2979
0.1032,1,20.728587865829468,1,0.000621276815020999,0,1560.6231145858765,2,0.1032
0.2058,3,20.68460440635681,1,0.0006201513787069506,0,945.2315754890442,2,0.2058
0.3131,10,20.731703996658325,1,0.0006074555920597549,0,363.7492036819458,2,0.3131
0.3132,12,20.759864330291748,1,0.0006013865586174973,0,277.06440830230713,2,0.3132
0.3132,22,19.185152053833008,1,0.0005559947554725698,10,94.33850833773613,2,0.2993
0.1147,1,19.12531590461731,1,0.0007178147482183407,0,1541.6881408691406,3,0.1147
0.2194,3,19.701125860214233,1,0.0007165144344695054,0,884.3916349411011,3,0.2194
0.3134,10,21.068193674087524,1,0.0007018458959448825,0,313.6532392501831,3,0.3134
0.3134,20,20.624170780181885,1,0.0006550622099674994,10,94.55990245938301,3,0.2975
