metric,DIFSR,FeaturedMoE_N3,FDSA,SASRec,TiSASRec,BSARec,FAME,FEARec,DuoRec,GRU4Rec
hit@5,0.26620616365568545,0.2739107332624867,0.2680658873538789,0.27577045696068014,0.2667375132837407,0.25743889479277365,0.24760892667375134,0.2651434643995749,0.26567481402763016,0.2128055260361318
hit@10,0.28028692879914985,0.2917109458023379,0.2858660998937301,0.29277364505844844,0.2842720510095643,0.27098831030818277,0.262221041445271,0.286663124335813,0.28506907545164717,0.2298087141339001
hit@20,0.29436769394261425,0.30685441020191284,0.3055260361317747,0.30924548352816156,0.2999468650371945,0.281615302869288,0.27550478214665247,0.30260361317747075,0.30260361317747075,0.24601487778958556
ndcg@5,0.24520567088020723,0.24581771106414663,0.242084482453138,0.2416769740479532,0.23914301796844992,0.2343246534973478,0.2306420341862502,0.22781977731255493,0.22513988717804553,0.1940534699403391
ndcg@10,0.24974182621040455,0.25153021755906396,0.2478408892970536,0.24714366120150694,0.24483489029814157,0.2386650366037609,0.23538996791516556,0.2347750750218897,0.23141736330565432,0.19946925338124114
ndcg@20,0.25328195360701977,0.25541829618681755,0.25275383724590544,0.25131891838865755,0.2487646154584274,0.24133366701073397,0.23876835574870028,0.2387546893094412,0.23584120742002784,0.20359814937021603
mrr@5,0.23817304296935657,0.23645944051309928,0.23339089636040672,0.23027364528410366,0.2299459796284071,0.2265497698912775,0.22486716267770585,0.21525859039011594,0.21154799885992415,0.18781880988055538
mrr@10,0.2400342426723014,0.23879274015891883,0.23576699917211605,0.23251005796385052,0.23230658474949353,0.22831640201328793,0.22683832225539224,0.21812619162202831,0.214139804329157,0.19000672636104315
mrr@20,0.24099616133424825,0.23989319935239115,0.23708396451597227,0.23366265643811632,0.23336713225556008,0.22903907427803774,0.22777617700679048,0.21919284984825713,0.21534805114140515,0.19115581208450064
