dataset,model,combo_id,run_phase,n_completed,interrupted,best_valid_mrr20,test_mrr20,test_hr10,test_path,overall_hit@5,overall_hit@10,overall_hit@20,overall_ndcg@5,overall_ndcg@10,overall_ndcg@20,overall_mrr@5,overall_mrr@10,overall_mrr@20,seen_hit@5,seen_hit@10,seen_hit@20,seen_ndcg@5,seen_ndcg@10,seen_ndcg@20,seen_mrr@5,seen_mrr@10,seen_mrr@20,unseen_hit@5,unseen_hit@10,unseen_hit@20,unseen_ndcg@5,unseen_ndcg@10,unseen_ndcg@20,unseen_mrr@5,unseen_mrr@10,unseen_mrr@20
beauty,FAME,C2,PAIR60_V3_LR10_DBEAUTY_MFAME_P028_C2_S1,10,False,0.0052,0.0029,0.0094,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FAME/beauty_FAME_pair60_v3_lr10_dbeauty_mfame_p028_c2_s1_20260415_030726_621537_pid1134834.json,0.004709576138147566,0.006279434850863423,0.009419152276295133,0.0022738762609251255,0.0027691115576955177,0.0036193352292059355,0.0014913657817586063,0.0016875981208480883,0.0019510709205452278,0.00702576112412178,0.00936768149882904,0.01405152224824356,0.0033921760613801048,0.004130969700824461,0.005399336161602297,0.0022248243629513637,0.002517564409789771,0.0029106139962232084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FAME,C3,PAIR60_V3_LR10_DBEAUTY_MFAME_P028_C3_S1,10,False,0.0053,0.0079,0.0117,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FAME/beauty_FAME_pair60_v3_lr10_dbeauty_mfame_p028_c3_s1_20260415_030824_851569_pid1134921.json,0.006279434850863423,0.007849293563579277,0.007849293563579277,0.005316880424879784,0.005876075388685314,0.005876075388685314,0.005023547885369281,0.00528519101195283,0.00528519101195283,0.00936768149882904,0.0117096018735363,0.0117096018735363,0.007931739650230496,0.008765948530661698,0.008765948530661698,0.007494145206042698,0.007884465280126353,0.007884465280126353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FDSA,C1,PAIR60_V3_LR10_DBEAUTY_MFDSA_P029_C1_S1,10,False,0.076,0.0683,0.1124,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FDSA/beauty_FDSA_pair60_v3_lr10_dbeauty_mfdsa_p029_c1_s1_20260415_030857_642945_pid1134962.json,0.059654631083202514,0.07535321821036106,0.08791208791208792,0.047039970451471756,0.05206691816425773,0.05526559843186119,0.04283097865910882,0.04487553278636334,0.04576560733269672,0.08899297423887588,0.11241217798594848,0.13114754098360656,0.07017438214891689,0.07767359922864678,0.08244540093933392,0.06389539439309676,0.0669454669435912,0.06827328307008855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FDSA,C2,PAIR60_V3_LR10_DBEAUTY_MFDSA_P029_C2_S1,10,False,0.0853,0.0778,0.1335,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FDSA/beauty_FDSA_pair60_v3_lr10_dbeauty_mfdsa_p029_c2_s1_20260415_030905_859554_pid1135005.json,0.07221350078492936,0.08948194662480377,0.11459968602825746,0.054155384352667556,0.059613462286055366,0.06593088183429215,0.048246991175871626,0.05042672758480443,0.052142193134482276,0.10772833723653395,0.13348946135831383,0.17096018735362997,0.08078917993594667,0.0889315584923121,0.09835590568722272,0.07197501962302161,0.07522675754454432,0.07778589467603093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FDSA,C3,PAIR60_V3_LR10_DBEAUTY_MFDSA_P029_C3_S1,10,False,0.0722,0.0648,0.1241,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FDSA/beauty_FDSA_pair60_v3_lr10_dbeauty_mfdsa_p029_c3_s1_20260415_030943_668665_pid1135082.json,0.06279434850863422,0.08320251177394035,0.0989010989010989,0.04533620429001573,0.051970474433674356,0.0559792136378715,0.03958660396900806,0.04233821751652183,0.04345925114288622,0.0936768149882904,0.12412177985948478,0.14754098360655737,0.06763269820313822,0.07752972415515355,0.08350997444338207,0.05905542559311038,0.0631602917049752,0.06483265334430567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FEARec,C1,PAIR60_V3_LR10_DBEAUTY_MFEAREC_P026_C1_S1,10,False,0.0602,0.0492,0.1148,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FEARec/beauty_FEARec_pair60_v3_lr10_dbeauty_mfearec_p026_c1_s1_20260415_025712_135009_pid1134040.json,0.06593406593406594,0.0847723704866562,0.10675039246467818,0.039620439617001284,0.045805563030287835,0.051192793357690426,0.030716902279591823,0.03332648096457007,0.034714700855911246,0.0936768149882904,0.11475409836065574,0.1405152224824356,0.05692633127998691,0.06396517618199422,0.0703341046945831,0.04445745529000597,0.047491729172247636,0.049161454091236796,0.009523809523809525,0.023809523809523808,0.0380952380952381,0.004431793235597156,0.008881016288484846,0.012272126972675323,0.0027777778250830513,0.004523809608959016,0.005339635944082623
beauty,FEARec,C2,PAIR60_V3_LR10_DBEAUTY_MFEAREC_P026_C2_S1,10,False,0.0565,0.0529,0.1335,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FEARec/beauty_FEARec_pair60_v3_lr10_dbeauty_mfearec_p026_c2_s1_20260415_025903_134874_pid1134164.json,0.06593406593406594,0.09576138147566719,0.11459968602825746,0.04035322337734456,0.04999684529551531,0.05478891351346506,0.031711146048324264,0.03569372818224845,0.03702581055707984,0.09601873536299765,0.13348946135831383,0.1522248243559719,0.05919046068359036,0.07118135830278419,0.07593991836005128,0.04672131155218397,0.05160310042616355,0.052917983627221624,0.004761904761904762,0.01904761904761905,0.0380952380952381,0.0020508408546447755,0.0069216688474019366,0.011781870325406393,0.0011904761904761906,0.0033446712862877617,0.004711725314458211
beauty,FEARec,C3,PAIR60_V3_LR10_DBEAUTY_MFEAREC_P026_C3_S1,10,False,0.0155,0.0079,0.0117,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FEARec/beauty_FEARec_pair60_v3_lr10_dbeauty_mfearec_p026_c3_s1_20260415_025943_812262_pid1134245.json,0.006279434850863423,0.007849293563579277,0.01726844583987441,0.004915117375330423,0.00538769195929427,0.007759032177401113,0.004447933034956736,0.004622361782113648,0.005267949929838091,0.00936768149882904,0.0117096018735363,0.02576112412177986,0.007332388215656861,0.008037376529438993,0.011574949641696742,0.006635441084935459,0.006895654461841673,0.007858744977299447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FeaturedMoE_N3,C1,PAIR60_V3_LR10_DBEAUTY_MFEATURED_MOE_N3_P030_C1_S1,10,False,0.065,0.0721,0.1241,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FMoEN3/beauty_FeaturedMoE_N3_pair60_v3_lr10_dbeauty_mfeatured_moe_n3_p030_c1_s1_20260415_031444_500312_pid1135371.json,0.06436420722135008,0.08320251177394035,0.10518053375196232,0.049192904022462326,0.055406078392145584,0.06091345116800191,0.04419152281909386,0.04682913470539605,0.048320205499135904,0.09601873536299765,0.12412177985948478,0.15690866510538642,0.0733861355089192,0.0826549694046762,0.0908708861686586,0.06592505863176297,0.0698598566916564,0.07208424099051422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FeaturedMoE_N3,C2,PAIR60_V3_LR10_DBEAUTY_MFEATURED_MOE_N3_P030_C2_S1,10,False,0.0759,0.0709,0.1452,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FMoEN3/beauty_FeaturedMoE_N3_pair60_v3_lr10_dbeauty_mfeatured_moe_n3_p030_c2_s1_20260415_031455_024726_pid1135404.json,0.0706436420722135,0.09733124018838304,0.13343799058084774,0.048768856789291,0.057271573476177555,0.06634505682594173,0.041601256050719196,0.04503438760946085,0.04749789778464818,0.1053864168618267,0.1451990632318501,0.1990632318501171,0.07275354045615542,0.08543792108741242,0.09897377329771637,0.06206089017402372,0.06718244708952356,0.07085751964595055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,FeaturedMoE_N3,C3,PAIR60_V3_LR10_DBEAUTY_MFEATURED_MOE_N3_P030_C3_S1,10,False,0.0696,0.0678,0.1241,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FMoEN3/beauty_FeaturedMoE_N3_pair60_v3_lr10_dbeauty_mfeatured_moe_n3_p030_c3_s1_20260415_031735_351024_pid1135586.json,0.058084772370486655,0.08320251177394035,0.10361067503924647,0.04517433926860803,0.053078075218799536,0.05816372613798318,0.04097331250949033,0.04410306263709181,0.0454542949047156,0.08665105386416862,0.12412177985948478,0.15456674473067916,0.06739122743349724,0.07918204663788128,0.08676883735338474,0.061124121940387216,0.06579309344221893,0.06780886616932982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,GRU4Rec,C1,PAIR60_V3_LR10_DBEAUTY_MGRU4REC_P022_C1_S1,10,False,0.0439,0.0262,0.0679,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/GRU4Rec/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c1_s1_20260415_023939_147840_pid1132542.json,0.03139717425431711,0.04552590266875981,0.059654631083202514,0.01884199129168991,0.02341348948059501,0.0270049058988667,0.014704343405211552,0.01659440349793322,0.017589745817931143,0.0468384074941452,0.06791569086651054,0.08899297423887588,0.028108544385963635,0.03492832037269092,0.04028600716060442,0.02193598770285658,0.024755585546097098,0.026240440482487443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,GRU4Rec,C2,PAIR60_V3_LR10_DBEAUTY_MGRU4REC_P022_C2_S1,10,False,0.0157,0.0103,0.0141,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/GRU4Rec/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c2_s1_20260415_024008_268620_pid1132578.json,0.01098901098901099,0.0141287284144427,0.023547880690737835,0.008288292205502137,0.009265369392077626,0.011689193792395539,0.007378335954443065,0.007759587368467352,0.008448744938362337,0.0117096018735363,0.01405152224824356,0.0234192037470726,0.009980935681899202,0.01065790248419697,0.013059234067762764,0.00936768149882904,0.0096018735397895,0.010282533300006697,0.009523809523809525,0.014285714285714285,0.023809523809523808,0.004846583803494771,0.0064338854381016325,0.008903445232482184,0.0033333333475249155,0.004013605486778986,0.004720041936352139
beauty,GRU4Rec,C3,PAIR60_V3_LR10_DBEAUTY_MGRU4REC_P022_C3_S1,10,False,0.0395,0.0289,0.0749,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/GRU4Rec/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c3_s1_20260415_024020_731925_pid1132658.json,0.0282574568288854,0.05023547880690738,0.0706436420722135,0.018281199915255633,0.025514409016215444,0.03049462696821012,0.01507064370289328,0.01813062235970325,0.019399820068146407,0.04215456674473068,0.07494145199063232,0.1053864168618267,0.02727195397193873,0.03806247902419026,0.04549198449355936,0.022482435687922762,0.027047321880868783,0.028940715183628247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,SASRec,C1,PAIR60_V3_LR10_DBEAUTY_MSASREC_P021_C1_S1,10,False,0.0698,0.0735,0.1288,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/SASRec/beauty_SASRec_pair60_v3_lr10_dbeauty_msasrec_p021_c1_s1_20260415_022530_003147_pid1131727.json,0.07378335949764521,0.08634222919937205,0.10832025117739404,0.05272141973863778,0.05701543589588986,0.06253497442888502,0.045839874532945114,0.04774613161476291,0.04924659197053505,0.11007025761124122,0.1288056206088993,0.16159250585480095,0.07864998682321374,0.08505581420534389,0.09328987988571373,0.06838407512291812,0.07122783568759712,0.07346622736588015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,SASRec,C2,PAIR60_V3_LR10_DBEAUTY_MSASREC_P021_C2_S1,10,False,0.0598,0.0504,0.1288,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/SASRec/beauty_SASRec_pair60_v3_lr10_dbeauty_msasrec_p021_c2_s1_20260415_023228_834892_pid1132138.json,0.06750392464678179,0.09105180533751962,0.1130298273155416,0.04051419694906501,0.04792889676625538,0.053466408041245896,0.03137101010774705,0.034316364120183226,0.03582402184207922,0.09601873536299765,0.1288056206088993,0.14988290398126464,0.05779066437580546,0.0681131442341369,0.07340127240159752,0.04484777539898696,0.04894892412479923,0.05037761288553267,0.009523809523809525,0.014285714285714285,0.0380952380952381,0.005385379848026094,0.006887593581562951,0.012932183841864267,0.003968254015559242,0.004563492110797337,0.00623172005372388
beauty,SASRec,C3,PAIR60_V3_LR10_DBEAUTY_MSASREC_P021_C3_S1,10,False,0.0601,0.0479,0.1194,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/SASRec/beauty_SASRec_pair60_v3_lr10_dbeauty_msasrec_p021_c3_s1_20260415_023546_935515_pid1132317.json,0.06593406593406594,0.08634222919937205,0.12087912087912088,0.03812496857703013,0.044457187177247864,0.053044700126632975,0.028806907673084192,0.03126635301852339,0.03354797225147252,0.09601873536299765,0.11943793911007025,0.16627634660421545,0.05539736584422181,0.06278486839502143,0.07445895937064213,0.04180327912823099,0.04474369029948527,0.04786118263034128,0.004761904761904762,0.01904761904761905,0.02857142857142857,0.003004427467073713,0.00719090203444163,0.009502372997147696,0.002380952380952381,0.0038624338805675505,0.004444444481106031
beauty,TiSASRec,C1,PAIR60_V3_LR10_DBEAUTY_MTISASREC_P023_C1_S1,10,False,0.0648,0.0672,0.1265,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/TiSASRec/beauty_TiSASRec_pair60_v3_lr10_dbeauty_mtisasrec_p023_c1_s1_20260415_024053_328618_pid1132701.json,0.06436420722135008,0.0847723704866562,0.10361067503924647,0.04690885829214399,0.05335352975682149,0.05805467836430159,0.041208791372540236,0.04377663174126549,0.045034279359659556,0.09601873536299765,0.12646370023419204,0.15456674473067916,0.06997878859975579,0.07959297062083207,0.08660615952707286,0.061475410080346904,0.06530612276155999,0.06718228560211507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,TiSASRec,C2,PAIR60_V3_LR10_DBEAUTY_MTISASREC_P023_C2_S1,10,False,0.0494,0.0615,0.1077,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/TiSASRec/beauty_TiSASRec_pair60_v3_lr10_dbeauty_mtisasrec_p023_c2_s1_20260415_024359_071245_pid1132888.json,0.05337519623233909,0.08006279434850863,0.10675039246467818,0.042024494480675016,0.05078072773418397,0.05758835468879862,0.03822605971545215,0.041913358918632404,0.04381607255344301,0.07259953161592506,0.10772833723653395,0.1451990632318501,0.058566143906367746,0.07014309292096443,0.07966585687647379,0.05390320069198028,0.058809152287398345,0.06145246668917234,0.014285714285714285,0.023809523809523808,0.02857142857142857,0.008389807315099806,0.011410585187730336,0.01269743357385908,0.006349206396511623,0.007558579068808328,0.007955404477460043
beauty,TiSASRec,C3,PAIR60_V3_LR10_DBEAUTY_MTISASREC_P023_C3_S1,10,False,0.0715,0.0711,0.1265,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/TiSASRec/beauty_TiSASRec_pair60_v3_lr10_dbeauty_mtisasrec_p023_c3_s1_20260415_024420_583338_pid1132968.json,0.06750392464678179,0.0847723704866562,0.09733124018838304,0.05036014964105196,0.055878351958617685,0.05891893645002853,0.04468864478533459,0.04692444758521893,0.047691055314741104,0.10070257611241218,0.12646370023419204,0.1451990632318501,0.07512743634976604,0.0833595086595772,0.08789546257299338,0.06666666681090898,0.07000204475827743,0.07114567268264657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,BSARec,C1,PAIR60_V3_LR10_DLASTFM0_03_MBSAREC_P015_C1_S1,10,False,0.2857,0.2912,0.3457,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/BSARec/lastfm0.03_BSARec_pair60_v3_lr10_dlastfm0_03_mbsarec_p015_c1_s1_20260414_192905_541365_pid1119447.json,0.2579702444208289,0.2701912858660999,0.27948990435706694,0.23348340242467702,0.237497737783618,0.23981677663614467,0.22529224241815515,0.2269849705605844,0.22760475632377308,0.3300475866757308,0.34568320870156355,0.3575798776342624,0.298719077745236,0.30385502549882326,0.30682200790565894,0.2882392931549748,0.2904049725323044,0.29119792753320256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,BSARec,C2,PAIR60_V3_LR10_DLASTFM0_03_MBSAREC_P015_C2_S1,10,False,0.2907,0.293,0.3467,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/BSARec/lastfm0.03_BSARec_pair60_v3_lr10_dlastfm0_03_mbsarec_p015_c2_s1_20260414_193007_362797_pid1119466.json,0.25743889479277365,0.27098831030818277,0.281615302869288,0.2343246534973478,0.2386650366037609,0.24133366701073397,0.2265497698912775,0.22831640201328793,0.22903907427803774,0.3293677770224337,0.3467029231815092,0.3602991162474507,0.29979537585452654,0.3053484696725207,0.30876272013201994,0.2898481760267738,0.2921084082862052,0.29303299645905306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
