dataset,model,combo_id,run_phase,n_completed,interrupted,best_valid_mrr20,test_mrr20,test_hr10,test_path,overall_hit@5,overall_hit@10,overall_hit@20,overall_ndcg@5,overall_ndcg@10,overall_ndcg@20,overall_mrr@5,overall_mrr@10,overall_mrr@20,seen_hit@5,seen_hit@10,seen_hit@20,seen_ndcg@5,seen_ndcg@10,seen_ndcg@20,seen_mrr@5,seen_mrr@10,seen_mrr@20,unseen_hit@5,unseen_hit@10,unseen_hit@20,unseen_ndcg@5,unseen_ndcg@10,unseen_ndcg@20,unseen_mrr@5,unseen_mrr@10,unseen_mrr@20
beauty,BSARec,C1,PAIR60_V3_LR10_DBEAUTY_MBSAREC_P025_C1_S1,10,False,0.0134,0.0074,0.0094,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/BSARec/beauty_BSARec_pair60_v3_lr10_dbeauty_mbsarec_p025_c1_s1_20260415_025527_196117_pid1133865.json,0.004709576138147566,0.006279434850863423,0.007849293563579277,0.004709576138147566,0.005163367071555959,0.005526598174493392,0.004709576138147566,0.004866562011758424,0.00494918615514854,0.00702576112412178,0.00936768149882904,0.0117096018735363,0.00702576112412178,0.0077027279264195465,0.008244597276703257,0.00702576112412178,0.007259953165082239,0.007383212133090446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,BSARec,C2,PAIR60_V3_LR10_DBEAUTY_MBSAREC_P025_C2_S1,10,False,0.0032,0.0009,0.0047,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/BSARec/beauty_BSARec_pair60_v3_lr10_dbeauty_mbsarec_p025_c2_s1_20260415_025600_520501_pid1133901.json,0.0,0.0031397174254317113,0.006279434850863423,0.0,0.0010185215499374893,0.0017898981949223828,0.0,0.0004204978795029118,0.000619845023288083,0.0,0.00468384074941452,0.00936768149882904,0.0,0.0015194337876116644,0.0026701759957038825,0.0,0.0006273001153240159,0.0009246868380199272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,BSARec,C3,PAIR60_V3_LR10_DBEAUTY_MBSAREC_P025_C3_S1,10,False,0.0152,0.0119,0.0281,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/BSARec/beauty_BSARec_pair60_v3_lr10_dbeauty_mbsarec_p025_c3_s1_20260415_025649_978583_pid1133987.json,0.012558869701726845,0.018838304552590265,0.023547880690737835,0.008562630536604901,0.010456805934711379,0.011662840515702636,0.007195185782209484,0.007897261489223649,0.008236208260995066,0.01873536299765808,0.02810304449648712,0.03044496487119438,0.012773760308705672,0.015599497378012056,0.016172449468728808,0.010733801740673163,0.011781160582284459,0.011927530605703661,0.0,0.0,0.009523809523809525,0.0,0.0,0.0024933023112160817,0.0,0.0,0.0007305194934209188
beauty,DIFSR,C1,PAIR60_V3_LR10_DBEAUTY_MDIFSR_P027_C1_S1,10,False,0.0023,0.0011,0.0023,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DIFSR/beauty_DIFSR_pair60_v3_lr10_dbeauty_mdifsr_p027_c1_s1_20260415_030434_472721_pid1134529.json,0.0031397174254317113,0.0031397174254317113,0.006279434850863423,0.0015698587127158557,0.0015698587127158557,0.0023557434276658662,0.001046572506334194,0.001046572506334194,0.00125682144608565,0.00234192037470726,0.00234192037470726,0.00702576112412178,0.00117096018735363,0.00117096018735363,0.002343345581787252,0.0007806401481673087,0.0007806401481673087,0.0010942902058293166,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.002380952380952381,0.002380952380952381,0.002380952380952381,0.001587301634606861,0.001587301634606861,0.001587301634606861
beauty,DIFSR,C2,PAIR60_V3_LR10_DBEAUTY_MDIFSR_P027_C2_S1,10,False,0.0192,0.0208,0.0468,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DIFSR/beauty_DIFSR_pair60_v3_lr10_dbeauty_mdifsr_p027_c2_s1_20260415_030501_293370_pid1134569.json,0.02040816326530612,0.03139717425431711,0.04081632653061224,0.013948308055404592,0.01748017894229859,0.019950482801328086,0.011773940392154352,0.013218584226289387,0.01394521522231903,0.03044496487119438,0.0468384074941452,0.06088992974238876,0.020808131689210127,0.02607698825818314,0.02976219565444026,0.017564402880099115,0.01971952728839892,0.02080351779067265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,DIFSR,C3,PAIR60_V3_LR10_DBEAUTY_MDIFSR_P027_C3_S1,10,False,0.0032,0.0006,0.0023,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DIFSR/beauty_DIFSR_pair60_v3_lr10_dbeauty_mdifsr_p027_c3_s1_20260415_030525_010375_pid1134653.json,0.0015698587127158557,0.0015698587127158557,0.0015698587127158557,0.0006761013806521238,0.0006761013806521238,0.0006761013806521238,0.0003924646781789639,0.0003924646781789639,0.0003924646781789639,0.00234192037470726,0.00234192037470726,0.00234192037470726,0.0010086102563826764,0.0010086102563826764,0.0010086102563826764,0.000585480093676815,0.000585480093676815,0.000585480093676815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beauty,DuoRec,C1,PAIR60_V3_LR10_DBEAUTY_MDUOREC_P024_C1_S1,10,False,0.0582,0.0492,0.1241,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DuoRec/beauty_DuoRec_pair60_v3_lr10_dbeauty_mduorec_p024_c1_s1_20260415_024813_689069_pid1133389.json,0.07221350078492936,0.09105180533751962,0.11616954474097331,0.04113645264454876,0.047387194315342926,0.0536521043002699,0.03071690230298454,0.03338939993637884,0.03506499509001078,0.09836065573770492,0.12412177985948478,0.1522248243559719,0.05747859916307329,0.06596926720136781,0.07305746338825315,0.043637783172817364,0.04723430383051865,0.04917431208337777,0.01904761904761905,0.023809523809523808,0.04285714285714286,0.007907421390215556,0.009603646113758996,0.014194540821370625,0.0044444445343244645,0.005238095351627895,0.00637605053683122
beauty,DuoRec,C2,PAIR60_V3_LR10_DBEAUTY_MDUOREC_P024_C2_S1,10,False,0.0587,0.0502,0.1218,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DuoRec/beauty_DuoRec_pair60_v3_lr10_dbeauty_mduorec_p024_c2_s1_20260415_024840_986125_pid1133452.json,0.06279434850863422,0.0847723704866562,0.11616954474097331,0.03768884873652196,0.045139065062045305,0.05321393953855595,0.029147043566875967,0.0324281729535555,0.03471291998000684,0.0936768149882904,0.12177985948477751,0.15690866510538642,0.05622434811513932,0.06572375622789531,0.07474128828674066,0.043481655157142834,0.047651574591423364,0.050192371071850664,0.0,0.009523809523809525,0.03333333333333333,0.0,0.0032835263581503004,0.009441663750580379,0.0,0.0014739229565575009,0.0032380360932577224
beauty,DuoRec,C3,PAIR60_V3_LR10_DBEAUTY_MDUOREC_P024_C3_S1,10,False,0.0119,0.0084,0.0141,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/DuoRec/beauty_DuoRec_pair60_v3_lr10_dbeauty_mduorec_p024_c3_s1_20260415_024946_680138_pid1133534.json,0.012558869701726845,0.01726844583987441,0.03296703296703297,0.0074633319673583125,0.009035512828377765,0.013169020110247086,0.0057561486444817605,0.006436420771259715,0.0076619010050218185,0.01405152224824356,0.01405152224824356,0.02810304449648712,0.0089542526551097,0.0089542526551097,0.012733363156017152,0.007220921178612273,0.007220921178612273,0.008384784670498666,0.009523809523809525,0.023809523809523808,0.04285714285714286,0.004431793235597156,0.009200741847356161,0.014054855917181287,0.0027777778250830513,0.004841269942976179,0.006192037551885559
beauty,FAME,C1,PAIR60_V3_LR10_DBEAUTY_MFAME_P028_C1_S1,10,False,0.0025,0.0005,0.0023,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/FAME/beauty_FAME_pair60_v3_lr10_dbeauty_mfame_p028_c1_s1_20260415_030642_659772_pid1134746.json,0.0015698587127158557,0.004709576138147566,0.007849293563579277,0.000607304286732217,0.0015977748802730016,0.0024599116207853406,0.00031397174722171464,0.0007064364254006785,0.0009799724213743883,0.0,0.00234192037470726,0.00468384074941452,0.0,0.0007387936394443557,0.001392055800145348,0.0,0.0002927400468384075,0.0005056419054294917,0.004761904761904762,0.009523809523809525,0.014285714285714285,0.0018421563364210583,0.0033443700699579146,0.004631218456086658,0.0009523809665725344,0.0015476190618106296,0.001944444470462345
