metric,FDSA,SASRec,TiSASRec,FeaturedMoE_N3,DuoRec,FEARec,GRU4Rec,DIFSR,BSARec,FAME
hit@5,0.07221350078492936,0.07378335949764521,0.06750392464678179,0.0706436420722135,0.06279434850863422,0.06593406593406594,0.03139717425431711,0.02040816326530612,0.012558869701726845,0.006279434850863423
hit@10,0.08948194662480377,0.08634222919937205,0.0847723704866562,0.09733124018838304,0.0847723704866562,0.0847723704866562,0.04552590266875981,0.03139717425431711,0.018838304552590265,0.007849293563579277
hit@20,0.11459968602825746,0.10832025117739404,0.09733124018838304,0.13343799058084774,0.11616954474097331,0.10675039246467818,0.059654631083202514,0.04081632653061224,0.023547880690737835,0.007849293563579277
ndcg@5,0.054155384352667556,0.05272141973863778,0.05036014964105196,0.048768856789291,0.03768884873652196,0.039620439617001284,0.01884199129168991,0.013948308055404592,0.008562630536604901,0.005316880424879784
ndcg@10,0.059613462286055366,0.05701543589588986,0.055878351958617685,0.057271573476177555,0.045139065062045305,0.045805563030287835,0.02341348948059501,0.01748017894229859,0.010456805934711379,0.005876075388685314
ndcg@20,0.06593088183429215,0.06253497442888502,0.05891893645002853,0.06634505682594173,0.05321393953855595,0.051192793357690426,0.0270049058988667,0.019950482801328086,0.011662840515702636,0.005876075388685314
mrr@5,0.048246991175871626,0.045839874532945114,0.04468864478533459,0.041601256050719196,0.029147043566875967,0.030716902279591823,0.014704343405211552,0.011773940392154352,0.007195185782209484,0.005023547885369281
mrr@10,0.05042672758480443,0.04774613161476291,0.04692444758521893,0.04503438760946085,0.0324281729535555,0.03332648096457007,0.01659440349793322,0.013218584226289387,0.007897261489223649,0.00528519101195283
mrr@20,0.052142193134482276,0.04924659197053505,0.047691055314741104,0.04749789778464818,0.03471291998000684,0.034714700855911246,0.017589745817931143,0.01394521522231903,0.008236208260995066,0.00528519101195283
