dataset,model,combo_id,run_phase,n_completed,interrupted,best_valid_mrr20,test_mrr20,test_hr10,test_path,overall_hit@5,overall_hit@10,overall_hit@20,overall_ndcg@5,overall_ndcg@10,overall_ndcg@20,overall_mrr@5,overall_mrr@10,overall_mrr@20,seen_hit@5,seen_hit@10,seen_hit@20,seen_ndcg@5,seen_ndcg@10,seen_ndcg@20,seen_mrr@5,seen_mrr@10,seen_mrr@20,unseen_hit@5,unseen_hit@10,unseen_hit@20,unseen_ndcg@5,unseen_ndcg@10,unseen_ndcg@20,unseen_mrr@5,unseen_mrr@10,unseen_mrr@20
lastfm0.03,DIFSR,C3,PAIR60_V3_LR10_DLASTFM0_03_MDIFSR_P017_C3_S1,10,False,0.3006,0.3083,0.3586,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/DIFSR/lastfm0.03_DIFSR_pair60_v3_lr10_dlastfm0_03_mdifsr_p017_c3_s1_20260414_222204_999558_pid1119682.json,0.26620616365568545,0.28028692879914985,0.29436769394261425,0.24520567088020723,0.24974182621040455,0.25328195360701977,0.23817304296935657,0.2400342426723014,0.24099616133424825,0.3405846363018355,0.358599592114208,0.37661454792658056,0.31371656872641057,0.3195201338735427,0.32404937912196546,0.3047190121470626,0.30710023433669015,0.30833091477298114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,FeaturedMoE_N3,C2,PAIR60_V3_LR10_DLASTFM0_03_MFEATURED_MOE_N3_P020_C2_S1,10,False,0.3056,0.3069,0.3732,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/FMoEN3/lastfm0.03_FeaturedMoE_N3_pair60_v3_lr10_dlastfm0_03_mfeatured_moe_n3_p020_c2_s1_20260415_021016_925873_pid1130958.json,0.2739107332624867,0.2917109458023379,0.30685441020191284,0.24581771106414663,0.25153021755906396,0.25541829618681755,0.23645944051309928,0.23879274015891883,0.23989319935239115,0.3504418762746431,0.37321549966009515,0.3925900747790619,0.3144996140195268,0.3218082049260084,0.3267826195945552,0.30252662613572595,0.3055118538267065,0.3069197832639022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,FDSA,C2,PAIR60_V3_LR10_DLASTFM0_03_MFDSA_P019_C2_S1,10,False,0.2987,0.3033,0.3657,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/FDSA/lastfm0.03_FDSA_pair60_v3_lr10_dlastfm0_03_mfdsa_p019_c2_s1_20260415_004145_595984_pid1123700.json,0.2680658873538789,0.2858660998937301,0.3055260361317747,0.242084482453138,0.2478408892970536,0.25275383724590544,0.23339089636040672,0.23576699917211605,0.23708396451597227,0.34296397008837526,0.36573759347382734,0.3908905506458192,0.30972331473610176,0.31708807182668586,0.32337370611610744,0.2986007253231036,0.3016407154601784,0.30332564324885103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,SASRec,C2,PAIR60_V3_LR10_DLASTFM0_03_MSASREC_P011_C2_S1,10,False,0.3027,0.2989,0.3746,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/SASRec/lastfm0.03_SASRec_pair60_v3_lr10_dlastfm0_03_msasrec_p011_c2_s1_20260414_175913_388719_pid1119144.json,0.27577045696068014,0.29277364505844844,0.30924548352816156,0.2416769740479532,0.24714366120150694,0.25131891838865755,0.23027364528410366,0.23251005796385052,0.23366265643811632,0.3528212100611829,0.3745751189666893,0.3953093133922502,0.3092019477622352,0.31619603696888926,0.32145785177183506,0.29461250878632433,0.2974737791216633,0.2989295320452414,0.0,0.0,0.0012165450121654502,0.0,0.0,0.00028638552575215807,0.0,0.0,6.758583451274538e-05
lastfm0.03,TiSASRec,C1,PAIR60_V3_LR10_DLASTFM0_03_MTISASREC_P013_C1_S1,10,False,0.3019,0.2986,0.3637,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_pair60_v3_lr10_dlastfm0_03_mtisasrec_p013_c1_s1_20260414_184250_678556_pid1119290.json,0.2667375132837407,0.2842720510095643,0.2999468650371945,0.23914301796844992,0.24483489029814157,0.2487646154584274,0.2299459796284071,0.23230658474949353,0.23336713225556008,0.34126444595513256,0.3636981645139361,0.38375254928619984,0.30595999987533834,0.3132421913943592,0.3182698887102382,0.29419329276727546,0.297213455131575,0.29857032148535967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,BSARec,C2,PAIR60_V3_LR10_DLASTFM0_03_MBSAREC_P015_C2_S1,10,False,0.2907,0.293,0.3467,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/BSARec/lastfm0.03_BSARec_pair60_v3_lr10_dlastfm0_03_mbsarec_p015_c2_s1_20260414_193007_362797_pid1119466.json,0.25743889479277365,0.27098831030818277,0.281615302869288,0.2343246534973478,0.2386650366037609,0.24133366701073397,0.2265497698912775,0.22831640201328793,0.22903907427803774,0.3293677770224337,0.3467029231815092,0.3602991162474507,0.29979537585452654,0.3053484696725207,0.30876272013201994,0.2898481760267738,0.2921084082862052,0.29303299645905306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,FAME,C1,PAIR60_V3_LR10_DLASTFM0_03_MFAME_P018_C1_S1,10,False,0.2857,0.2914,0.3355,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/FAME/lastfm0.03_FAME_pair60_v3_lr10_dlastfm0_03_mfame_p018_c1_s1_20260414_222604_206082_pid1119704.json,0.24760892667375134,0.262221041445271,0.27550478214665247,0.2306420341862502,0.23538996791516556,0.23876835574870028,0.22486716267770585,0.22683832225539224,0.22777617700679048,0.3167912984364378,0.3354860639021074,0.3524813052345343,0.2950838261988599,0.30115834100363126,0.3054806563691733,0.2876954453837134,0.29021735043144,0.29141724345804193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,FEARec,C1,PAIR60_V3_LR10_DLASTFM0_03_MFEAREC_P016_C1_S1,10,False,0.2908,0.2804,0.3668,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/FEARec/lastfm0.03_FEARec_pair60_v3_lr10_dlastfm0_03_mfearec_p016_c1_s1_20260414_203906_419167_pid1119540.json,0.2651434643995749,0.286663124335813,0.30260361317747075,0.22781977731255493,0.2347750750218897,0.2387546893094412,0.21525859039011594,0.21812619162202831,0.21919284984825713,0.3392250169952413,0.3667573079537729,0.38715159755268524,0.29147302576630074,0.30037164594914784,0.30546317150262975,0.2754022210157704,0.27907103510037884,0.28043571952033985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,DuoRec,C1,PAIR60_V3_LR10_DLASTFM0_03_MDUOREC_P014_C1_S1,10,False,0.278,0.2755,0.3647,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/DuoRec/lastfm0.03_DuoRec_pair60_v3_lr10_dlastfm0_03_mduorec_p014_c1_s1_20260414_190941_757270_pid1119372.json,0.26567481402763016,0.28506907545164717,0.30260361317747075,0.22513988717804553,0.23141736330565432,0.23584120742002784,0.21154799885992415,0.214139804329157,0.21534805114140515,0.3399048266485384,0.3647178789938817,0.38715159755268524,0.28804436959148993,0.29607578364462367,0.3017356576237202,0.27065488365355356,0.2739708441519194,0.2755166772590921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lastfm0.03,GRU4Rec,C2,PAIR60_V3_LR10_DLASTFM0_03_MGRU4REC_P012_C2_S1,10,False,0.2488,0.2446,0.294,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_pair60_v3_lr10_dlastfm0_03_mgru4rec_p012_c2_s1_20260414_181642_993418_pid1119228.json,0.2128055260361318,0.2298087141339001,0.24601487778958556,0.1940534699403391,0.19946925338124114,0.20359814937021603,0.18781880988055538,0.19000672636104315,0.19115581208450064,0.27226376614547926,0.29401767505098575,0.31475186947654654,0.24827235243216733,0.2552013153388823,0.26048383216502147,0.24029571733188662,0.2430949415441762,0.2445650838497826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
