metric,DIFSR,FeaturedMoE_N3,FDSA,SASRec,TiSASRec,BSARec,FAME,FEARec,DuoRec,GRU4Rec
hit@5,0.3405846363018355,0.3504418762746431,0.34296397008837526,0.3528212100611829,0.34126444595513256,0.3293677770224337,0.3167912984364378,0.3392250169952413,0.3399048266485384,0.27226376614547926
hit@10,0.358599592114208,0.37321549966009515,0.36573759347382734,0.3745751189666893,0.3636981645139361,0.3467029231815092,0.3354860639021074,0.3667573079537729,0.3647178789938817,0.29401767505098575
hit@20,0.37661454792658056,0.3925900747790619,0.3908905506458192,0.3953093133922502,0.38375254928619984,0.3602991162474507,0.3524813052345343,0.38715159755268524,0.38715159755268524,0.31475186947654654
ndcg@5,0.31371656872641057,0.3144996140195268,0.30972331473610176,0.3092019477622352,0.30595999987533834,0.29979537585452654,0.2950838261988599,0.29147302576630074,0.28804436959148993,0.24827235243216733
ndcg@10,0.3195201338735427,0.3218082049260084,0.31708807182668586,0.31619603696888926,0.3132421913943592,0.3053484696725207,0.30115834100363126,0.30037164594914784,0.29607578364462367,0.2552013153388823
ndcg@20,0.32404937912196546,0.3267826195945552,0.32337370611610744,0.32145785177183506,0.3182698887102382,0.30876272013201994,0.3054806563691733,0.30546317150262975,0.3017356576237202,0.26048383216502147
mrr@5,0.3047190121470626,0.30252662613572595,0.2986007253231036,0.29461250878632433,0.29419329276727546,0.2898481760267738,0.2876954453837134,0.2754022210157704,0.27065488365355356,0.24029571733188662
mrr@10,0.30710023433669015,0.3055118538267065,0.3016407154601784,0.2974737791216633,0.297213455131575,0.2921084082862052,0.29021735043144,0.27907103510037884,0.2739708441519194,0.2430949415441762
mrr@20,0.30833091477298114,0.3069197832639022,0.30332564324885103,0.2989295320452414,0.29857032148535967,0.29303299645905306,0.29141724345804193,0.28043571952033985,0.2755166772590921,0.2445650838497826
