global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group
0.103100,0.103100,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,foursquare,1,6,running,0.102700,,,,,,2026-04-13T12:08:05.253717Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.109700,0.109700,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,foursquare,1,6,running,0.110300,,,,,,2026-04-13T12:08:53.312726Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.112700,0.112700,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,foursquare,1,6,running,0.110200,,,,,,2026-04-13T12:10:41.441559Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.115400,0.115400,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,foursquare,1,6,running,0.116500,,,,,,2026-04-13T12:15:26.791947Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.118100,0.118100,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,trial_new_best,foursquare,1,6,running,0.112700,,,,,,2026-04-13T12:28:32.971870Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.118100,0.118100,P16A_STAGE1_FOURSQUARE_FSQ_H3_BALANCED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,foursquare,1,6,run_complete_no_result,0.112700,,,False,False,,2026-04-13T12:39:00.038873Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H3_balanced,balanced,family_sweep,H3,manual_family_bank,,random,FSQ_H3_balanced,strong
0.118100,0.116200,P16A_STAGE1_FOURSQUARE_FSQ_H15_FEATURE_STRONG_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,foursquare,1,5,run_complete_no_result,0.115800,,,False,False,,2026-04-13T13:03:34.072322Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H15_feature_strong,feature_strong,family_sweep,H15,manual_family_bank,,random,FSQ_H15_feature_strong,strong
0.118100,0.116300,P16A_STAGE1_FOURSQUARE_FSQ_H5_FEATURE_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,foursquare,1,6,run_complete_no_result,0.109300,,,False,False,,2026-04-13T13:21:40.794076Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H5_feature_light,feature_light,family_sweep,H5,manual_family_bank,,random,FSQ_H5_feature_light,strong
0.118100,0.116100,P16A_STAGE1_FOURSQUARE_FSQ_H1_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,run_complete,foursquare,1,5,run_complete_no_result,0.114700,,,False,False,,2026-04-13T13:41:44.647498Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,stage1,FSQ_H1_regularized,regularized,family_sweep,H1,manual_family_bank,,random,FSQ_H1_regularized,strong
