early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,26,0.3619,ok,0.4481,0.3651,1
True,8,0.3409,ok,0.3925,0.3455,2
True,18,0.3677,ok,0.5089,0.3662,3
,,0.0,fail,,,4
,,0.0,fail,,,5
True,24,0.3631,ok,0.4433,0.3634,6
True,17,0.3575,ok,0.4726,0.357,7
True,9,0.3515,ok,0.4057,0.3557,8
,,0.0,fail,,,9
,,0.0,fail,,,10
False,35,0.3421,ok,0.4243,0.3414,11
True,32,0.3607,ok,0.519,0.3575,12
True,13,0.3516,ok,0.408,0.3547,13
,,0.0,fail,,,14
False,35,0.3497,ok,0.4208,0.3493,15
,,0.0,fail,,,16
True,19,0.362,ok,0.5042,0.3648,17
True,9,0.3516,ok,0.4056,0.3559,18
True,34,0.3719,ok,0.44,0.3732,19
False,35,0.3479,ok,0.4288,0.3463,20
False,35,0.3695,ok,0.4431,0.3691,21
,,0.0,fail,,,22
False,35,0.3726,ok,0.4491,0.3735,23
,,0.0,fail,,,24
