best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0572,1,27.707589626312256,1,0.0004144528775179309,0,1608.9408617019653,1,0.0572
0.165,3,26.684600353240967,1,0.0004081166442473809,0,1175.1716237068176,1,0.165
0.278,10,25.418020486831665,1,0.0003409973147404188,0,561.1487529277802,1,0.278
0.3123,28,26.19087839126587,1,6.9513800474725e-05,0,250.09532022476196,1,0.3123
0.3123,32,24.701106786727905,1,4.47066891603169e-05,4,233.8350865840912,1,0.3106
0.0618,1,27.07667827606201,1,0.0004144528775179309,0,1607.727967262268,2,0.0618
0.1645,3,26.76410412788391,1,0.0004081166442473809,0,1171.132673740387,2,0.1645
0.2758,10,27.965237379074097,1,0.0003409973147404188,0,555.4103000164032,2,0.2758
0.3122,25,27.64927577972412,1,0.0001024990477890952,0,259.2729494571686,2,0.3122
0.3122,29,27.161319732666016,1,6.111504946916469e-05,4,233.79512894153595,2,0.3119
0.0507,1,36.44834756851196,1,0.0004144528775179309,0,1614.5124158859253,3,0.0507
0.1615,3,36.23211932182312,1,0.0004081166442473809,0,1177.078459262848,3,0.1615
0.279,10,35.70507049560547,1,0.0003409973147404188,0,558.117481470108,3,0.279
0.3109,25,35.82320761680603,1,0.0001024990477890952,0,271.36051082611084,3,0.3109
0.3109,29,35.7252984046936,1,6.111504946916469e-05,4,246.88824713230133,3,0.3105
0.0446,1,29.177807807922363,1,0.00032894733142049284,0,1625.9025392532349,4,0.0446
0.1466,3,27.403375387191772,1,0.000323918322964604,0,1273.835241317749,4,0.1466
0.2597,10,28.17701530456543,1,0.0002706463455560439,0,638.7026970386505,4,0.2597
0.3076,33,27.966898202896118,1,3.359066857950714e-05,0,317.2369194030762,4,0.3076
0.3076,35,28.390090703964233,1,3.2958e-05,2,311.99838423728943,4,0.3072
0.0568,1,29.382469415664673,1,0.0004144528775179309,0,1609.4927654266357,5,0.0568
0.1659,3,28.729617834091187,1,0.0004081166442473809,0,1166.4138746261597,5,0.1659
0.2783,10,29.31926989555359,1,0.0003409973147404188,0,557.6639256477356,5,0.2783
0.3101,26,29.61926794052124,1,9.029444620585461e-05,0,263.986940741539,5,0.3101
0.3101,30,29.356771230697632,1,5.414340803292858e-05,4,242.4447898864746,5,0.309
0.0731,1,36.30876588821411,1,0.0005221756928593163,0,1589.4552478790283,6,0.0731
0.1819,3,35.70036959648132,1,0.00051419257299782,0,1056.5094866752625,6,0.1819
0.2926,10,35.62976408004761,1,0.00042962787507740477,0,484.7085528373718,6,0.2926
0.3121,18,35.292943239212036,1,0.0002660261678631954,0,266.88281989097595,6,0.3121
0.3121,22,34.973517179489136,1,0.00018280837316117385,4,209.56043803691864,6,0.3091
0.0271,1,28.656440019607544,1,0.00020722144835706876,0,1653.6084899902344,7,0.0271
0.1036,3,25.682518005371094,1,0.00020405340801599333,0,1433.543978691101,7,0.1036
0.207,10,28.00999689102173,1,0.00017049455144227754,0,838.0306715965271,7,0.207
0.2784,35,27.918168544769287,1,2.0762000000000002e-05,0,505.47738575935364,7,0.2784
0.0295,1,27.647444009780884,1,0.00020722144835706876,0,1652.2328939437866,8,0.0295
0.1055,3,27.74940776824951,1,0.00020405340801599333,0,1427.7362060546875,8,0.1055
0.2099,10,26.91098713874817,1,0.00017049455144227754,0,833.6238713264465,8,0.2099
0.2809,34,26.64531445503235,1,2.0762000000000002e-05,0,501.0237534046173,8,0.2809
0.2809,35,25.960908889770508,1,2.0762000000000002e-05,1,499.0119721889496,8,0.2807
