model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
SIGMA,0.011000,0.013800,0.011000,0.013800,0.011000,0.013800,P23_SH_C12_MSIGMA_FAD_H4_R2_S1,SH_FOURSQUARE_SIGMA_FAD_H4_R2_S1,foursquare,FAD_H4_R2,1,4,run_complete,4,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h4_r2_s1_20260409_095005_354555_pid492723.json,2026-04-09T09:50:42.166969Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.047200,0.041300,P23_SH_C12_MSIGMA_FSQ_SIGMA_STAGEH_REC1_S1,SH_FOURSQUARE_SIGMA_FSQ_SIGMA_STAGEH_REC1_S1,foursquare,FSQ_SIGMA_STAGEH_REC1,1,4,run_complete,4,False,True,FSQ_SIGMA_STAGEH_REC1,manual,stageh_manual_bank,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fsq_sigma_stageh_rec1_s1_20260409_095047_523698_pid492747.json,2026-04-09T09:53:57.369729Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.000400,0.000400,P23_SH_C12_MSIGMA_FAD_H2_R1_STRUCTS_S1,SH_FOURSQUARE_SIGMA_FAD_H2_R1_STRUCTS_S1,foursquare,FAD_H2_R1_STRUCTS,1,4,run_complete,4,False,True,FAD_H2_R1_STRUCTS,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h2_r1_structs_s1_20260409_095402_727234_pid492775.json,2026-04-09T09:54:59.443229Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.014300,0.015900,P23_SH_C12_MSIGMA_FAD_H4_R2_STRUCTS_S1,SH_FOURSQUARE_SIGMA_FAD_H4_R2_STRUCTS_S1,foursquare,FAD_H4_R2_STRUCTS,1,4,run_complete,4,False,True,FAD_H4_R2_STRUCTS,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h4_r2_structs_s1_20260409_095504_863081_pid492819.json,2026-04-09T09:55:41.493163Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.009800,0.009400,P23_SH_C12_MSIGMA_FAD_H2_R1_S1,SH_FOURSQUARE_SIGMA_FAD_H2_R1_S1,foursquare,FAD_H2_R1,1,5,run_complete,4,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h2_r1_s1_20260409_094809_190378_pid492702.json,2026-04-09T09:56:06.525977Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.012000,0.010100,P23_SH_C12_MSIGMA_FAD_H4_R2_STRUCTL_S1,SH_FOURSQUARE_SIGMA_FAD_H4_R2_STRUCTL_S1,foursquare,FAD_H4_R2_STRUCTL,1,4,run_complete,4,False,True,FAD_H4_R2_STRUCTL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h4_r2_structl_s1_20260409_095547_025835_pid492844.json,2026-04-09T09:56:47.574438Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.032300,0.029900,P23_SH_C12_MSIGMA_FSQ_SIGMA_STAGEH_REC1_STRUCTS_S1,SH_FOURSQUARE_SIGMA_FSQ_SIGMA_STAGEH_REC1_STRUCTS_S1,foursquare,FSQ_SIGMA_STAGEH_REC1_STRUCTS,1,5,run_complete,4,False,True,FSQ_SIGMA_STAGEH_REC1_STRUCTS,stageh_screen_variant,stageh_manual_bank_variant,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fsq_sigma_stageh_rec1_structs_s1_20260409_095611_937851_pid492865.json,2026-04-09T09:59:24.747718Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.032000,0.029300,P23_SH_C12_MSIGMA_FAD_H2_R1_STRUCTL_S1,SH_FOURSQUARE_SIGMA_FAD_H2_R1_STRUCTL_S1,foursquare,FAD_H2_R1_STRUCTL,1,7,run_complete,4,False,True,FAD_H2_R1_STRUCTL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fad_h2_r1_structl_s1_20260409_095409_597916_pid492787.json,2026-04-09T09:59:34.764621Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.010200,0.012300,P23_SH_C12_MSIGMA_FB_10_S1,SH_FOURSQUARE_SIGMA_FB_10_S1,foursquare,FB_10,1,6,run_complete,4,False,True,FB_10,global_fallback,fallback,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fb_10_s1_20260409_095920_922512_pid492915.json,2026-04-09T10:01:14.871344Z
SIGMA,0.047200,0.041300,0.047200,0.041300,0.012300,0.010500,P23_SH_C12_MSIGMA_FB_12_S1,SH_FOURSQUARE_SIGMA_FB_12_S1,foursquare,FB_12,1,7,run_complete,4,False,True,FB_12,global_fallback,fallback,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fb_12_s1_20260409_095939_898722_pid492956.json,2026-04-09T10:01:25.886498Z
SIGMA,0.060800,0.057700,0.060800,0.057700,0.060800,0.057700,P23_SH_C12_MSIGMA_FSQ_SIGMA_STAGEH_REC1_STRUCTL_S1,SH_FOURSQUARE_SIGMA_FSQ_SIGMA_STAGEH_REC1_STRUCTL_S1,foursquare,FSQ_SIGMA_STAGEH_REC1_STRUCTL,1,4,run_complete,4,False,True,FSQ_SIGMA_STAGEH_REC1_STRUCTL,stageh_screen_variant,stageh_manual_bank_variant,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fsq_sigma_stageh_rec1_structl_s1_20260409_095652_972839_pid492887.json,2026-04-09T10:01:41.907090Z
SIGMA,0.060800,0.057700,0.060800,0.057700,0.020900,0.019600,P23_SH_C12_MSIGMA_FB_11_S1,SH_FOURSQUARE_SIGMA_FB_11_S1,foursquare,FB_11,1,5,run_complete,4,False,True,FB_11,global_fallback,fallback,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/SIGMA/foursquare_SIGMA_p23_sh_c12_msigma_fb_11_s1_20260409_095929_850838_pid492935.json,2026-04-09T10:02:21.952617Z
FEARec,0.093400,0.096900,0.093400,0.096900,0.093400,0.096900,P23_SH_C16_MFEAREC_FAD_H1_R1_S1,SH_FOURSQUARE_FEAREC_FAD_H1_R1_S1,foursquare,FAD_H1_R1,1,6,run_complete,3,False,True,FAD_H1_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/foursquare/FEARec/foursquare_FEARec_p23_sh_c16_mfearec_fad_h1_r1_s1_20260409_100120_199673_pid492985.json,2026-04-09T10:04:22.076287Z
