dataset,model,combo_id,combo_kind,priority,run_phase,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,test_unseen_mrr20,test_main_seen_count,test_main_unseen_count,est_runtime_sec,elapsed_sec,max_evals,epochs,patience,seed,result_path,log_path,space_yaml,error,timestamp_utc,base_params_json
beauty,fame,K2,hist_alt,critical,BASELINE2_ADDTUNE_BEAUTY_FAME_K2,5,ok,0.0148,0.0079,0.0008613264491391736,0.0002880184460551508,349,248,62.4,157.531,8,100,7,20260438,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_baseline2_addtune_beauty_fame_k2_20260416_012651_237867_pid1229817.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_BEAUTY_FAME_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/beauty_fame_K2.yaml,,2026-04-16T01:29:26.948156+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
retail_rocket,fdsa,K1,hist_best,critical,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K1,1,ok,0.0,0.0,0.0,0.0,0,0,35.3,90.295,8,100,7,20260517,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FDSA_baseline2_addtune_retail_rocket_fdsa_k1_20260416_012801_489786_pid1230211.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K1.yaml,,2026-04-16T01:29:29.886988+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
beauty,bsarec,K1,hist_best,critical,BASELINE2_ADDTUNE_BEAUTY_BSAREC_K1,3,ok,0.0116,0.0084,0.0013507165072500244,0.0009148145515111185,349,248,74.4,113.054,8,100,7,20260417,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune_beauty_bsarec_k1_20260416_012745_121072_pid1230077.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_BEAUTY_BSAREC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/beauty_bsarec_K1.yaml,,2026-04-16T01:29:36.157162+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
retail_rocket,fdsa,K2,hist_alt,critical,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K2,0,ok,0.0,0.0,0.0,0.0,0,0,35.3,104.368,8,100,7,20260518,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FDSA_baseline2_addtune_retail_rocket_fdsa_k2_20260416_012816_292796_pid1230312.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K2.yaml,,2026-04-16T01:29:58.831459+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
retail_rocket,fdsa,K3,hist_explore,critical,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K3,4,ok,0.0,0.0,0.0,0.0,0,0,35.3,83.888,8,100,7,20260519,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FDSA_baseline2_addtune_retail_rocket_fdsa_k3_20260416_012845_330633_pid1230372.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K3.yaml,,2026-04-16T01:30:07.110941+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.28, ""embedding_size"": 112, ""fusion_type"": ""sum"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.03, ""max_len"": 45, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
retail_rocket,fdsa,K4,hist_speed,critical,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K4,7,ok,0.0,0.0,0.0,0.0,0,0,35.3,107.298,8,100,7,20260520,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/retail_rocket_FDSA_baseline2_addtune_retail_rocket_fdsa_k4_20260416_012852_906053_pid1230400.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K4.yaml,,2026-04-16T01:30:38.375685+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.13, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.18, ""max_len"": 35, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,difsr,K4,hist_speed,critical,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K4,1,ok,0.0291,0.0368,0.002109704641350211,0.0010301313443044314,2502,1059,371.9,96.435,6,100,7,20260620,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune_foursquare_difsr_k4_20260416_012933_169471_pid1230601.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K4.yaml,,2026-04-16T01:31:07.721270+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.23, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.03, ""max_len"": 55, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
foursquare,difsr,K2,hist_alt,critical,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K2,2,ok,0.0289,0.0368,0.002109704641350211,0.0009442870632672333,2502,1059,371.9,223.117,6,100,7,20260618,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune_foursquare_difsr_k2_20260416_012856_870516_pid1230427.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K2.yaml,,2026-04-16T01:32:37.937043+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
foursquare,difsr,K3,hist_explore,critical,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K3,5,ok,0.1365,0.1176,0.0010548523206751054,0.0,2502,1059,371.9,462.69,6,100,7,20260619,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_baseline2_addtune_foursquare_difsr_k3_20260416_012930_183259_pid1230571.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K3.yaml,,2026-04-16T01:37:11.008597+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.18, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.18, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,bsarec,K1,hist_best,critical,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K1,3,ok,0.1579,0.1229,0.0,0.0,2502,1059,497.5,695.698,5,100,7,20260577,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune_foursquare_bsarec_k1_20260416_012939_527111_pid1230643.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K1.yaml,,2026-04-16T01:41:13.253707+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
foursquare,bsarec,K2,hist_alt,critical,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K2,0,ok,0.133,0.109,5.27426168196815e-05,0.0,2502,1059,497.5,820.654,5,100,7,20260578,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune_foursquare_bsarec_k2_20260416_013002_248893_pid1230755.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K2.yaml,,2026-04-16T01:43:40.879844+00:00,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
foursquare,fame,K2,hist_alt,critical,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K2,2,ok,0.1297,0.1023,0.0002730206040201811,0.0,2502,1059,924.2,756.692,4,100,7,20260598,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FAME_baseline2_addtune_foursquare_fame_k2_20260416_013241_392428_pid1231167.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_FAME_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K2.yaml,,2026-04-16T01:45:16.016577+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
foursquare,bsarec,K3,hist_explore,critical,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K3,4,ok,0.1524,0.1218,0.0,0.0,2502,1059,497.5,955.783,5,100,7,20260579,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune_foursquare_bsarec_k3_20260416_013010_577602_pid1230845.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K3.yaml,,2026-04-16T01:46:04.292101+00:00,"{""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
foursquare,bsarec,K4,hist_speed,critical,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K4,7,ok,0.1427,0.1169,0.0,0.0,2502,1059,497.5,1099.496,5,100,7,20260580,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_baseline2_addtune_foursquare_bsarec_k4_20260416_013041_613035_pid1230920.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K4.yaml,,2026-04-16T01:48:59.251799+00:00,"{""dropout"": 0.23, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 55, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
foursquare,fame,K3,hist_explore,critical,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K3,5,ok,0.1509,0.1214,0.0,0.0,2502,1059,924.2,754.525,4,100,7,20260599,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FAME_baseline2_addtune_foursquare_fame_k3_20260416_013714_253878_pid1231723.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_FAME_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K3.yaml,,2026-04-16T01:49:46.916425+00:00,"{""dropout"": 0.13, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0001}"
foursquare,fame,K1,hist_best,critical,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K1,1,ok,0.1318,0.1003,0.0,0.0,2502,1059,924.2,1194.614,4,100,7,20260597,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FAME_baseline2_addtune_foursquare_fame_k1_20260416_013111_281424_pid1231000.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_FOURSQUARE_FAME_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K1.yaml,,2026-04-16T01:51:03.711861+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
beauty,duorec,K2,hist_alt,high,BASELINE2_ADDTUNE_BEAUTY_DUOREC_K2,1,ok,0.0631,0.055,0.0,0.0,349,248,193.8,222.519,6,100,7,20260498,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DuoRec_baseline2_addtune_beauty_duorec_k2_20260416_015107_053226_pid1233063.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/session_logs/BASELINE2_ADDTUNE_BEAUTY_DUOREC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/beauty_duorec_K2.yaml,,2026-04-16T01:54:47.612700+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
