dataset,model,combo_id,combo_kind,priority,est_runtime_sec,runtime_class,max_evals,epochs,patience,seed,run_phase,space_yaml,base_params_json,search_json
beauty,bsarec,K3,hist_explore,critical,74.4,very_fast,8,100,7,20260419,BASELINE2_ADDTUNE_BEAUTY_BSAREC_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/beauty_bsarec_K3.yaml,"{""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [15, 25, 35], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.135, 0.18, 0.225], ""learning_rate"": [0.00028619, 0.00041627, 0.00052034, 0.00065042, 0.00093661], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2, 3], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
beauty,bsarec,K4,hist_speed,critical,74.4,very_fast,8,100,7,20260420,BASELINE2_ADDTUNE_BEAUTY_BSAREC_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/beauty_bsarec_K4.yaml,"{""dropout"": 0.23, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 55, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [45, 55, 65], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.1725, 0.23, 0.2875], ""learning_rate"": [0.00020863, 0.00030346, 0.00037933, 0.00047416, 0.00068279], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
retail_rocket,fdsa,K1,hist_best,critical,35.3,very_fast,8,100,7,20260517,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K1.yaml,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [40, 50, 60], ""attribute_hidden_size"": [80, 112, 144], ""dropout_ratio"": [0.1875, 0.25, 0.3125], ""fusion_type"": [""concat"", ""gate"", ""sum""], ""lambda_attr"": [0.0], ""learning_rate"": [0.00017079, 0.00024842, 0.00031052, 0.00038815, 0.00055894], ""n_heads"": [2, 4, 8], ""n_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
retail_rocket,fdsa,K2,hist_alt,critical,35.3,very_fast,8,100,7,20260518,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K2.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [20, 30, 40], ""attribute_hidden_size"": [128, 160, 192], ""dropout_ratio"": [0.1125, 0.15, 0.1875], ""fusion_type"": [""gate"", ""sum""], ""lambda_attr"": [0.09, 0.15, 0.21], ""learning_rate"": [0.00023428, 0.00034077, 0.00042596, 0.00053245, 0.00076672], ""n_heads"": [2, 4, 8], ""n_layers"": [2, 3, 4], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
retail_rocket,fdsa,K3,hist_explore,critical,35.3,very_fast,8,100,7,20260519,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K3.yaml,"{""attribute_hidden_size"": 112, ""dropout"": 0.28, ""embedding_size"": 112, ""fusion_type"": ""sum"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.03, ""max_len"": 45, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [35, 45, 55], ""attribute_hidden_size"": [80, 112, 144], ""dropout_ratio"": [0.21, 0.28, 0.35], ""fusion_type"": [""gate"", ""sum""], ""lambda_attr"": [0.018, 0.03, 0.042], ""learning_rate"": [0.00017079, 0.00024842, 0.00031052, 0.00038815, 0.00055894], ""n_heads"": [2, 4, 8], ""n_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
retail_rocket,fdsa,K4,hist_speed,critical,35.3,very_fast,8,100,7,20260520,BASELINE2_ADDTUNE_RETAIL_ROCKET_FDSA_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/retail_rocket_fdsa_K4.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.13, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.18, ""max_len"": 35, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [25, 35, 45], ""attribute_hidden_size"": [128, 160, 192], ""dropout_ratio"": [0.0975, 0.13, 0.1625], ""fusion_type"": [""gate"", ""sum""], ""lambda_attr"": [0.108, 0.18, 0.252], ""learning_rate"": [0.00023428, 0.00034077, 0.00042596, 0.00053245, 0.00076672], ""n_heads"": [2, 4, 8], ""n_layers"": [2, 3, 4], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,difsr,K1,hist_best,critical,371.9,fast,6,100,7,20260617,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K1.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [20, 30, 40], ""attribute_hidden_size"": [128, 160, 192], ""dropout_ratio"": [0.1125, 0.15, 0.1875], ""fusion_type"": [""gate"", ""sum""], ""lambda_attr"": [0.09, 0.15, 0.21], ""learning_rate"": [0.00024078, 0.00035023, 0.00043779, 0.00054724, 0.00078802], ""num_heads"": [2, 4, 8], ""num_layers"": [2, 3, 4], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,difsr,K2,hist_alt,critical,371.9,fast,6,100,7,20260618,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K2.yaml,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [40, 50, 60], ""attribute_hidden_size"": [80, 112, 144], ""dropout_ratio"": [0.1875, 0.25, 0.3125], ""fusion_type"": [""concat"", ""gate"", ""sum""], ""lambda_attr"": [0.0], ""learning_rate"": [0.00017553, 0.00025532, 0.00031915, 0.00039894, 0.00057447], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
foursquare,difsr,K3,hist_explore,critical,371.9,fast,6,100,7,20260619,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K3.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.18, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.18, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [15, 25, 35], ""attribute_hidden_size"": [128, 160, 192], ""dropout_ratio"": [0.135, 0.18, 0.225], ""fusion_type"": [""concat"", ""gate"", ""sum""], ""lambda_attr"": [0.108, 0.18, 0.252], ""learning_rate"": [0.00024078, 0.00035023, 0.00043779, 0.00054724, 0.00078802], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2, 3], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,difsr,K4,hist_speed,critical,371.9,fast,6,100,7,20260620,BASELINE2_ADDTUNE_FOURSQUARE_DIFSR_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_difsr_K4.yaml,"{""attribute_hidden_size"": 112, ""dropout"": 0.23, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.03, ""max_len"": 55, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [45, 55, 65], ""attribute_hidden_size"": [80, 112, 144], ""dropout_ratio"": [0.1725, 0.23, 0.2875], ""fusion_type"": [""concat"", ""gate"", ""sum""], ""lambda_attr"": [0.018, 0.03, 0.042], ""learning_rate"": [0.00017553, 0.00025532, 0.00031915, 0.00039894, 0.00057447], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
foursquare,bsarec,K1,hist_best,critical,497.5,medium,5,100,7,20260577,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K1.yaml,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [25, 30], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.1125, 0.15, 0.1875], ""learning_rate"": [0.0002782, 0.00040466, 0.00050582, 0.00063228, 0.00091048], ""num_heads"": [2, 4, 8], ""num_layers"": [2, 3, 4], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,bsarec,K2,hist_alt,critical,497.5,medium,5,100,7,20260578,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K2.yaml,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [45, 50], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.1875, 0.25, 0.3125], ""learning_rate"": [0.00025038, 0.00036419, 0.00045524, 0.00056905, 0.00081944], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
foursquare,bsarec,K3,hist_explore,critical,497.5,medium,5,100,7,20260579,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K3.yaml,"{""dropout"": 0.18, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [20, 25], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.135, 0.18, 0.225], ""learning_rate"": [0.0002782, 0.00040466, 0.00050582, 0.00063228, 0.00091048], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2, 3], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,bsarec,K4,hist_speed,critical,497.5,medium,5,100,7,20260580,BASELINE2_ADDTUNE_FOURSQUARE_BSAREC_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_bsarec_K4.yaml,"{""dropout"": 0.23, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 55, ""n_heads"": 4, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}","{""MAX_ITEM_LIST_LENGTH"": [50, 55], ""bsarec_alpha"": [0.3, 0.5, 0.7], ""bsarec_c"": [2, 3, 4], ""dropout_ratio"": [0.1725, 0.23, 0.2875], ""learning_rate"": [0.00025038, 0.00036419, 0.00045524, 0.00056905, 0.00081944], ""num_heads"": [2, 4, 8], ""num_layers"": [1, 2], ""weight_decay"": [0.0, 0.00025, 0.0005, 0.001]}"
foursquare,fame,K1,hist_best,critical,924.2,slow,4,100,7,20260597,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K1.yaml,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}","{""MAX_ITEM_LIST_LENGTH"": [15, 20], ""dropout_ratio"": [0.075, 0.1, 0.125], ""learning_rate"": [0.00020174, 0.00029344, 0.0003668, 0.0004585, 0.00066023], ""num_experts"": [2, 3], ""num_heads"": [4], ""num_layers"": [2], ""weight_decay"": [0.0, 5e-05, 0.0001, 0.0002]}"
foursquare,fame,K2,hist_alt,critical,924.2,slow,4,100,7,20260598,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K2.yaml,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [23, 28], ""dropout_ratio"": [0.1125, 0.15, 0.1875], ""learning_rate"": [0.00018156, 0.00026409, 0.00033012, 0.00041265, 0.00059421], ""num_experts"": [2, 3, 4], ""num_heads"": [4], ""num_layers"": [2], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
foursquare,fame,K3,hist_explore,critical,924.2,slow,4,100,7,20260599,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K3.yaml,"{""dropout"": 0.13, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0001}","{""MAX_ITEM_LIST_LENGTH"": [15, 20], ""dropout_ratio"": [0.0975, 0.13, 0.1625], ""learning_rate"": [0.00020174, 0.00029344, 0.0003668, 0.0004585, 0.00066023], ""num_experts"": [2, 3, 4], ""num_heads"": [4], ""num_layers"": [1], ""weight_decay"": [0.0, 5e-05, 0.0001, 0.0002]}"
foursquare,fame,K4,hist_speed,critical,924.2,slow,4,100,7,20260600,BASELINE2_ADDTUNE_FOURSQUARE_FAME_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING/spaces/foursquare_fame_K4.yaml,"{""dropout"": 0.13, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 33, ""n_heads"": 4, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}","{""MAX_ITEM_LIST_LENGTH"": [28, 33], ""dropout_ratio"": [0.0975, 0.13, 0.1625], ""learning_rate"": [0.00018156, 0.00026409, 0.00033012, 0.00041265, 0.00059421], ""num_experts"": [2, 3, 4], ""num_heads"": [4], ""num_layers"": [2], ""weight_decay"": [0.0, 0.0001, 0.0002, 0.0004]}"
