avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
8.869624484669078,True,11,0.0267,ok,0.0348,0.16489195823669434,0.0307,1
8.896888947486877,False,100,0.1607,ok,0.249,0.178267240524292,0.1322,2
8.785921942103993,True,11,0.028,ok,0.0368,0.16720819473266602,0.0345,3
8.758108117363669,True,11,0.027,ok,0.0364,0.17000246047973633,0.0329,4
8.94697892665863,False,100,0.1297,ok,0.2002,0.18025803565979004,0.1044,5
8.784325361251831,True,11,0.029,ok,0.0376,0.16370439529418945,0.037,6
8.81507023898038,True,11,0.027,ok,0.036,0.16582345962524414,0.0326,7
8.776823802427812,True,11,0.029,ok,0.0376,0.16946721076965332,0.0366,8
8.784627415917136,True,11,0.0141,ok,0.0228,0.16826677322387695,0.0121,9
8.792568055066196,True,11,0.0268,ok,0.0344,0.17167282104492188,0.0317,10
8.951177740097046,False,100,0.1236,ok,0.1914,0.17361044883728027,0.1011,11
9.042056910991668,False,100,0.1343,ok,0.209,0.16867756843566895,0.1097,12
9.023423418998718,False,100,0.1502,ok,0.2382,0.17368745803833008,0.1244,13
