early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,33,0.0588,ok,0.1148,0.0558,1
,,0.0,fail,,,2
,,0.0,fail,,,3
,,0.0,fail,,,4
True,45,0.0527,ok,0.1311,0.0551,5
True,32,0.0597,ok,0.1077,0.053,6
True,33,0.0597,ok,0.1148,0.0556,7
,,0.0,fail,,,8
,,0.0,fail,,,9
True,35,0.0593,ok,0.1194,0.0585,10
True,39,0.056,ok,0.1265,0.0597,11
True,51,0.0489,ok,0.1218,0.05,12
,,0.0,fail,,,13
,,0.0,fail,,,14
,,0.0,fail,,,15
,,0.0,fail,,,16
True,27,0.0585,ok,0.1171,0.0482,17
True,33,0.0589,ok,0.1148,0.0569,18
True,40,0.0514,ok,0.1335,0.0524,19
,,0.0,fail,,,20
