cv_usage,entropy_mean,family_top_expert_mean_share,n_eff,route_consistency_feature_group_knn_exposure_js,route_consistency_feature_group_knn_exposure_score,route_consistency_feature_group_knn_focus_js,route_consistency_feature_group_knn_focus_score,route_consistency_feature_group_knn_mean_score,route_consistency_feature_group_knn_memory_js,route_consistency_feature_group_knn_memory_score,route_consistency_feature_group_knn_tempo_js,route_consistency_feature_group_knn_tempo_score,route_consistency_group_knn_js,route_consistency_group_knn_score,route_consistency_intra_group_knn_mean_js,route_consistency_intra_group_knn_mean_score,route_consistency_knn_js,route_consistency_knn_score,route_jitter_adjacent,stage,top1_max_frac
0.35164356231689453,1.303892123016658,0.3469085693359375,3.559817294628855,0.00287502852464683,0.9971291004119772,0.0038235776933406755,0.9961837228721241,0.9967764406634284,0.004105489981041598,0.9959029260217397,0.0021122158101777684,0.9978900133478728,0.0012469076367574749,0.9987538694295597,0.0,1.0,0.0012469076367574749,0.9987538694295597,0.0,macro@1,0.7734340996320184
