dataset,model,base_rank,base_tag,split,metric,value,result_json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,mrr@5,0.3115,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,mrr@10,0.3145,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,valid,mrr@20,0.3161,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,hit@5,0.3656,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,hit@10,0.3958,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,hit@20,0.4165,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,ndcg@5,0.3228,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,ndcg@10,0.3326,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,ndcg@20,0.3379,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,mrr@5,0.3086,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,mrr@10,0.3126,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,1,lastfm0_03_top01_23090_results,test,mrr@20,0.3141,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment/lastfm0.03_FeaturedMoE_N3_s2_lastfm0_03_featured_moe_n3_r10_20260418_231238_575658_pid234744.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,hit@5,0.3597,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,hit@10,0.3838,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,hit@20,0.4102,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,ndcg@5,0.3216,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,ndcg@10,0.3294,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,ndcg@20,0.3361,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,mrr@5,0.3088,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,mrr@10,0.312,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,valid,mrr@20,0.3139,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,hit@5,0.3686,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,hit@10,0.3958,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,hit@20,0.4172,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,ndcg@5,0.323,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,ndcg@10,0.3317,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,ndcg@20,0.3372,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,mrr@5,0.3078,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,mrr@10,0.3114,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,2,lastfm0_03_top02_23090_results,test,mrr@20,0.3129,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_051535_204527_pid294458.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,hit@5,0.3597,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,hit@10,0.3838,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,hit@20,0.4102,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,ndcg@5,0.3216,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,ndcg@10,0.3294,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,ndcg@20,0.3361,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,mrr@5,0.3088,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,mrr@10,0.312,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,valid,mrr@20,0.3139,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,hit@5,0.3686,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,hit@10,0.3958,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,hit@20,0.4172,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,ndcg@5,0.323,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,ndcg@10,0.3317,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,ndcg@20,0.3372,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,mrr@5,0.3078,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,mrr@10,0.3114,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,3,lastfm0_03_top03_23090_results,test,mrr@20,0.3129,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/lastfm0.03_FeaturedMoE_N3_s1_lastfm0_03_featured_moe_n3_r01_20260419_100732_929263_pid357546.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,hit@5,0.3639,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,hit@10,0.3867,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,hit@20,0.4093,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,ndcg@5,0.3184,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,ndcg@10,0.3259,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,ndcg@20,0.3316,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,mrr@5,0.3031,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,mrr@10,0.3062,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,valid,mrr@20,0.3078,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,hit@5,0.3711,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,hit@10,0.3969,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,hit@20,0.4208,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,ndcg@5,0.3213,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,ndcg@10,0.3297,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,ndcg@20,0.3358,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,mrr@5,0.3046,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,mrr@10,0.3081,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
lastfm0.03,featured_moe_n3,4,lastfm0_03_top04_23090_results,test,mrr@20,0.3099,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/lastfm0.03_FeaturedMoE_N3_s3_lastfm0_03_topk_g3k2_c2_seed1_20260419_121747_135983_pid396501.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,hit@5,0.4944,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,hit@10,0.5736,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,hit@20,0.6465,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,ndcg@5,0.3931,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,ndcg@10,0.4188,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,ndcg@20,0.4373,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,mrr@5,0.3595,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,mrr@10,0.3701,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,valid,mrr@20,0.3752,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,hit@5,0.4848,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,hit@10,0.5609,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,hit@20,0.6312,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,ndcg@5,0.3905,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,ndcg@10,0.4152,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,ndcg@20,0.4329,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,mrr@5,0.3591,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,mrr@10,0.3693,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,1,retail_rocket_top01_23090_results,test,mrr@20,0.3742,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_pg1_20260419_083920_955173_pid340636.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,hit@5,0.4913,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,hit@10,0.5702,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,hit@20,0.644,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,ndcg@5,0.3924,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
retail_rocket,featured_moe_n3,2,retail_rocket_top02_23090_results,valid,ndcg@10,0.418,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_topk_test/normal/topk_test/TOPK/retail_rocket/FMoEN3/retail_rocket_FeaturedMoE_N3_topk_retail_rocket_featured_moe_n3_glb4_20260419_084144_008453_pid341289.json
