early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,18,0.2384,ok,0.2954,0.24,1
False,35,0.2075,ok,0.2994,0.2103,2
True,18,0.2367,ok,0.2954,0.2406,3
,,0.0,fail,,,4
True,33,0.237,ok,0.2938,0.2379,5
True,33,0.2385,ok,0.2986,0.2386,6
False,35,0.2008,ok,0.3047,0.2052,7
True,17,0.2369,ok,0.292,0.2372,8
True,13,0.2394,ok,0.2954,0.2396,9
True,14,0.2393,ok,0.2938,0.2418,10
True,16,0.234,ok,0.2917,0.2408,11
False,35,0.1962,ok,0.301,0.2014,12
,,0.0,fail,,,13
True,19,0.2414,ok,0.296,0.2421,14
True,32,0.2404,ok,0.2914,0.2399,15
True,17,0.2386,ok,0.2946,0.2381,16
True,20,0.2388,ok,0.2944,0.2396,17
True,18,0.239,ok,0.2997,0.2392,18
True,30,0.2367,ok,0.2954,0.2378,19
True,32,0.2387,ok,0.2952,0.2422,20
