cv_usage,entropy_mean,family_top_expert_mean_share,n_eff,route_consistency_feature_group_knn_exposure_js,route_consistency_feature_group_knn_exposure_score,route_consistency_feature_group_knn_focus_js,route_consistency_feature_group_knn_focus_score,route_consistency_feature_group_knn_mean_score,route_consistency_feature_group_knn_memory_js,route_consistency_feature_group_knn_memory_score,route_consistency_feature_group_knn_tempo_js,route_consistency_feature_group_knn_tempo_score,route_consistency_group_knn_js,route_consistency_group_knn_score,route_consistency_intra_group_knn_mean_js,route_consistency_intra_group_knn_mean_score,route_consistency_knn_js,route_consistency_knn_score,route_jitter_adjacent,stage,top1_max_frac
0.2262900734379997,2.3256632157163053,0.12464766204357147,11.415449356758053,0.012902981621676503,0.9871799049679835,0.00713937065175412,0.9928860541133098,0.9901301520968069,0.008226781354470108,0.9918069660038009,0.011417246112300343,0.9886476833021335,0.002919429017049989,0.9970848283717869,0.0016410510084026385,0.9983608089592622,0.004773088037039811,0.9952382850455616,0.0,macro@1,0.7590072258875274
