family,dataset_target,model,candidate_rank,score_mean9,test_mrr20,test_hr10,test_ndcg10,valid_mrr20,epochs_run,source_file,learning_rate,weight_decay,MAX_ITEM_LIST_LENGTH,hidden_size,embedding_size,inner_size,num_layers,num_heads,hidden_dropout_prob,attn_dropout_prob,dropout_prob,attribute_hidden_size,bsarec_alpha,bsarec_c,contrast,conv_kernel,d_expert_hidden,d_feat_emb,d_ff,d_router_hidden,dropout,dropout_ratio,eval_batch_size,expert_scale,fame_moe_last_k_layers,fixed_hidden_dropout_prob,fmoe_v2_parallel_stage_gate_temperature,fmoe_v2_parallel_stage_gate_top_k,fusion_type,global_ratio,group_top_k,lambda_attr,lmd,lmd_sem,moe_top_k,n_heads,n_layers,num_experts,pooling_mode,remaining_ratio,route_consistency_lambda,router_feature_proj_dim,router_feature_proj_layers,router_feature_scale,router_group_feature_scale,router_hidden_scale,router_impl,router_use_feature,router_use_hidden,selected_features,semantic_sample_max_tries,stage_feature_dropout_prob,state_size,tau,time_span,train_batch_size,use_attribute_predictor,z_loss_lambda
baseline,beauty,gru4rec,6,0.0481,0.0336,0.0688,0.0396,0.0742,22,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_baseline2_addtune3_2_beauty_gru4rec_k42_20260416_080941_125478_pid1325743.json,0.004943002923503988,,18.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,beauty,gru4rec,7,0.047944,0.0315,0.0749,0.0399,0.0386,42,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c1_s1_20260415_023939_147840_pid1132542.json,0.0011698028833398016,1e-06,50.0,192.0,192.0,,2.0,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,beauty,gru4rec,8,0.045833,0.0299,0.0679,0.0369,0.0363,47,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/beauty/GRU4Rec/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c3_s1_20260415_024020_731925_pid1132658.json,0.0013996542310409823,1e-06,45.0,192.0,192.0,,1.0,,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,beauty,gru4rec,9,0.045767,0.0299,0.0632,0.0359,0.036,52,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c3_s1_20260415_024020_731925_pid1132658.json,0.0010810729691601022,1e-06,45.0,192.0,192.0,,1.0,,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,beauty,gru4rec,10,0.045756,0.0289,0.0749,0.0381,0.0395,42,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_pair60_v3_lr10_dbeauty_mgru4rec_p022_c3_s1_20260415_024020_731925_pid1132658.json,0.0016124532883448818,1e-06,45.0,192.0,192.0,,1.0,,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,beauty,sasrec,1,0.137,0.1285,0.1491,0.1334,0.0735,43,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.0008211884211189051,0.00015,5.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,2,0.135056,0.1278,0.1491,0.1327,0.0735,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/final_all_datasets/P14/amazon_beauty/SASRec/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.0006621628250899303,0.00015,5.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,3,0.134833,0.1273,0.1491,0.1322,0.084,52,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/final_all_datasets/P14/amazon_beauty/SASRec/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.0012183467710655644,0.00015,5.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,4,0.133667,0.1289,0.1404,0.1317,0.077,54,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.00037901009789984973,0.00015,30.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,5,0.133178,0.127,0.1491,0.132,0.0734,28,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.0009457772615276207,0.00015,5.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,6,0.132544,0.1267,0.1316,0.1262,0.0833,60,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/final_all_datasets/P14/amazon_beauty/SASRec/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h3_s1_20260328_080149_979404_pid332820.json,0.0006129939130864276,0.0002,5.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,beauty,sasrec,7,0.1321,0.1263,0.1404,0.1296,0.0763,56,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h2_s1_20260328_080150_015349_pid332819.json,0.0004490786593055396,0.00015,30.0,144.0,144.0,288.0,2.0,4.0,0.12,0.12,0.12,,,,,6.0,,,,,,0.12,,,,,,,,,,,,,,4.0,2.0,6.0,,0.6,,,,,,,,,,,,,24.0,,384.0,,,
baseline,beauty,sasrec,8,0.131722,0.1265,0.1404,0.1291,0.0725,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/final_all_datasets/P14/amazon_beauty/SASRec/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h3_s1_20260328_080149_979404_pid332820.json,0.0009091262151261795,0.0002,5.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,beauty,sasrec,9,0.130622,0.1263,0.1404,0.1295,0.0767,54,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/final_all_datasets/P14/amazon_beauty/SASRec/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h3_s1_20260328_080149_979404_pid332820.json,0.00029628420546981544,0.0002,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,beauty,sasrec,10,0.129433,0.1262,0.1316,0.1272,0.0707,40,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/amazon_beauty_SASRec_p14_fad_d02_m01_sasrec_h3_s1_20260328_080149_979404_pid332820.json,0.0004902112927905978,0.0002,50.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,beauty,tisasrec,1,0.118789,0.0919,0.1662,0.1068,0.0726,43,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_TiSASRec_s3_beauty_tisasrec_c1_seed3_20260418_131353_610971_pid1695096.json,0.00042722,1e-06,20.0,128.0,,256.0,,,0.15,0.12,,,,,,,,,,,,0.15,4096.0,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,512.0,2048.0,,
baseline,beauty,tisasrec,2,0.109278,0.0809,0.1605,0.0976,0.0912,26,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/beauty/TiSASRec/beauty_TiSASRec_s1_beauty_tisasrec_20260418_043150_053893_pid1646086.json,0.0006116,5e-05,10.0,128.0,,256.0,,,0.15,0.2,,,,,,,,,,,,0.15,4096.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,256.0,2048.0,,
baseline,beauty,tisasrec,3,0.109122,0.0804,0.1547,0.0941,0.0905,26,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/beauty/TiSASRec/beauty_TiSASRec_s1_beauty_tisasrec_20260418_043150_053893_pid1646086.json,0.00087555,1e-05,10.0,128.0,,256.0,,,0.2,0.12,,,,,,,,,,,,0.15,4096.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,256.0,2048.0,,
baseline,beauty,tisasrec,4,0.106944,0.0756,0.1547,0.0901,0.0878,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k3_20260416_051716_720624_pid1275890.json,0.0007624568119583128,0.000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,5,0.106089,0.0734,0.1519,0.0886,0.0894,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning3/BASELINE2/beauty/TiSASRec/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k1_20260416_051548_383995_pid1275343.json,0.0010814983143643227,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,6,0.105744,0.0733,0.1519,0.0876,0.0875,31,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning3/BASELINE2/beauty/TiSASRec/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k3_20260416_051716_720624_pid1275890.json,0.0008370377798160108,0.000351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,7,0.104989,0.0723,0.1605,0.0892,0.0867,92,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning3/BASELINE2/beauty/TiSASRec/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k3_20260416_051716_720624_pid1275890.json,0.00023004860103393034,0.000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,8,0.104578,0.0727,0.1519,0.0884,0.0879,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k1_20260416_051548_383995_pid1275343.json,0.0010337126670066324,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,9,0.104556,0.0727,0.1519,0.0871,0.0861,53,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k3_20260416_051716_720624_pid1275890.json,0.0005425326888383878,0.000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,beauty,tisasrec,10,0.104489,0.0776,0.149,0.0919,0.0932,50,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_baseline2_addtune3_beauty_tisasrec_k10_20260416_051623_252314_pid1275527.json,0.0010439652357647749,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,
baseline,foursquare,bsarec,1,0.2209,0.1808,0.2818,0.2029,0.2112,70,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/BSARec/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0013244511662131558,0.0002781359299602239,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,2,0.218356,0.1768,0.2822,0.2004,0.2052,82,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0008242670761461074,0.00022691088048027873,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,3,0.217967,0.177,0.2822,0.2008,0.2067,83,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/BSARec/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0008512396912007421,0.00027231267885388785,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,4,0.211289,0.1757,0.2702,0.1972,0.2077,97,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0004447672877034755,0.00016931730642440323,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,5,0.211089,0.1751,0.2678,0.1962,0.205,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.00041037936253969547,0.00018947764860042634,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,6,0.210878,0.1729,0.2718,0.1954,0.2047,52,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0008622257326520396,0.00014924013431091225,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,7,0.210767,0.1718,0.2738,0.1947,0.2058,84,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/BSARec/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.000648181431425401,0.00017263594860823081,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,8,0.2106,0.1757,0.2678,0.1967,0.2031,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/BSARec/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0003767871358572125,0.0001819055682793671,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,9,0.1981,0.1688,0.2426,0.1857,0.1922,97,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/BSARec/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.0003191945066600174,0.0002448763502454851,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,bsarec,10,0.195111,0.1656,0.2434,0.1837,0.1907,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_BSARec_full_history_v4_c4_dfoursquare_mbsarec_p026_c1_s1_20260416_124537_003784_pid361417.json,0.00025909500640038807,0.00020542278877379297,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
baseline,foursquare,difsr,1,0.272956,0.2217,0.3573,0.2521,0.243,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0009469629578319473,0.00030710096913010606,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,2,0.269189,0.2176,0.3521,0.2477,0.2415,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0008684772180461475,0.00022376913096496746,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,3,0.265322,0.2144,0.3477,0.2441,0.2407,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.000873106761874328,0.0001686943767243892,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,4,0.260756,0.2079,0.3449,0.2389,0.2384,89,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0009701341179607258,0.00014515567993439384,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,5,0.248322,0.2062,0.3114,0.2299,0.229,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0005787067265340257,0.0002162858703397165,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,6,0.246556,0.2072,0.3106,0.2308,0.2231,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.000516991112621847,0.000279353045587946,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,7,0.243833,0.2053,0.3062,0.2285,0.2239,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.000475102978101841,0.000275318442148721,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,8,0.243122,0.2036,0.3078,0.2274,0.2227,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0004677417789664006,0.00022079613807996103,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,9,0.240878,0.2014,0.3038,0.2246,0.2201,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DIFSR/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0003829971769839507,0.00016029917172573542,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,difsr,10,0.237267,0.2016,0.2942,0.2227,0.2138,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DIFSR_full_history_v4_c4_dfoursquare_mdifsr_p028_c1_s1_20260416_130211_282580_pid363329.json,0.0003589271588628336,0.0002476530723084443,30.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,,160.0,,,,,,,,,,0.15,,,,,,,gate,,,0.15,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,True,
baseline,foursquare,duorec,1,0.241044,0.182,0.3377,0.2159,0.2057,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DuoRec_full_history_v4_c4_dfoursquare_mduorec_p024_c1_s1_20260416_124022_530568_pid360151.json,0.00036110735641301195,0.00011708364035346069,20.0,128.0,128.0,256.0,1.0,2.0,0.15,0.15,,,,,su,,,,,,,0.15,,,,,,,,,,,0.0,0.02,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.24,,,,
baseline,foursquare,duorec,2,0.240789,0.1805,0.3425,0.2159,0.2084,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DuoRec_full_history_v4_c4_dfoursquare_mduorec_p024_c1_s1_20260416_124022_530568_pid360151.json,0.00047425177323159266,0.00020697460690711906,20.0,128.0,128.0,256.0,1.0,2.0,0.15,0.15,,,,,su,,,,,,,0.15,,,,,,,,,,,0.0,0.02,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.24,,,,
baseline,foursquare,duorec,3,0.236089,0.1775,0.3317,0.211,0.2081,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/foursquare_DuoRec_full_history_v4_c4_dfoursquare_mduorec_p024_c1_s1_20260416_124022_530568_pid360151.json,0.00042696401720815786,0.00022117131037631467,20.0,128.0,128.0,256.0,1.0,2.0,0.15,0.15,,,,,su,,,,,,,0.15,,,,,,,,,,,0.0,0.02,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.24,,,,
baseline,foursquare,duorec,4,0.232989,0.1729,0.3301,0.2074,0.2018,90,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DuoRec/foursquare_DuoRec_full_history_v4_c4_dfoursquare_mduorec_p024_c1_s1_20260416_124022_530568_pid360151.json,0.000389957813492739,0.00015101147482772886,20.0,128.0,128.0,256.0,1.0,2.0,0.15,0.15,,,,,su,,,,,,,0.15,,,,,,,,,,,0.0,0.02,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.24,,,,
baseline,foursquare,duorec,5,0.232178,0.1725,0.3285,0.2067,0.2042,91,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/normal/full_history_v4_c4/FULL/foursquare/DuoRec/foursquare_DuoRec_full_history_v4_c4_dfoursquare_mduorec_p024_c1_s1_20260416_124022_530568_pid360151.json,0.0004210107212447609,0.00020720525918107457,20.0,128.0,128.0,256.0,1.0,2.0,0.15,0.15,,,,,su,,,,,,,0.15,,,,,,,,,,,0.0,0.02,,2.0,1.0,,,,,,,,,,,,,,2.0,,,0.24,,,,
baseline,foursquare,duorec,6,0.225256,0.1664,0.3233,0.2001,0.1939,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s1_foursquare_duorec_20260418_022623_940054_pid544113.json,0.00058163,0.00015,20.0,160.0,112.0,256.0,,,0.15,0.1,,,,,,,,,,,,0.12,,,,,,,,,,,0.0,0.0,,2.0,2.0,,,,,,,,,,,,,,,,,0.22,,,,
baseline,foursquare,duorec,7,0.224322,0.1666,0.3241,0.2006,0.1913,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s1_foursquare_duorec_20260418_022623_940054_pid544113.json,0.00058163,0.0,20.0,112.0,128.0,256.0,,,0.15,0.08,,,,,,,,,,,,0.12,,,,,,,,,,,0.02,0.0,,4.0,2.0,,,,,,,,,,,,,,,,,0.22,,,,
baseline,foursquare,duorec,8,0.221456,0.1625,0.3217,0.197,0.1887,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DuoRec_s1_foursquare_duorec_20260418_022623_940054_pid544113.json,0.00041128,0.00015,20.0,112.0,128.0,256.0,,,0.15,0.08,,,,,,,,,,,,0.12,,,,,,,,,,,0.03,0.0,,4.0,2.0,,,,,,,,,,,,,,,,,0.22,,,,
