family,dataset_target,model,candidate_rank,score_mean9,test_mrr20,test_hr10,test_ndcg10,valid_mrr20,epochs_run,source_file,learning_rate,weight_decay,MAX_ITEM_LIST_LENGTH,hidden_size,embedding_size,inner_size,num_layers,num_heads,hidden_dropout_prob,attn_dropout_prob,dropout_prob,attribute_hidden_size,bsarec_alpha,bsarec_c,contrast,conv_kernel,d_expert_hidden,d_feat_emb,d_ff,d_router_hidden,dropout,dropout_ratio,eval_batch_size,expert_scale,fame_moe_last_k_layers,fixed_hidden_dropout_prob,fmoe_v2_parallel_stage_gate_temperature,fmoe_v2_parallel_stage_gate_top_k,fusion_type,global_ratio,group_top_k,lambda_attr,lmd,lmd_sem,moe_top_k,n_heads,n_layers,num_experts,pooling_mode,remaining_ratio,route_consistency_lambda,router_feature_proj_dim,router_feature_proj_layers,router_feature_scale,router_group_feature_scale,router_hidden_scale,router_impl,router_use_feature,router_use_hidden,selected_features,semantic_sample_max_tries,stage_feature_dropout_prob,state_size,tau,time_span,train_batch_size,use_attribute_predictor,z_loss_lambda
baseline,lastfm,fame,9,0.394733,0.3721,0.429,0.3848,0.3943,89,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_FAME_p1_fixreg_w1_d01_fame_c1_20260315_074505_124233_pid399638.json,0.0003146048947054409,0.0001,,,,,1.0,2.0,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,fame,10,0.394556,0.372,0.4294,0.3849,0.394,70,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P1/lastfm0.03/FAME/lastfm0.03_FAME_p1_fixreg_w1_d01_fame_c1_20260315_074505_124233_pid399638.json,0.00042535756910568485,0.0001,,,,,1.0,2.0,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,fdsa,1,0.336956,0.3111,0.3787,0.326,0.312,29,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s3_lastfm0_03_fdsa_c1_seed2_20260418_140057_315958_pid644537.json,0.00050234,1e-06,20.0,112.0,160.0,320.0,,,0.2,0.12,,96.0,,,,,,,,,,0.15,,,,,,,,,,0.16,,,,2.0,3.0,,mean,,,,,,,,,,,category,,,,,,,,
baseline,lastfm,fdsa,2,0.334356,0.3097,0.3744,0.3241,0.3099,30,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s3_lastfm0_03_fdsa_c2_seed2_20260418_140229_684936_pid645007.json,0.00045174,1e-06,10.0,112.0,160.0,320.0,,,0.12,0.1,,128.0,,,,,,,,,,0.15,,,,,,,,,,0.12,,,,2.0,2.0,,mean,,,,,,,,,,,category,,,,,,,,
baseline,lastfm,fdsa,3,0.334011,0.3087,0.3725,0.3226,0.3107,21,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/lastfm0.03/FDSA/lastfm0.03_FDSA_s1_lastfm0_03_fdsa_20260417_170551_343661_pid524968.json,0.00062118,1e-06,50.0,192.0,112.0,320.0,,,0.2,0.12,,112.0,,,,,,,,,,0.15,,,,,,,,,,0.12,,,,1.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,4,0.332133,0.3055,0.3762,0.3213,0.3105,61,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s1_lastfm0_03_fdsa_20260417_170551_343661_pid524968.json,0.00017375,5e-05,30.0,192.0,160.0,320.0,,,0.2,0.15,,192.0,,,,,,,,,,0.15,,,,,,,,,,0.12,,,,1.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,5,0.331544,0.3062,0.3693,0.3198,0.3101,45,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s1_lastfm0_03_fdsa_20260417_170551_343661_pid524968.json,0.00062118,0.0001,30.0,96.0,112.0,320.0,,,0.2,0.08,,112.0,,,,,,,,,,0.15,,,,,,,,,,0.15,,,,1.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,6,0.329722,0.3076,0.3656,0.3202,0.3112,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FDSA_s1_lastfm0_03_fdsa_20260417_170551_343661_pid524968.json,0.00050234,1e-05,10.0,96.0,112.0,320.0,,,0.12,0.2,,96.0,,,,,,,,,,0.15,,,,,,,,,,0.15,,,,2.0,4.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,7,0.329633,0.3061,0.3671,0.3196,0.3106,32,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage2_focus_search/S2/lastfm0.03/FDSA/lastfm0.03_FDSA_s2_lastfm0_03_fdsa_20260418_072446_096686_pid568738.json,0.00032853,1e-06,10.0,112.0,112.0,320.0,,,0.1,0.1,,128.0,,,,,,,,,,0.15,,,,,,,,,,0.15,,,,2.0,3.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,8,0.328344,0.3029,0.37,0.3177,0.3075,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage2_focus_search/S2/lastfm0.03/FDSA/lastfm0.03_FDSA_s2_lastfm0_03_fdsa_20260418_072446_096686_pid568738.json,0.00062118,1e-05,20.0,96.0,160.0,320.0,,,0.12,0.15,,96.0,,,,,,,,,,0.15,,,,,,,,,,0.16,,,,1.0,3.0,,mean,,,,,,,,,,,['category'],,,,,,,,
baseline,lastfm,fdsa,9,0.328144,0.3033,0.3657,0.3171,0.2987,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v3_lr10/PAIR60/lastfm0.03/FDSA/lastfm0.03_FDSA_pair60_v3_lr10_dlastfm0_03_mfdsa_p019_c2_s1_20260415_004145_595984_pid1123700.json,0.00035274451023949995,0.0005,50.0,112.0,112.0,224.0,1.0,4.0,0.25,0.25,,112.0,,,,,,,,,,0.25,,,,,,,concat,,,0.0,,,,4.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,,True,
baseline,lastfm,fdsa,10,0.325833,0.2998,0.3668,0.3144,0.2952,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FDSA_pair60_v3_lr10_dlastfm0_03_mfdsa_p019_c2_s1_20260415_004145_595984_pid1123700.json,0.0002918220507862685,0.0005,50.0,112.0,112.0,224.0,1.0,4.0,0.25,0.25,,112.0,,,,,,,,,,0.25,,,,,,,concat,,,0.0,,,,4.0,1.0,,mean,,,,,,,,,,,['category'],,,,,,,True,
baseline,lastfm,fearec,1,0.337322,0.3039,0.3893,0.3235,0.3012,31,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage3_seed_confirm/S3/lastfm0.03/FEARec/lastfm0.03_FEARec_s3_lastfm0_03_fearec_c1_seed1_20260418_131801_491453_pid635442.json,0.00052422,1e-05,50.0,128.0,96.0,256.0,,,0.1,0.08,,,,,,,,,,,,0.12,,,,,,,,,,,0.03,0.0,,2.0,3.0,,,,,,,,,,,,,,,,,0.2,,,,
baseline,lastfm,fearec,2,0.336233,0.2969,0.3947,0.3193,0.2916,60,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage2_focus_search/S2/lastfm0.03/FEARec/lastfm0.03_FEARec_s2_lastfm0_03_fearec_20260418_071315_771996_pid566817.json,0.00016025,0.0001,20.0,160.0,160.0,256.0,,,0.15,0.1,,,,,,,,,,,,0.12,,,,,,,,,,,0.03,0.0,,1.0,3.0,,,,,,,,,,,,,,,,,0.18,,,,
baseline,lastfm,fearec,3,0.329967,0.298,0.3784,0.3162,0.306,38,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k4_20260416_202301_186413_pid394740.json,0.0005025419346964102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,
baseline,lastfm,fearec,4,0.329089,0.2989,0.3765,0.3167,0.3086,39,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning5/BASELINE2/lastfm0.03/FEARec/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k4_20260416_202301_186413_pid394740.json,0.0005379709606340696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,
baseline,lastfm,fearec,5,0.328189,0.2951,0.3809,0.3148,0.2966,39,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_addtuning5/BASELINE2/lastfm0.03/FEARec/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k2_20260416_200803_609674_pid394693.json,0.0006830734052086944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,fearec,6,0.327744,0.2984,0.3751,0.3162,0.3018,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_FEARec_s1_lastfm0_03_fearec_20260418_022623_864580_pid544118.json,0.0003898,0.0001,20.0,128.0,160.0,256.0,,,0.05,0.15,,,,,,,,,,,,0.12,,,,,,,,,,,0.06,0.0,,4.0,3.0,,,,,,,,,,,,,,,,,0.2,,,,
baseline,lastfm,fearec,7,0.327678,0.2911,0.3845,0.3127,0.3001,60,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_pair60_v4_dlastfm0_03_mfearec_p056_c1_s1_20260415_100331_546410_pid1176901.json,0.0002884571945360631,0.00015,22.0,128.0,128.0,256.0,2.0,2.0,0.12,0.12,,,,,un,,,,,,,0.12,,,,,,,,0.85,,,0.04,0.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,0.2,,,,
baseline,lastfm,fearec,8,0.326578,0.2921,0.3805,0.3126,0.2988,68,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k2_20260416_200803_609674_pid394693.json,0.0003131557789266251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,fearec,9,0.325778,0.2919,0.3773,0.3115,0.2942,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k1_20260416_193012_589660_pid394660.json,0.00016383330508860106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,fearec,10,0.325733,0.2968,0.3725,0.3139,0.3072,60,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_FEARec_baseline2_addtune5_lastfm0.03_fearec_k4_20260416_202301_186413_pid394740.json,0.0003176971324773977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,
baseline,lastfm,gru4rec,1,0.406033,0.3788,0.4485,0.3938,0.377,13,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/normal/cikm_resume_safe_parallel/P0/lastfm/GRU4Rec/lastfm_GRU4Rec_p0_resume_20260510_020225_568862_pid762413.json,0.001395410880139689,0.0,,,,,2.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,2,0.371567,0.3514,0.4024,0.3625,0.3841,31,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.004745001623798549,1e-07,,,,,1.0,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,3,0.368011,0.3478,0.3993,0.359,0.3808,49,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.0033435554231970744,1e-05,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,4,0.3671,0.3473,0.3977,0.3583,0.3811,28,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c2_20260311_191446_281050_pid182612.json,0.0028530945411638737,1e-07,,,,,1.0,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,5,0.367011,0.3447,0.4013,0.357,0.3788,48,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.002261020796496483,5e-05,,,,,1.0,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,6,0.3664,0.3436,0.4021,0.3564,0.3767,26,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c2_20260311_191446_281050_pid182612.json,0.0020393785388732955,1e-05,,,,,1.0,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,7,0.365989,0.3422,0.4033,0.3556,0.3712,56,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.004936108271901848,0.0001,,,,,1.0,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,8,0.365478,0.3446,0.3976,0.3562,0.3797,42,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.0024209060588164426,1e-05,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,9,0.364644,0.343,0.3985,0.355,0.3766,89,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_GRU4Rec_p0_a_pair01_c1_20260311_170830_112222_pid175071.json,0.0009391049054043327,0.0001,,,,,1.0,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,gru4rec,10,0.364278,0.3438,0.3963,0.3552,0.3743,80,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P0/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p0_full_pair01_c4_20260312_185401_668424_pid118916.json,0.0011852884421107305,0.0001,,,,,2.0,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,1,0.456789,0.4267,0.5039,0.4434,0.4247,12,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/lastfm_SASRec_p0_resume_20260510_020225_745902_pid762412.json,0.0009728429081814452,0.0,,,,,2.0,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,2,0.407167,0.3801,0.4492,0.3955,0.4008,38,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P0/lastfm0.03/SASRec/lastfm0.03_SASRec_p0_a_pair01_c1_20260312_163913_954903_pid100653.json,0.0009879142829091916,0.0,,,,,2.0,,,0.1,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,3,0.406711,0.3783,0.451,0.3945,0.3983,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_SASRec_p0_full_pair01_c3_20260312_170614_471256_pid111610.json,0.000765683821067362,0.0,,,,,3.0,,,0.15,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,4,0.406422,0.3771,0.4522,0.3939,0.3983,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P0/LF03/SASRec/lastfm0.03_SASRec_p0_a_pair01_c2_20260312_063512_913668_pid12280.json,0.0001192131424969314,5e-05,,,,,1.0,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,5,0.406411,0.3781,0.4504,0.3942,0.4,41,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P0/LF03/SASRec/lastfm0.03_SASRec_p0_a_pair01_c2_20260312_063512_913668_pid12280.json,0.0006333377508548816,0.0,,,,,1.0,,,0.1,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,6,0.405733,0.3781,0.4484,0.3937,0.4005,75,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_SASRec_p0_full_pair01_c3_20260312_170614_471256_pid111610.json,0.00040565955976336814,0.0,,,,,3.0,,,0.15,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,7,0.405622,0.3763,0.4511,0.3931,0.3965,23,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_SASRec_p0_a_pair01_c2_20260311_184158_707819_pid182481.json,0.0009933237800416098,1e-06,,,,,1.0,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,8,0.404711,0.3758,0.4495,0.3922,0.3964,100,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_SASRec_p0_a_pair01_c1_20260312_025439_180842_pid202972.json,0.0001731894382484788,5e-05,,,,,2.0,,,0.1,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,9,0.404544,0.3783,0.4456,0.3933,0.402,58,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/hparam/P0/lastfm0.03/SASRec/lastfm0.03_SASRec_p0_full_pair01_c3_20260312_170614_471256_pid111610.json,0.0003859332691417012,0.0001,,,,,3.0,,,0.15,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,sasrec,10,0.403467,0.3774,0.4439,0.3922,0.3999,49,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/lastfm0.03_SASRec_p0_a_pair01_c2_20260311_184158_707819_pid182481.json,0.0003385562306552044,5e-05,,,,,1.0,,,0.1,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline,lastfm,tisasrec,1,0.4523,0.4222,0.4994,0.4389,0.4193,12,/workspace/FeaturedMoE/experiments/run/artifacts/results/cikm/normal/cikm_resume_safe_parallel/P0/lastfm/TiSASRec/lastfm_TiSASRec_p0_resume_20260510_020226_185496_pid762414.json,0.0009728429081814452,0.0,,,,,,,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,256.0,,,
baseline,lastfm,tisasrec,2,0.335856,0.2969,0.3936,0.3187,0.2961,35,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage1_broad_search/S1/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_s1_lastfm0_03_tisasrec_20260418_045110_224531_pid1648178.json,0.0001723,5e-05,50.0,128.0,,256.0,,,0.2,0.15,,,,,,,,,,,,0.15,2048.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,256.0,1024.0,,
baseline,lastfm,tisasrec,3,0.334889,0.2998,0.3925,0.3206,0.2998,14,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/abcd_v2_lean/ABCD/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_abcd_v2_lean_a_dlastfm0.03_mtisasrec_a017_l02_s1_20260414_115647_886294_pid994611.json,0.0006,1e-06,50.0,96.0,96.0,192.0,2.0,2.0,0.1,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1024.0,,,
baseline,lastfm,tisasrec,4,0.333933,0.3008,0.386,0.3195,0.3009,19,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4_revised_long12h/PAIR60/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_pair60_v4_revised_long12h_dlastfm0_03_mtisasrec_p053_c2_s1_rev1_20260415_135400_264873_pid1211674.json,0.0004218562529741278,1e-06,50.0,128.0,128.0,256.0,2.0,2.0,0.1,0.1,,,,,,,,,,,,0.1,2048.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,256.0,1024.0,,
baseline,lastfm,tisasrec,5,0.333756,0.3042,0.3798,0.3212,0.3071,39,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_TiSASRec_pair60_v4_dlastfm0_03_mtisasrec_p053_c1_s1_20260415_093803_230486_pid1176758.json,0.0003091603851904343,1e-06,50.0,96.0,96.0,192.0,2.0,2.0,0.1,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1024.0,,,
baseline,lastfm,tisasrec,6,0.333511,0.2937,0.394,0.3162,0.2863,14,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/lastfm0.03_TiSASRec_abcd_v2_lean_a_dlastfm0.03_mtisasrec_a014_l02_s1_20260414_114003_873112_pid993856.json,0.0006,1e-05,50.0,96.0,96.0,192.0,2.0,1.0,0.15,0.15,,,,,,,,,,,,0.15,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,256.0,,,
baseline,lastfm,tisasrec,7,0.333322,0.3036,0.3791,0.3204,0.3053,47,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4/PAIR60/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_pair60_v4_dlastfm0_03_mtisasrec_p053_c1_s1_20260415_093803_230486_pid1176758.json,0.00024763451822699825,1e-06,50.0,96.0,96.0,192.0,2.0,2.0,0.1,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1024.0,,,
baseline,lastfm,tisasrec,8,0.3329,0.3043,0.3765,0.3201,0.3081,68,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_TiSASRec_s3_lastfm0_03_tisasrec_c2_seed1_20260418_131945_382516_pid1696786.json,0.00024666,1e-06,50.0,64.0,,256.0,,,0.2,0.1,,,,,,,,,,,,0.15,2048.0,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,512.0,1024.0,,
baseline,lastfm,tisasrec,9,0.3327,0.3013,0.3831,0.3194,0.3065,57,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/normal/stage2_focus_search/S2/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_s2_lastfm0_03_tisasrec_20260418_092650_765427_pid1675559.json,0.00024666,5e-05,10.0,64.0,,256.0,,,0.15,0.15,,,,,,,,,,,,0.15,2048.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,128.0,1024.0,,
baseline,lastfm,tisasrec,10,0.332467,0.3027,0.378,0.3196,0.3077,34,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/normal/pair60_v4/PAIR60/lastfm0.03/TiSASRec/lastfm0.03_TiSASRec_pair60_v4_dlastfm0_03_mtisasrec_p053_c1_s1_20260415_093803_230486_pid1176758.json,0.0003752973272212343,1e-06,50.0,96.0,96.0,192.0,2.0,2.0,0.1,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1024.0,,,
baseline,movielens1m,bsarec,1,0.12,0.0766,0.1864,0.0973,0.0869,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/BSARec/movielens1m_BSARec_p22_sg_d04_m06_c01_bsarec_xfer_lastfm0_03_fad_h3_r1_c1_s1_20260408_023958_440693_pid349855.json,0.0005219127587063029,0.0002,25.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,movielens1m,bsarec,2,0.119822,0.076,0.1874,0.0973,0.08,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/movielens1m_BSARec_p22_sg_d04_m06_c01_bsarec_xfer_lastfm0_03_fad_h3_r1_c1_s3_20260408_025012_070673_pid351454.json,0.0004994095421369614,0.0002,25.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,movielens1m,bsarec,3,0.119811,0.0782,0.1841,0.0983,0.0876,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/normal/stageg_cross6x9_anchor2_core5/P22/movielens1m/BSARec/movielens1m_BSARec_p22_sg_d04_m06_c01_bsarec_xfer_lastfm0_03_fad_h3_r1_c1_s1_20260408_023958_440693_pid349855.json,0.0005467377561033836,0.0002,25.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,movielens1m,bsarec,4,0.119556,0.0757,0.1841,0.0961,0.079,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/movielens1m_BSARec_p22_sg_d04_m06_c01_bsarec_xfer_lastfm0_03_fad_h3_r1_c1_s3_20260408_025012_070673_pid351454.json,0.0004458119913038089,0.0002,25.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
baseline,movielens1m,bsarec,5,0.119533,0.0767,0.1855,0.0971,0.0874,44,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline/movielens1m_BSARec_p22_sg_d04_m06_c01_bsarec_xfer_lastfm0_03_fad_h3_r1_c1_s1_20260408_023958_440693_pid349855.json,0.0004968894744838248,0.0002,25.0,160.0,160.0,320.0,3.0,4.0,0.15,0.15,0.15,,,,,8.0,,,,,,0.15,,,,,,,,,,,,,,4.0,3.0,8.0,,0.7,,,,,,,,,,,,,32.0,,512.0,,,
