early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.2751,ok,0.4314,0.2766,1
True,13,0.2745,ok,0.4334,0.2746,2
True,16,0.2746,ok,0.43,0.2748,3
True,13,0.2789,ok,0.439,0.2801,4
True,12,0.274,ok,0.4361,0.2758,5
True,13,0.2718,ok,0.4297,0.2709,6
