early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2334,ok,0.2899,0.2381,1
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2291,ok,0.2909,0.2309,2
True,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333,ok,0.293,0.2365,3
True,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2315,ok,0.2968,0.2347,4
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2337,ok,0.2928,0.2348,5
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2337,ok,0.2928,0.2347,6
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2201,ok,0.2763,0.223,7
True,45,1.0,1.0,0.0,0.19049210092697827,0.0,2.0959514951470934,0.4573679566383362,0.20446652173995972,0.0,0.09552298676429644,1.0453724215572342,2.972873608515666,0.487765511007812,5.133250564709009,8.684852666894091,5.133250564709009,0.0,1.0,0.015839113020392155,0.9843583774956829,0.029522437856706128,0.9709090922776995,0.017994901204470337,0.982166040209349,0.003670977050878569,0.996335752747878,0.004061575406456619,0.9959491036042566,0.007706727051462482,0.9923228936277866,0.0,0.0,7.490876627690672,5.133250564709009,0.3250478834441647,0.2345,ok,0.2917,0.2377,8
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1322,ok,0.1759,0.1313,9
True,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2303,ok,0.296,0.2349,10
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2083,ok,0.2574,0.2099,11
True,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2341,ok,0.2914,0.2371,12
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2158,ok,0.2774,0.2193,13
True,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2315,ok,0.2909,0.2365,14
True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2325,ok,0.2901,0.2371,15
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2322,ok,0.2938,0.2376,16
True,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1986,ok,0.2418,0.2007,17
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1911,ok,0.2372,0.1941,18
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2326,ok,0.2906,0.2376,19
True,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2332,ok,0.2914,0.2367,20
