early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,5,0.0973,ok,0.0789,0.0746,1
True,30,0.1192,ok,0.0965,0.0753,2
True,13,0.1041,ok,0.0877,0.0776,3
True,5,0.0929,ok,0.0789,0.0789,4
True,19,0.1091,ok,0.0965,0.0844,5
True,10,0.1023,ok,0.0789,0.0789,6
True,5,0.0973,ok,0.0877,0.0804,7
True,5,0.0973,ok,0.0965,0.0845,8
True,5,0.0929,ok,0.0789,0.0796,9
True,5,0.0914,ok,0.0789,0.0746,10
True,5,0.0973,ok,0.0965,0.0845,11
True,5,0.0973,ok,0.0877,0.0804,12
True,5,0.0935,ok,0.0789,0.0797,13
True,5,0.0929,ok,0.0789,0.0797,14
True,5,0.0973,ok,0.0965,0.0845,15
True,10,0.1023,ok,0.0789,0.0789,16
True,5,0.0981,ok,0.0789,0.0795,17
False,35,0.1116,ok,0.0965,0.0842,18
True,29,0.1126,ok,0.0965,0.0776,19
True,5,0.0973,ok,0.0965,0.0852,20
