early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,ok,0.2007,0.105,1
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0873,ok,0.1774,0.0889,2
True,55,1.0,1.0,0.0,0.05276529147430386,0.0,1.781031185695388,0.2947120666503906,0.060783661901950836,0.0,0.02362684135746015,0.6848714851915665,1.9988843469009172,0.6589365037888686,3.7372322601839683,5.983340870217704,3.7372322601839683,0.0,1.0,0.0,1.0,0.0,1.0,0.00041962183728011304,0.9995804661916496,6.361833030698177e-05,0.9999363838776889,0.00048501253441348184,0.9995151050651526,0.0,0.0,6.535367115637319,3.7372322601839683,0.5729030572249804,0.1145,ok,0.2026,0.1086,3
True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1104,ok,0.1968,0.1076,4
True,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1107,ok,0.1986,0.1095,5
True,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,ok,0.1989,0.109,6
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1032,ok,0.1981,0.104,7
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,ok,0.2089,0.1077,8
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0912,ok,0.1781,0.0906,9
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0871,ok,0.1739,0.0848,10
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1049,ok,0.1876,0.1008,11
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1106,ok,0.1981,0.1088,12
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1059,ok,0.1837,0.0974,13
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1031,ok,0.2073,0.1065,14
True,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1118,ok,0.1994,0.1059,15
False,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1063,ok,0.1939,0.1052,16
True,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,ok,0.1889,0.1003,17
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1049,ok,0.1952,0.1032,18
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1118,ok,0.1965,0.1042,19
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,ok,0.1989,0.1081,20
