early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,26,0.0647,ok,0.1175,0.0551,1
True,13,0.063,ok,0.106,0.0533,2
True,10,0.0622,ok,0.1089,0.0459,3
True,11,0.0627,ok,0.1175,0.0518,4
True,17,0.0651,ok,0.1289,0.0538,5
True,16,0.0752,ok,0.1289,0.0593,6
True,22,0.0645,ok,0.1261,0.0539,7
True,15,0.0651,ok,0.1261,0.0555,8
True,16,0.065,ok,0.1261,0.0537,9
True,14,0.0617,ok,0.1032,0.0469,10
True,26,0.0791,ok,0.1232,0.0571,11
True,12,0.0636,ok,0.1117,0.0542,12
True,12,0.0629,ok,0.1117,0.0512,13
True,23,0.0814,ok,0.1175,0.0598,14
True,23,0.0791,ok,0.1375,0.0586,15
True,13,0.0631,ok,0.1146,0.0535,16
