early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,5,0.0973,ok,0.0789,0.0789,1
True,5,0.0943,ok,0.0789,0.0807,2
True,6,0.0985,ok,0.0789,0.0673,3
True,10,0.0988,ok,0.0789,0.0675,4
True,9,0.0907,ok,0.0789,0.0789,5
,,0.0,fail,,,6
True,25,0.1103,ok,0.0789,0.0719,7
True,17,0.1111,ok,0.1053,0.0839,8
,,0.0,fail,,,9
True,10,0.0991,ok,0.0789,0.067,10
True,5,0.0973,ok,0.0877,0.0749,11
True,5,0.0981,ok,0.0789,0.0746,12
True,5,0.0996,ok,0.0789,0.0752,13
True,20,0.1045,ok,0.0789,0.0789,14
True,5,0.0935,ok,0.0877,0.081,15
True,13,0.1069,ok,0.0789,0.0801,16
True,5,0.0973,ok,0.0789,0.0789,17
,,0.0,fail,,,18
True,5,0.0934,ok,0.0789,0.0702,19
True,21,0.1068,ok,0.0877,0.0716,20
