best_valid_mrr20,dataset,expert,expert_global_share,family,family_expert_share_norm,family_expert_value,hparam_id,run_phase,seed_id,setting_group,setting_key,setting_short,setting_uid,source_axis,source_phase,split,stage_name,test_mrr20
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.14342746138572693,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1228463426232338,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1816888004541397,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17999868094921112,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17629924416542053,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.1957394927740097,Memory,0.18593853845588879,20186.345703125,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.14342746138572693,Memory,0.14152246693166282,15364.33203125,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1228463426232338,Memory,0.12942822384045216,14051.3251953125,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1816888004541397,Memory,0.18995220525219153,20622.087890625,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17999868094921112,Memory,0.16216311273802644,17605.17578125,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17629924416542053,Memory,0.19099545278177826,20735.34765625,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.1957394927740097,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.14342746138572693,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1228463426232338,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1816888004541397,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17999868094921112,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17629924416542053,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1618
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19859804213047028,Tempo,0.20895904119791864,56692.9296875,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13507378101348877,Tempo,0.14156922165705438,38409.31640625,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.13660728931427002,Tempo,0.1324939365280608,35947.08984375,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.18110643327236176,Tempo,0.17413292786799014,47244.21484375,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17479480803012848,Tempo,0.17618574806327184,47801.16796875,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17381970584392548,Tempo,0.1666591246857042,45216.48828125,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19859804213047028,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13507378101348877,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.13660728931427002,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.18110643327236176,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17479480803012848,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17381970584392548,Focus,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19859804213047028,Memory,0.1876113321451428,20367.951171875,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13507378101348877,Memory,0.13506000049779546,14662.736328125,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.13660728931427002,Memory,0.14168930635982438,15382.4443359375,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.18110643327236176,Memory,0.1906876072618083,20701.92578125,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17479480803012848,Memory,0.15884003262350227,17244.40625,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17381970584392548,Memory,0.18611172111192678,20205.146484375,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19859804213047028,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13507378101348877,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.13660728931427002,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.18110643327236176,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.17479480803012848,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.08,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.17381970584392548,Exposure,0.0,0.0,H1,P10_13_2_AP10_06_H1_S4,4,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19656875729560852,Tempo,0.18535386671815274,50288.58203125,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12214333564043045,Tempo,0.11856199789016506,32167.19921875,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.17761912941932678,Tempo,0.18681543205903853,50685.12109375,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1712559461593628,Tempo,0.16888727730939748,45821.01171875,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16757327318191528,Tempo,0.17441697704449471,47321.28125,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16483959555625916,Tempo,0.16596444897875148,45028.015625,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19656875729560852,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12214333564043045,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.17761912941932678,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1712559461593628,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16757327318191528,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16483959555625916,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19656875729560852,Memory,0.2055207998758012,22312.28515625,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12214333564043045,Memory,0.1286219173258536,13963.7880859375,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.17761912941932678,Memory,0.1681594968304399,18256.169921875,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1712559461593628,Memory,0.17887726507614332,19419.740234375,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16757327318191528,Memory,0.15328779011641064,16641.62890625,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16483959555625916,Memory,0.16553273077535133,17970.99609375,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19656875729560852,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12214333564043045,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.17761912941932678,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.1712559461593628,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16757327318191528,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16483959555625916,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S1,1,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1621
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19599966704845428,Tempo,0.18655586179086206,50614.6953125,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13104043900966644,Tempo,0.12889619030084054,34970.98046875,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1824154108762741,Tempo,0.19186121714357424,52054.09765625,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.16184750199317932,Tempo,0.159280881151413,43214.6875,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16827836632728577,Tempo,0.17270561705633586,46856.96875,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16041861474514008,Tempo,0.16070023255697433,43599.7734375,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19599966704845428,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13104043900966644,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1824154108762741,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.16184750199317932,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16827836632728577,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16041861474514008,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19599966704845428,Memory,0.20262910843393783,21998.349609375,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13104043900966644,Memory,0.13595853664254035,14760.28515625,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1824154108762741,Memory,0.17287894832352402,18768.53515625,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.16184750199317932,Memory,0.16838198610817842,18280.32421875,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16827836632728577,Memory,0.1591067091943865,17273.357421875,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16041861474514008,Memory,0.1610447112974329,17483.755859375,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19599966704845428,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.13104043900966644,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.1824154108762741,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.16184750199317932,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16827836632728577,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.16041861474514008,Exposure,0.0,0.0,H3,P10_13_2_AP10_06_H3_S2,2,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.1617
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19267481565475464,Tempo,0.18360301687117914,49813.5546875,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12523511052131653,Tempo,0.12263386657851835,33271.94140625,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_c,0.17693588137626648,Tempo,0.18600883927873013,50466.28125,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_a,0.17129945755004883,Tempo,0.16886695508949615,45815.49609375,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_b,0.16950544714927673,Tempo,0.17407750184013063,47229.17578125,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Memory_c,0.1643492877483368,Tempo,0.1648098203419456,44714.75,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_a,0.19267481565475464,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
0.0799,KuaiRecLargeStrictPosV2_0.2,Tempo_b,0.12523511052131653,Focus,0.0,0.0,H3,P10_13_2_AP10_06_H3_S3,3,group_subset,P10-06_Tempo_Memory,Tempo_Memory,P10_06,phase10_feature_portability_v1,P10,verification,macro@1,0.162
