best_valid_mrr20_mean,best_valid_mrr20_std,cold_item_mrr20_mean,cold_item_mrr20_std,diag_cv_usage_mean,diag_cv_usage_std,diag_entropy_mean_mean,diag_entropy_mean_std,diag_n_eff_mean,diag_n_eff_std,diag_top1_max_frac_mean,diag_top1_max_frac_std,hparam_id,long_session_mrr20_mean,long_session_mrr20_std,phase_title,row_n,seed_n,sess_3_5_mrr20_mean,sess_3_5_mrr20_std,setting_group,setting_key,source_phase,split,stability_score,test_mrr20_mean,test_mrr20_std
0.081375,5.000000000000143e-05,0.12279070484693905,0.0002379670717261296,0.1299680935749452,0.0013774829420494206,2.2208193696434106,0.009121122823823855,11.800651313918932,0.004156126570333248,0.18549411925265175,0.03362059325739989,H3,,,Aux Loss Verification,4,4,0.15168456755053253,0.0005761776890503534,C0,P9_2-B4-C0-N4,P9_2,verification,0.08132500000000001,0.161675,0.00012583057392117817
0.08124999999999999,5.773502691896423e-05,0.1195553157650237,0.000585395853799297,0.08555119415965097,0.007370174539527113,2.2130754787703144,0.042033831768327534,11.912344007286288,0.015371368642477434,0.22444274409520165,0.024306699939697175,H4,,,Aux Loss Verification,4,4,0.15070765590074647,0.00034240147483411413,C0,P9_2-B4-C0-N4,P9_2,verification,0.08119226497308102,0.161625,5.000000000000837e-05
0.08107500000000001,9.574271077563051e-05,0.12079596022936057,0.002676328031560214,0.27447036051741563,0.27511814972620213,2.205080375410825,0.15545538517948299,10.872081965827563,1.8136310288929445,0.24643038524096858,0.14641327874898766,H2,,,Aux Loss Verification,4,4,0.15011339835571663,0.002239790300706117,C0,P9_2-B4-C0-N4,P9_2,verification,0.08097925728922438,0.1611,0.0010099504938362147
0.0808,0.00014142135623731355,0.1196582253287034,0.0007710229008707811,0.29319455112274906,0.16040847233787658,2.196258565063598,0.1630211347455154,10.944137218050072,1.0700925048094356,0.39335845823069715,0.08006371802998584,H1,,,Aux Loss Verification,4,4,0.1493375067380059,0.000694939337842572,C0,P9_2-B4-C0-N4,P9_2,verification,0.08065857864376268,0.161125,0.0003500000000000031
0.081,0.0006683312551921166,0.1179698879731865,0.007308644515646011,0.3597651571608974,0.4722529861695623,2.0251257953432527,0.3177872406826669,10.265225098891777,3.1064571246569015,0.22152138748498212,0.10973324620832822,H3,,,Aux Loss Verification,4,4,0.14938705112288025,0.002280157112359936,C1,P9_2-B3-C1-B1,P9_2,verification,0.08033166874480789,0.16065000000000002,0.001700000000000007
0.080775,0.00027537852736430544,0.11826035532605644,0.0007608737261332633,0.33859424987078196,0.2299907623055269,2.086997504674562,0.22273646929760058,10.540042026969694,1.4230630071793682,0.3029899299053398,0.1082177230825941,H4,,,Aux Loss Verification,4,4,0.1492395282943458,0.00153481254815467,C1,P9_2-B3-C1-B1,P9_2,verification,0.08049962147263569,0.1611,0.0006582805886043867
0.08045,0.0001732050807568927,0.11691214561919278,0.0012321639244326963,0.5453693517932489,0.18262370862348407,1.9448153645850812,0.0912258233669863,9.218441096996544,1.3613010514492228,0.30710376828714425,0.068486924495154,H1,,,Aux Loss Verification,4,4,0.14834569626153596,0.0004191538908312105,C1,P9_2-B3-C1-B1,P9_2,verification,0.0802767949192431,0.16075,0.00044347115652166815
0.080325,5.000000000000143e-05,0.11983911251251861,0.0023892478809948085,0.2895148765697284,0.1959556795871337,2.056114650461122,0.1885815495596145,10.915125460024875,1.2934619937489522,0.25242635362342186,0.12157471470382766,H2,,,Aux Loss Verification,4,4,0.14994646541811593,0.0008068738608049098,C1,P9_2-B3-C1-B1,P9_2,verification,0.08027499999999999,0.161275,0.0005852349955359859
0.0809,0.0,0.11889031705021656,4.156404222139747e-05,0.28898655064613493,0.047108001957653564,2.0170768339720833,0.020007107955535137,11.064259715881088,0.2682989081764525,0.19259885703717128,0.020493575062125263,H4,,,Aux Loss Verification,3,3,0.15088911525659768,4.07997225461492e-05,C2,P9_2-B1-C2-S3,P9_2,verification,0.0809,0.16143333333333335,0.00011547005383792846
0.08085,5.773502691896423e-05,0.12135160675864391,0.0006954074337632844,0.551534758551192,0.06878754914242621,1.916722411309168,0.044086542452673426,9.199617468695953,0.5330785102537862,0.3588788434045466,0.022325496461324715,H3,,,Aux Loss Verification,4,4,0.15040101608547124,0.00028804131300482296,C2,P9_2-B1-C2-S3,P9_2,verification,0.08079226497308103,0.16162500000000002,9.574271077563776e-05
0.08075,0.00040414518843273644,0.11406642728254027,0.007607234535866427,2.021710958579135,1.3554436153166043,0.876893432204248,0.8604886647032706,4.026240972848013,3.4168950799624462,0.6831505457897339,0.35714105477557706,H1,,,Aux Loss Verification,4,4,0.14814675674265262,0.0027073147968042876,C2,P9_2-B1-C2-S3,P9_2,verification,0.08034585481156727,0.15965000000000001,0.0020984120980716147
0.08072499999999999,5.000000000000143e-05,0.12155678192321184,0.00024225647779269006,1.0107298425393698,0.03435228733264389,1.5149451082850496,0.037863312523857856,5.938617752379151,0.2018979786342876,0.4184621012289498,0.004952657304880106,H2,,,Aux Loss Verification,4,4,0.15016671952777716,3.490420087999798e-05,C2,P9_2-B1-C2-S3,P9_2,verification,0.080675,0.16165000000000002,5.773502691897224e-05
0.080875,5.000000000000143e-05,0.12237236677900129,0.00028203688188387863,0.1001875739996316,0.015322756279184944,2.013418867647108,0.01090826026699877,8.909061783939014,0.02566061399579354,0.2534448851928666,0.0073328999427609625,H3,0.17091443925396244,0.00020376075403379988,Feature Portability / Compactness,4,4,0.1515052186528271,0.00023574223995254055,availability,P10-19_NO_TIMESTAMP,P10,verification,0.08082500000000001,0.16185,0.00025166114784236555
0.08085,0.00012909944487358427,0.12103999364575038,0.0003554435970231339,0.09476295184939412,0.005172261847638964,2.0369884230652096,0.027526329577040008,8.91972825475212,0.008742564244055907,0.23391827584586783,0.013577619940255728,H3,0.17117614408621468,0.00018757573675221495,Feature Portability / Compactness,4,4,0.15112903630536645,6.167061040913305e-05,availability,P10-18_NO_CATEGORY,P10,verification,0.08072090055512642,0.161875,0.0002500000000000067
0.08065,5.7735026918956215e-05,0.11922659957794951,9.914162480945438e-05,0.07771687718878445,0.0025252384131683437,2.0190423777440505,0.009195762006842044,8.945925438328668,0.00349521192231298,0.1985985542556833,0.005515861377259337,H1,0.17035395745714785,8.862725146046004e-05,Feature Portability / Compactness,4,4,0.1510685901411158,0.00019308916522390896,availability,P10-18_NO_CATEGORY,P10,verification,0.08059226497308104,0.161625,0.00012583057392117817
0.0804,0.0,0.11982751465274132,0.0002947052657383832,0.12247264236922123,0.018413091682516036,2.0041877960579306,0.022106801622952383,8.864921070326545,0.04107366209284256,0.3588010971727219,0.019881734992632398,H1,0.17067060507232695,0.0001410987657176473,Feature Portability / Compactness,4,4,0.15070739552705406,0.0003719679701659094,availability,P10-19_NO_TIMESTAMP,P10,verification,0.0804,0.1616,8.164965809277494e-05
0.080375,5.000000000000143e-05,0.1219478498440079,8.26421537402535e-05,0.07001627877607669,0.006471180521929885,1.5661248798236924,0.011374535442121504,5.970547310023789,0.005420507930432798,0.30430322596522785,0.007979502961889356,H3,0.17070520946706777,0.000144674760857379,Feature Portability / Compactness,4,4,0.15072358672118122,0.00025276521480387077,availability_plus,P10-22_NO_CATEGORY_NO_TIMESTAMP,P10,verification,0.08032500000000001,0.16147499999999998,9.574271077563776e-05
0.080275,0.00018929694486000782,0.12048341187247019,0.0011379692017055429,0.11067056103009548,0.011409385920645863,1.6066498311466506,0.04120626140603572,5.926857465713036,0.014989754903636719,0.3348916139222806,0.01570529575367774,H1,0.17055422825633793,5.911291325591523e-05,Feature Portability / Compactness,4,4,0.15014169429991958,0.00045591395126917515,availability_plus,P10-22_NO_CATEGORY_NO_TIMESTAMP,P10,verification,0.08008570305514,0.16135,5.7735026918956215e-05
