axis_group,axis_label_x,axis_label_y,best_valid_mrr20,expert,family,loading_pc1,loading_pc2,pc1,pc1_explained_var_ratio,pc2,pc2_explained_var_ratio,phase_tag,run_phase,setting_id,source,test_mrr20,weight_norm
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Exposure,,,0.12382616011883062,,0.10262114554643631,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.12382616011883062
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Exposure,,,0.1121020998338961,,0.09247586876153946,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.1121020998338961
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Exposure,,,0.07574949803234599,,0.08883268386125565,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07574949803234599
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Exposure,,,0.06860231442353194,,0.07997830957174301,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06860231442353194
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Exposure,,,0.07836565458927511,,0.08641763776540756,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07836565458927511
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_a,Focus,,,0.06784356210534488,,0.06809432059526443,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06784356210534488
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_b,Focus,,,0.063437503729936,,0.06331527978181839,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.063437503729936
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_c,Focus,,,0.0923447866956264,,0.09402149170637131,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.0923447866956264
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_a,Focus,,,0.08205017027471627,,0.08204434812068939,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08205017027471627
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_b,Focus,,,0.07843635728007098,,0.07829135656356812,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07843635728007098
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_c,Focus,,,0.07113842025399596,,0.07095558941364288,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07113842025399596
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_a,Focus,,,0.09315820556361996,,0.09295188635587692,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09315820556361996
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Focus,,,0.102856380814782,,0.10262114554643631,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.102856380814782
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Focus,,,0.09284117494629729,,0.09247586876153946,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09284117494629729
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Focus,,,0.0893405079919073,,0.08883268386125565,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.0893405079919073
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Focus,,,0.0803257058210204,,0.07997830957174301,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.0803257058210204
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Focus,,,0.08622722452268253,,0.08641763776540756,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08622722452268253
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_a,Memory,,,0.06992822069422693,,0.06809432059526443,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06992822069422693
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_b,Memory,,,0.05998778446948227,,0.06331527978181839,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.05998778446948227
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_c,Memory,,,0.12348081405671014,,0.09402149170637131,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.12348081405671014
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_a,Memory,,,0.08842581958592764,,0.08204434812068939,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08842581958592764
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_b,Memory,,,0.0807115990573237,,0.07829135656356812,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.0807115990573237
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_c,Memory,,,0.07096424204234279,,0.07095558941364288,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07096424204234279
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_a,Memory,,,0.07403300345257217,,0.09295188635587692,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07403300345257217
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Memory,,,0.12320734309534088,,0.10262114554643631,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.12320734309534088
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Memory,,,0.0834466278697738,,0.09247586876153946,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.0834466278697738
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Memory,,,0.07610167911674821,,0.08883268386125565,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07610167911674821
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Memory,,,0.06951790098809778,,0.07997830957174301,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06951790098809778
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Memory,,,0.08019496557145368,,0.08641763776540756,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08019496557145368
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_a,Tempo,,,0.06520193767241816,,0.06809432059526443,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06520193767241816
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_b,Tempo,,,0.06053482235063319,,0.06331527978181839,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.06053482235063319
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Exposure_c,Tempo,,,0.09019457272318872,,0.09402149170637131,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09019457272318872
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_a,Tempo,,,0.08429399116636295,,0.08204434812068939,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08429399116636295
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_b,Tempo,,,0.08086227557327377,,0.07829135656356812,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.08086227557327377
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Focus_c,Tempo,,,0.07354728298613739,,0.07095558941364288,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07354728298613739
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_a,Tempo,,,0.09806640544079798,,0.09295188635587692,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09806640544079798
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_b,Tempo,,,0.10299248202683209,,0.10262114554643631,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.10299248202683209
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Memory_c,Tempo,,,0.09617323117067053,,0.09247586876153946,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09617323117067053
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_a,Tempo,,,0.09105666316444502,,0.08883268386125565,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.09105666316444502
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_b,Tempo,,,0.07986815772621919,,0.07997830957174301,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07986815772621919
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0806,Tempo_c,Tempo,,,0.07720817799902101,,0.08641763776540756,,p10,P10_13_2_AP10_15_H3_S4,P10_15,router_family_proxy_points,0.1624,0.07720817799902101
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Exposure,,,0.13538762747430266,,0.10711874812841415,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.13538762747430266
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Exposure,,,0.09261677640549038,,0.08631084859371185,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.09261677640549038
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Exposure,,,0.13811703911785037,,0.10970629006624222,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.13811703911785037
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Exposure,,,0.07765165081795228,,0.07378539443016052,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07765165081795228
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Exposure,,,0.07493595636616171,,0.07126285880804062,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07493595636616171
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Exposure,,,0.08883268154279464,,0.08459446579217911,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08883268154279464
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Exposure,,,0.06379350963967209,,0.07495288550853729,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06379350963967209
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Exposure,,,0.07000764371165909,,0.08627402037382126,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07000764371165909
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Exposure,,,0.08799078362285764,,0.08823090046644211,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08799078362285764
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Exposure,,,0.05137223022903693,,0.06640397757291794,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.05137223022903693
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Exposure,,,0.052511460590610085,,0.06719904392957687,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.052511460590610085
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Exposure,,,0.06678264048161214,,0.08416059613227844,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06678264048161214
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Focus,,,0.10614781197140863,,0.10711874812841415,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.10614781197140863
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Focus,,,0.08688663516926931,,0.08631084859371185,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08688663516926931
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Focus,,,0.10875727043196082,,0.10970629006624222,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.10875727043196082
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Focus,,,0.07118960869878457,,0.07378539443016052,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07118960869878457
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Focus,,,0.06892738454397503,,0.07126285880804062,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06892738454397503
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Focus,,,0.08218865942388698,,0.08459446579217911,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08218865942388698
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Focus,,,0.0770808316808897,,0.07495288550853729,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.0770808316808897
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Focus,,,0.08872092811679076,,0.08627402037382126,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08872092811679076
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Focus,,,0.08880893817503879,,0.08823090046644211,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08880893817503879
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Focus,,,0.06732967803526943,,0.06640397757291794,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06732967803526943
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Focus,,,0.06825878840663309,,0.06719904392957687,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06825878840663309
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Focus,,,0.08570346534609291,,0.08416059613227844,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08570346534609291
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Memory,,,0.09987954261479003,,0.10711874812841415,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.09987954261479003
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Memory,,,0.06531885324561384,,0.08631084859371185,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06531885324561384
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Memory,,,0.10180184087736693,,0.10970629006624222,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.10180184087736693
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Memory,,,0.11725945376442147,,0.07378539443016052,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.11725945376442147
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Memory,,,0.11204401768005898,,0.07126285880804062,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.11204401768005898
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Memory,,,0.13047499893243214,,0.08459446579217911,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.13047499893243214
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Memory,,,0.026798147139421236,,0.07495288550853729,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.026798147139421236
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Memory,,,0.012029897111724678,,0.08627402037382126,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.012029897111724678
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Memory,,,0.14263366054594914,,0.08823090046644211,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.14263366054594914
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Memory,,,0.05883043408318784,,0.06640397757291794,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.05883043408318784
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Memory,,,0.05921186659537671,,0.06719904392957687,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.05921186659537671
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Memory,,,0.07371728740965702,,0.08416059613227844,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07371728740965702
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Tempo,,,0.11284422099199783,,0.10711874812841415,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.11284422099199783
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Tempo,,,0.08984116515528809,,0.08631084859371185,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08984116515528809
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Tempo,,,0.11553583872998034,,0.10970629006624222,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.11553583872998034
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Tempo,,,0.07032675917630321,,0.07378539443016052,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07032675917630321
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Tempo,,,0.0679844932817034,,0.07126285880804062,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.0679844932817034
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Tempo,,,0.08085749862128973,,0.08459446579217911,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08085749862128973
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Tempo,,,0.07674216546096278,,0.07495288550853729,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.07674216546096278
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Tempo,,,0.08797475006128315,,0.08627402037382126,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08797475006128315
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Tempo,,,0.09075360073330185,,0.08823090046644211,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.09075360073330185
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Tempo,,,0.061965238786736834,,0.06640397757291794,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.061965238786736834
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Tempo,,,0.06366029213837221,,0.06719904392957687,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.06366029213837221
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Tempo,,,0.08151397686278058,,0.08416059613227844,,p10,P10_13_2_AP10_16_H1_S1,P10_16,router_family_proxy_points,0.1623,0.08151397686278058
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Exposure,,,0.15006860969983776,,0.11768316477537155,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.15006860969983776
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Exposure,,,0.10141535566805177,,0.09113474190235138,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.10141535566805177
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Exposure,,,0.1250175144796829,,0.10268841683864594,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.1250175144796829
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Exposure,,,0.07726930668793465,,0.0726672038435936,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07726930668793465
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Exposure,,,0.07779202313998794,,0.07327307760715485,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07779202313998794
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Exposure,,,0.08168233829440193,,0.07688599079847336,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.08168233829440193
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Exposure,,,0.0658490692823874,,0.07688673585653305,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.0658490692823874
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Exposure,,,0.07136568765134965,,0.09112271666526794,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07136568765134965
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Exposure,,,0.08288864220219594,,0.08617982268333435,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.08288864220219594
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Exposure,,,0.04708898066159106,,0.06094053387641907,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.04708898066159106
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Exposure,,,0.050316168079282415,,0.06425565481185913,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.050316168079282415
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Exposure,,,0.06924630415329658,,0.0862819254398346,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.06924630415329658
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Focus,,,0.1165406919636229,,0.11768316477537155,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.1165406919636229
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Focus,,,0.09155580578061497,,0.09113474190235138,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.09155580578061497
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Focus,,,0.10233329420212492,,0.10268841683864594,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.10233329420212492
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Focus,,,0.07000965031175653,,0.0726672038435936,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07000965031175653
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Focus,,,0.07094444439675697,,0.07327307760715485,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07094444439675697
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Focus,,,0.07429150847297353,,0.07688599079847336,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07429150847297353
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Focus,,,0.07903646210501333,,0.07688673585653305,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07903646210501333
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_b,Focus,,,0.09376041218581233,,0.09112271666526794,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.09376041218581233
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_c,Focus,,,0.08699949570740245,,0.08617982268333435,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.08699949570740245
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_a,Focus,,,0.06159064041241433,,0.06094053387641907,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.06159064041241433
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_b,Focus,,,0.06511670709537846,,0.06425565481185913,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.06511670709537846
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Tempo_c,Focus,,,0.08782088736612928,,0.0862819254398346,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.08782088736612928
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_a,Memory,,,0.1110338158316788,,0.11768316477537155,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.1110338158316788
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_b,Memory,,,0.07232253685546641,,0.09113474190235138,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.07232253685546641
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Exposure_c,Memory,,,0.09113425091502218,,0.10268841683864594,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.09113425091502218
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_a,Memory,,,0.11632648525539405,,0.0726672038435936,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.11632648525539405
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_b,Memory,,,0.11483871528423742,,0.07327307760715485,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.11483871528423742
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Focus_c,Memory,,,0.1215719166796801,,0.07688599079847336,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.1215719166796801
phase10_feature_portability_v1,router_family_share,expert_global_share,0.0803,Memory_a,Memory,,,0.04233350377489824,,0.07688673585653305,,p10,P10_13_2_AP10_16_H1_S2,P10_16,router_family_proxy_points,0.1619,0.04233350377489824
