stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C1_SEED3,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C1_SEED3,940003,resume,ok,0.08816353084967506,0.044866666666666666,0.0685,0.0288,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c1_seed3_20260419_120805_920636_pid391267.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C1_SEED3.log,0.0,,2026-04-19T12:18:50.948759Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C1_SEED2,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C1_SEED2,940002,resume,ok,0.08816353084967506,0.044866666666666666,0.0685,0.0288,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c1_seed2_20260419_120806_169790_pid391265.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C1_SEED2.log,0.0,,2026-04-19T12:18:50.945538Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C1_SEED1,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C1_SEED1,940001,resume,ok,0.08816353084967506,0.044866666666666666,0.0685,0.0288,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c1_seed1_20260419_120806_144417_pid391263.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C1_SEED1.log,0.0,,2026-04-19T12:18:50.942452Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C2_SEED1,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C2_SEED1,940004,resume,ok,0.09233333333333332,0.06177777777777777,0.07,0.0381,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c2_seed1_20260419_120805_991918_pid391270.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C2_SEED1.log,0.0,,2026-04-19T12:18:50.951923Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G4K2_C1_SEED1,S2_BEAUTY_G4K2,S3_BEAUTY_TOPK_G4K2_C1_SEED1,940007,resume,ok,0.09208888888888889,0.05593333333333334,0.0721,0.0349,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g4k2_c1_seed1_20260419_120805_927026_pid391271.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G4K2_C1_SEED1.log,0.0,,2026-04-19T12:18:50.961276Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C2_SEED3,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C2_SEED3,940006,resume,ok,0.09233333333333332,0.06177777777777777,0.07,0.0381,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c2_seed3_20260419_120806_178727_pid391272.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C2_SEED3.log,0.0,,2026-04-19T12:18:50.958181Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G3K2_C2_SEED2,S2_BEAUTY_G3K2,S3_BEAUTY_TOPK_G3K2_C2_SEED2,940005,resume,ok,0.09233333333333332,0.06177777777777777,0.07,0.0381,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g3k2_c2_seed2_20260419_120806_160218_pid391268.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G3K2_C2_SEED2.log,0.0,,2026-04-19T12:18:50.955100Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G4K2_C1_SEED2,S2_BEAUTY_G4K2,S3_BEAUTY_TOPK_G4K2_C1_SEED2,940008,resume,ok,0.09208888888888889,0.05593333333333334,0.0721,0.0349,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g4k2_c1_seed2_20260419_120806_197639_pid391273.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G4K2_C1_SEED2.log,0.0,,2026-04-19T12:18:50.964381Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G4K2_C1_SEED3,S2_BEAUTY_G4K2,S3_BEAUTY_TOPK_G4K2_C1_SEED3,940009,resume,ok,0.09208888888888889,0.05593333333333334,0.0721,0.0349,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g4k2_c1_seed3_20260419_120841_395754_pid391741.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G4K2_C1_SEED3.log,0.0,,2026-04-19T12:18:50.967529Z
stage3,beauty,featured_moe_n3,route,S3_BEAUTY_G4K2_C2_SEED1,S2_BEAUTY_G4K2,S3_BEAUTY_TOPK_G4K2_C2_SEED1,940010,resume,ok,0.09118888888888889,0.06075555555555556,0.0707,0.0389,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_topk/beauty_FeaturedMoE_N3_s3_beauty_topk_g4k2_c2_seed1_20260419_120844_494026_pid391820.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_topk/stage3/beauty/featured_moe_n3/route/S3_BEAUTY_G4K2_C2_SEED1.log,0.0,,2026-04-19T12:18:50.970660Z
